Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6340191,COFFEE COUNTY,BROXTON MARY,49,821.55,18.4,61.2,20.4,81.6,49,823.00,14.3,69.4,16.3,85.7,49,815.35,34.7,53.1,12.2,65.3,48,813.23,37.5,43.8,18.8,62.5,48,809.31,45.8,41.7,12.5,54.2
6340282,COFFEE COUNTY,EASTSIDE ELEM,94,832.28,8.5,64.9,26.6,91.5,94,835.06,8.5,56.4,35.1,91.5,94,835.10,18.1,45.7,36.2,81.9,94,847.17,17.0,33.0,50.0,83.0,94,823.70,21.3,55.3,23.4,78.7
6340291,COFFEE COUNTY,NICHOLLS ELEM,46,822.20,19.6,67.4,13.0,80.4,46,823.57,15.2,65.2,19.6,84.8,46,825.98,17.4,56.5,26.1,82.6,46,817.67,41.3,37.0,21.7,58.7,46,810.30,39.1,54.3,6.5,60.9
6343052,COFFEE COUNTY,WEST GREEN EL,58,826.74,12.1,65.5,22.4,87.9,58,830.31,10.3,67.2,22.4,89.7,58,836.83,12.1,51.7,36.2,87.9,58,842.31,8.6,41.4,50.0,91.4,58,828.09,13.8,62.1,24.1,86.2
6345050,COFFEE COUNTY,WESTSIDE ELEM,74,839.22,4.1,59.5,36.5,95.9,74,839.73,5.4,54.1,40.5,94.6,74,837.65,8.1,59.5,32.4,91.9,74,851.07,4.1,41.9,54.1,95.9,74,843.45,9.5,51.4,39.2,90.5
6350178,COLQUITT COUNTY,DOERUN ELEMEN,33,843.79,3.0,54.5,42.4,97.0,33,841.61,3.0,51.5,45.5,97.0,33,850.18,3.0,45.5,51.5,97.0,33,839.18,6.1,57.6,36.4,93.9,32,827.13,3.1,75.0,21.9,96.9
6350187,COLQUITT COUNTY,ODOM ELEMENTA,84,834.55,6.0,64.3,29.8,94.0,84,833.86,10.7,56.0,33.3,89.3,84,839.64,14.3,48.8,36.9,85.7,84,831.51,16.7,47.6,35.7,83.3,82,811.93,24.4,69.5,6.1,75.6
6350278,COLQUITT COUNTY,NORMAN PARK E,74,830.32,8.1,70.3,21.6,91.9,74,830.27,9.5,68.9,21.6,90.5,74,829.49,17.6,58.1,24.3,82.4,73,830.07,12.3,60.3,27.4,87.7,73,814.89,23.3,68.5,8.2,76.7
6352052,COLQUITT COUNTY,FUNSTON ELEME,56,838.63,7.1,53.6,39.3,92.9,56,836.84,8.9,51.8,39.3,91.1,57,838.72,10.5,47.4,42.1,89.5,57,837.42,8.8,56.1,35.1,91.2,56,822.70,14.3,78.6,7.1,85.7
6352056,COLQUITT COUNTY,WRIGHT ELEMEN,67,839.30,7.5,53.7,38.8,92.5,67,840.72,6.0,50.7,43.3,94.0,67,851.00,11.9,31.3,56.7,88.1,67,836.88,16.4,37.3,46.3,83.6,67,817.51,25.4,58.2,16.4,74.6
6353050,COLQUITT COUNTY,STRINGFELLOW,47,823.85,14.9,63.8,21.3,85.1,47,819.13,23.4,55.3,21.3,76.6,47,807.53,51.1,38.3,10.6,48.9,47,813.11,31.9,46.8,21.3,68.1,46,809.52,30.4,63.0,6.5,69.6
6353054,COLQUITT COUNTY,OKAPILCO ELEM,75,827.69,14.7,60.0,25.3,85.3,75,823.87,18.7,64.0,17.3,81.3,74,831.35,17.6,54.1,28.4,82.4,75,827.61,13.3,58.7,28.0,86.7,75,808.96,30.7,65.3,4.0,69.3
6354050,COLQUITT COUNTY,COX ELEMENTAR,78,824.46,16.7,66.7,16.7,83.3,77,823.04,11.7,70.1,18.2,88.3,77,819.83,24.7,61.0,14.3,75.3,77,820.44,24.7,54.5,20.8,75.3,77,804.26,37.7,61.0,1.3,62.3
6354052,COLQUITT COUNTY,HAMILTON ELEM,36,837.97,11.1,50.0,38.9,88.9,36,843.08,8.3,47.2,44.4,91.7,36,823.67,19.4,58.3,22.2,80.6,36,845.81,11.1,41.7,47.2,88.9,36,817.50,27.8,58.3,13.9,72.2
6355054,COLQUITT COUNTY,SUNSET ELEMEN,122,832.53,11.5,54.9,33.6,88.5,122,834.01,9.8,54.9,35.2,90.2,121,840.50,14.9,43.8,41.3,85.1,122,821.31,27.9,47.5,24.6,72.1,122,813.21,30.3,60.7,9.0,69.7
6360102,COLUMBIA COUNTY,LEWISTON ELEM,148,838.89,7.4,60.1,32.4,92.6,148,835.61,8.1,58.1,33.8,91.9,148,827.40,21.6,54.7,23.6,78.4,148,842.15,10.8,39.2,50.0,89.2,148,824.84,12.2,69.6,18.2,87.8
6360106,COLUMBIA COUNTY,RIVER RIDGE E,111,850.99,0.9,44.1,55.0,99.1,111,844.71,4.5,47.7,47.7,95.5,111,855.09,7.2,39.6,53.2,92.8,111,879.47,1.8,12.6,85.6,98.2,111,845.79,2.7,54.1,43.2,97.3
6360173,COLUMBIA COUNTY,WESTMONT ELEM,90,841.48,1.1,61.1,37.8,98.9,90,841.38,5.6,51.1,43.3,94.4,91,837.12,16.5,48.4,35.2,83.5,91,851.35,6.6,31.9,61.5,93.4,90,835.48,7.8,58.9,33.3,92.2
6360186,COLUMBIA COUNTY,EVANS ELEMENT,84,845.56,2.4,51.2,46.4,97.6,84,845.57,3.6,42.9,53.6,96.4,84,849.24,8.3,45.2,46.4,91.7,84,864.51,3.6,19.0,77.4,96.4,84,842.32,7.1,46.4,46.4,92.9
6360188,COLUMBIA COUNTY,BLUE RIDGE EL,89,853.39,0.0,48.3,51.7,100.0,89,848.19,1.1,52.8,46.1,98.9,88,847.50,6.8,43.2,50.0,93.2,89,864.99,1.1,30.3,68.5,98.9,89,862.31,2.2,32.6,65.2,97.8
6360190,COLUMBIA COUNTY,BROOKWOOD ELE,88,838.47,8.0,54.5,37.5,92.0,88,830.31,10.2,67.0,22.7,89.8,88,824.93,19.3,59.1,21.6,80.7,88,837.67,13.6,43.2,43.2,86.4,88,818.90,18.2,70.5,11.4,81.8
6360192,COLUMBIA COUNTY,STEVENS CREEK,148,848.17,2.7,44.6,52.7,97.3,148,848.40,3.4,44.6,52.0,96.6,150,853.36,6.0,37.3,56.7,94.0,150,867.41,4.7,23.3,72.0,95.3,148,839.20,5.4,54.1,40.5,94.6
6360194,COLUMBIA COUNTY,RIVERSIDE ELE,147,848.26,3.4,42.9,53.7,96.6,147,841.25,6.8,51.0,42.2,93.2,147,845.55,12.9,40.1,46.9,87.1,147,865.35,4.8,19.0,76.2,95.2,147,852.81,6.8,34.0,59.2,93.2
6360208,COLUMBIA COUNTY,CEDAR RIDGE E,145,837.86,7.6,55.2,37.2,92.4,145,833.41,10.3,53.8,35.9,89.7,144,827.21,21.5,49.3,29.2,78.5,143,844.61,12.6,35.7,51.7,87.4,143,826.28,14.7,64.3,21.0,85.3
6360297,COLUMBIA COUNTY,GREENBRIER EL,120,846.75,0.8,44.2,55.0,99.2,120,838.43,0.8,66.7,32.5,99.2,120,844.08,9.2,50.0,40.8,90.8,120,860.14,4.2,22.5,73.3,95.8,120,834.00,4.2,66.7,29.2,95.8
6360397,COLUMBIA COUNTY,EUCHEE CREEK,48,828.73,12.5,64.6,22.9,87.5,48,824.58,16.7,66.7,16.7,83.3,48,816.13,33.3,43.8,22.9,66.7,47,827.96,19.1,55.3,25.5,80.9,47,815.94,17.0,72.3,10.6,83.0
6361050,COLUMBIA COUNTY,BEL AIR ELEME,83,841.40,2.4,59.0,38.6,97.6,83,838.23,3.6,50.6,45.8,96.4,83,842.58,3.6,53.0,43.4,96.4,83,849.04,3.6,44.6,51.8,96.4,83,831.55,9.6,67.5,22.9,90.4
6362052,COLUMBIA COUNTY,MARTINEZ ELEM,83,837.94,6.0,66.3,27.7,94.0,83,830.46,7.2,68.7,24.1,92.8,83,822.90,20.5,60.2,19.3,79.5,83,845.93,8.4,43.4,48.2,91.6,83,820.11,12.0,73.5,14.5,88.0
6363052,COLUMBIA COUNTY,NORTH COLUMBI,62,841.65,1.6,50.0,48.4,98.4,62,832.16,1.6,74.2,24.2,98.4,62,832.98,9.7,61.3,29.0,90.3,62,860.29,0.0,43.5,56.5,100.0,62,836.77,4.8,64.5,30.6,95.2
6364052,COLUMBIA COUNTY,NORTH HARLEM,102,832.81,7.8,61.8,30.4,92.2,102,819.39,26.5,52.9,20.6,73.5,102,824.67,23.5,56.9,19.6,76.5,102,827.25,25.5,41.2,33.3,74.5,102,818.92,28.4,53.9,17.6,71.6
6365050,COLUMBIA COUNTY,GROVETOWN ELE,100,834.46,8.0,58.0,34.0,92.0,100,828.85,13.0,64.0,23.0,87.0,100,830.54,18.0,55.0,27.0,82.0,100,832.01,18.0,48.0,34.0,82.0,100,818.30,19.0,68.0,13.0,81.0
6365052,COLUMBIA COUNTY,SOUTH COLUMBI,78,830.73,9.0,69.2,21.8,91.0,78,827.78,14.1,66.7,19.2,85.9,78,827.50,23.1,46.2,30.8,76.9,78,831.69,19.2,48.7,32.1,80.8,78,818.14,17.9,71.8,10.3,82.1
6370104,COOK COUNTY,COOK ELEMENTA,272,829.25,9.2,69.1,21.7,90.8,272,830.02,6.6,71.0,22.4,93.4,272,819.15,26.5,57.0,16.5,73.5,272,833.33,15.8,48.2,36.0,84.2,271,822.73,23.2,54.6,22.1,76.8
6380101,COWETA COUNTY,ARBOR SPRINGS,75,844.04,5.3,49.3,45.3,94.7,75,847.69,2.7,52.0,45.3,97.3,75,843.83,8.0,45.3,46.7,92.0,75,856.91,6.7,34.7,58.7,93.3,75,837.17,6.7,61.3,32.0,93.3
6380103,COWETA COUNTY,WILLIS ROAD E,141,843.13,5.7,48.2,46.1,94.3,141,842.89,5.7,49.6,44.7,94.3,142,843.94,12.7,45.8,41.5,87.3,142,853.58,5.6,38.0,56.3,94.4,141,839.23,9.9,52.5,37.6,90.1
6380115,COWETA COUNTY,BROOKS ELEMEN,93,843.22,7.5,50.5,41.9,92.5,93,839.92,6.5,49.5,44.1,93.5,93,844.80,7.5,51.6,40.9,92.5,93,853.51,4.3,36.6,59.1,95.7,93,837.43,11.8,46.2,41.9,88.2
6380189,COWETA COUNTY,WHITE OAK ELE,117,831.26,6.8,70.1,23.1,93.2,117,833.29,7.7,64.1,28.2,92.3,117,828.39,12.8,62.4,24.8,87.2,117,841.21,8.5,46.2,45.3,91.5,117,826.02,14.5,62.4,23.1,85.5
6380191,COWETA COUNTY,CANNONGATE EL,110,845.36,2.7,50.0,47.3,97.3,110,840.23,5.5,51.8,42.7,94.5,110,848.14,8.2,42.7,49.1,91.8,110,848.65,9.1,36.4,54.5,90.9,110,841.90,11.8,45.5,42.7,88.2
6380192,COWETA COUNTY,NEWNAN CROSSI,127,838.85,3.1,63.0,33.9,96.9,127,835.84,9.4,54.3,36.2,90.6,127,831.88,19.7,48.0,32.3,80.3,127,845.22,12.6,36.2,51.2,87.4,127,823.69,18.1,64.6,17.3,81.9
6380195,COWETA COUNTY,JEFFERSON PAR,61,825.21,9.8,72.1,18.0,90.2,61,822.20,16.4,68.9,14.8,83.6,61,813.80,31.1,54.1,14.8,68.9,61,823.21,23.0,50.8,26.2,77.0,61,817.67,26.2,60.7,13.1,73.8
6380199,COWETA COUNTY,POPLAR ROAD E,110,833.02,13.6,50.0,36.4,86.4,110,830.35,12.7,55.5,31.8,87.3,110,833.43,19.1,46.4,34.5,80.9,110,835.87,21.8,34.5,43.6,78.2,110,822.35,27.3,51.8,20.9,72.7
6380201,COWETA COUNTY,WELCH ELEMENT,142,831.91,12.7,56.3,31.0,87.3,142,830.63,12.0,59.9,28.2,88.0,142,830.92,26.8,41.5,31.7,73.2,142,823.44,26.8,45.8,27.5,73.2,142,816.36,27.5,59.2,13.4,72.5
6380203,COWETA COUNTY,GRANT ELEMENT,52,829.12,13.5,63.5,23.1,86.5,52,829.21,11.5,67.3,21.2,88.5,52,835.02,15.4,50.0,34.6,84.6,52,823.73,26.9,50.0,23.1,73.1,52,816.02,25.0,67.3,7.7,75.0
6380295,COWETA COUNTY,THOMAS CROSSR,85,836.52,3.5,64.7,31.8,96.5,85,841.35,5.9,54.1,40.0,94.1,85,829.46,18.8,54.1,27.1,81.2,85,838.52,11.8,45.9,42.4,88.2,85,835.96,8.2,58.8,32.9,91.8
6381050,COWETA COUNTY,ARNCO SARGENT,71,822.68,19.7,63.4,16.9,80.3,71,819.45,19.7,64.8,15.5,80.3,71,811.87,39.4,40.8,19.7,60.6,71,820.59,29.6,50.7,19.7,70.4,71,802.01,43.7,52.1,4.2,56.3
6381054,COWETA COUNTY,RUTH HILL ELE,75,821.11,18.7,65.3,16.0,81.3,75,826.08,17.3,57.3,25.3,82.7,75,817.15,32.0,53.3,14.7,68.0,75,825.35,26.7,41.3,32.0,73.3,75,811.04,33.3,60.0,6.7,66.7
6382050,COWETA COUNTY,ATKINSON ELEM,72,829.31,5.6,76.4,18.1,94.4,72,831.40,8.3,61.1,30.6,91.7,72,830.29,20.8,45.8,33.3,79.2,72,833.57,12.5,50.0,37.5,87.5,72,815.22,20.8,69.4,9.7,79.2
6382052,COWETA COUNTY,EASTSIDE ELEM,83,833.53,9.6,62.7,27.7,90.4,83,828.29,15.7,59.0,25.3,84.3,83,839.39,15.7,43.4,41.0,84.3,83,829.70,15.7,54.2,30.1,84.3,83,815.58,24.1,63.9,12.0,75.9
6382056,COWETA COUNTY,NORTHSIDE ELE,52,832.88,5.8,67.3,26.9,94.2,52,826.92,11.5,59.6,28.8,88.5,52,830.50,25.0,44.2,30.8,75.0,52,838.33,11.5,44.2,44.2,88.5,52,812.75,26.9,69.2,3.8,73.1
6383052,COWETA COUNTY,ELM STREET EL,79,832.76,11.4,54.4,34.2,88.6,79,834.23,12.7,54.4,32.9,87.3,79,832.85,21.5,41.8,36.7,78.5,79,837.01,13.9,44.3,41.8,86.1,79,827.95,17.7,57.0,25.3,82.3
6383054,COWETA COUNTY,MORELAND ELEM,71,830.08,9.9,62.0,28.2,90.1,71,831.96,11.3,62.0,26.8,88.7,71,829.86,21.1,46.5,32.4,78.9,71,832.01,16.9,49.3,33.8,83.1,71,824.49,23.9,56.3,19.7,76.1
6385056,COWETA COUNTY,WESTERN ELEME,79,828.81,7.6,73.4,19.0,92.4,79,825.16,12.7,68.4,19.0,87.3,79,815.65,30.4,58.2,11.4,69.6,79,813.53,25.3,67.1,7.6,74.7,79,810.84,26.6,69.6,3.8,73.4
6390192,CRAWFORD COUNTY,CRAWFORD CO E,135,827.43,11.9,69.6,18.5,88.1,135,822.80,20.0,60.0,20.0,80.0,135,825.02,21.5,55.6,23.0,78.5,135,824.95,22.2,46.7,31.1,77.8,135,806.67,38.5,57.0,4.4,61.5
6400297,CRISP COUNTY,A S CLARK ELE,140,827.20,12.9,66.4,20.7,87.1,140,824.06,12.9,70.0,17.1,87.1,140,828.50,24.3,50.7,25.0,75.7,138,832.10,18.8,47.1,34.1,81.2,138,816.34,31.2,55.1,13.8,68.8
6402052,CRISP COUNTY,SOUTHWESTERN,181,838.19,5.0,61.9,33.1,95.0,181,841.87,4.4,52.5,43.1,95.6,182,830.12,18.1,51.1,30.8,81.9,182,837.03,13.2,49.5,37.4,86.8,181,818.85,24.3,60.2,15.5,75.7
6410101,DADE COUNTY,DADE ELEMENTA,128,829.59,14.1,57.8,28.1,85.9,128,833.24,10.9,55.5,33.6,89.1,128,826.89,25.8,44.5,29.7,74.2,128,816.52,28.9,51.6,19.5,71.1,126,806.72,34.1,64.3,1.6,65.9
6410275,DADE COUNTY,DAVIS ELEMENT,50,826.44,24.0,54.0,22.0,76.0,50,822.08,32.0,44.0,24.0,68.0,50,818.44,34.0,38.0,28.0,66.0,49,822.22,32.7,38.8,28.6,67.3,49,809.43,42.9,49.0,8.2,57.1
6420103,DAWSON COUNTY,KILOUGH ELEME,79,835.70,5.1,65.8,29.1,94.9,79,830.86,8.9,67.1,24.1,91.1,79,828.99,13.9,60.8,25.3,86.1,79,843.13,11.4,44.3,44.3,88.6,79,821.25,15.2,72.2,12.7,84.8
6420189,DAWSON COUNTY,ROBINSON ELEM,98,843.11,6.1,48.0,45.9,93.9,98,833.51,11.2,61.2,27.6,88.8,98,840.83,11.2,53.1,35.7,88.8,98,839.10,7.1,50.0,42.9,92.9,98,830.12,11.2,62.2,26.5,88.8
6420199,DAWSON COUNTY,BLACK S MILL,82,840.09,4.9,57.3,37.8,95.1,82,831.07,7.3,64.6,28.0,92.7,82,838.33,13.4,47.6,39.0,86.6,82,838.61,13.4,45.1,41.5,86.6,82,823.96,11.0,75.6,13.4,89.0
6430105,DECATUR COUNTY,W BAINBRID EL,97,829.45,12.4,64.9,22.7,87.6,97,824.46,13.4,67.0,19.6,86.6,97,823.18,26.8,47.4,25.8,73.2,97,834.77,18.6,46.4,35.1,81.4,97,810.30,36.1,52.6,11.3,63.9
6430191,DECATUR COUNTY,POTTER STREET,59,833.49,6.8,67.8,25.4,93.2,59,828.31,13.6,55.9,30.5,86.4,59,822.92,20.3,57.6,22.0,79.7,59,837.78,11.9,47.5,40.7,88.1,59,818.08,32.2,54.2,13.6,67.8
6431052,DECATUR COUNTY,ELCAN KING EL,103,832.41,4.9,71.8,23.3,95.1,103,828.46,8.7,68.0,23.3,91.3,103,836.22,23.3,43.7,33.0,76.7,103,840.22,15.5,36.9,47.6,84.5,103,817.31,26.2,59.2,14.6,73.8
6433052,DECATUR COUNTY,JOHN JOHNSON,80,837.84,5.0,55.0,40.0,95.0,80,835.86,5.0,60.0,35.0,95.0,82,832.33,18.3,54.9,26.8,81.7,82,856.88,3.7,31.7,64.6,96.3,80,831.86,11.3,57.5,31.3,88.8
6434052,DECATUR COUNTY,JONES WHEAT E,92,831.08,8.7,65.2,26.1,91.3,92,829.37,7.6,66.3,26.1,92.4,92,829.33,15.2,57.6,27.2,84.8,92,835.88,14.1,48.9,37.0,85.9,92,820.95,23.9,57.6,18.5,76.1
6440100,DEKALB COUNTY,NARVIE HARRIS,161,832.86,6.2,67.7,26.1,93.8,161,830.24,7.5,75.8,16.8,92.5,161,822.93,19.9,60.9,19.3,80.1,161,825.94,18.6,55.3,26.1,81.4,161,815.02,24.2,70.2,5.6,75.8
6440102,DEKALB COUNTY,WYNBROOKE ELE,175,841.87,1.7,58.3,40.0,98.3,175,839.80,4.0,57.7,38.3,96.0,175,833.74,12.0,54.3,33.7,88.0,175,851.95,5.7,41.7,52.6,94.3,175,833.91,8.6,60.6,30.9,91.4
6440107,DEKALB COUNTY,FLAT ROCK ELE,236,815.96,24.6,63.6,11.9,75.4,236,813.72,29.2,56.8,14.0,70.8,236,803.61,50.0,37.3,12.7,50.0,236,797.50,56.8,33.9,9.3,43.2,235,794.26,61.3,37.9,0.9,38.7
6440108,DEKALB COUNTY,PRINCETON ELE,169,826.91,11.8,66.9,21.3,88.2,169,824.23,10.7,72.8,16.6,89.3,169,826.71,21.9,55.0,23.1,78.1,169,817.70,25.4,59.8,14.8,74.6,168,809.73,36.3,54.8,8.9,63.7
6440181,DEKALB COUNTY,ELDRIDGE L M,84,813.96,29.8,59.5,10.7,70.2,83,808.49,34.9,57.8,7.2,65.1,84,792.93,57.1,40.5,2.4,42.9,83,801.28,54.2,34.9,10.8,45.8,83,798.46,66.3,26.5,7.2,33.7
6440188,DEKALB COUNTY,PANOLA WAY EL,160,814.49,30.0,57.5,12.5,70.0,160,809.02,34.4,60.6,5.0,65.6,160,795.35,55.6,40.6,3.8,44.4,160,797.31,49.4,43.8,6.9,50.6,160,795.28,59.4,39.4,1.3,40.6
6440190,DEKALB COUNTY,PINE RIDGE EL,106,818.84,19.8,64.2,16.0,80.2,106,814.50,25.5,67.0,7.5,74.5,106,802.98,44.3,48.1,7.5,55.7,106,805.24,39.6,49.1,11.3,60.4,103,801.36,47.6,49.5,2.9,52.4
6440191,DEKALB COUNTY,BROWNS MILL E,138,825.38,17.4,58.7,23.9,82.6,138,821.46,21.0,57.2,21.7,79.0,138,814.12,37.0,45.7,17.4,63.0,138,810.15,43.5,39.1,17.4,56.5,138,801.22,50.7,47.1,2.2,49.3
6440197,DEKALB COUNTY,MARBUT ELEMEN,145,835.74,2.8,69.0,28.3,97.2,145,829.12,6.9,73.8,19.3,93.1,145,824.09,22.1,60.0,17.9,77.9,145,832.60,13.8,53.8,32.4,86.2,145,818.62,16.6,74.5,9.0,83.4
6440272,DEKALB COUNTY,ROCKBRIDGE EL,87,820.54,20.7,64.4,14.9,79.3,87,817.33,21.8,66.7,11.5,78.2,87,800.30,49.4,44.8,5.7,50.6,87,817.13,29.9,50.6,19.5,70.1,87,803.83,40.2,57.5,2.3,59.8
6440275,DEKALB COUNTY,CEDAR GROVE E,122,823.52,13.9,68.9,17.2,86.1,122,818.89,23.0,62.3,14.8,77.0,122,807.79,42.6,42.6,14.8,57.4,122,812.16,38.5,43.4,18.0,61.5,122,810.07,38.5,50.0,11.5,61.5
6440288,DEKALB COUNTY,KITTREDGE MAG,136,873.01,0.0,9.6,90.4,100.0,136,870.43,0.0,11.0,89.0,100.0,136,884.68,0.0,8.1,91.9,100.0,136,913.54,0.0,0.0,100.0,100.0,135,879.51,0.0,8.1,91.9,100.0
6440293,DEKALB COUNTY,SHADOW ROCK E,136,820.17,25.0,55.1,19.9,75.0,136,815.92,28.7,54.4,16.9,71.3,136,803.36,49.3,38.2,12.5,50.7,136,808.40,38.2,48.5,13.2,61.8,136,803.67,42.6,51.5,5.9,57.4
6440297,DEKALB COUNTY,EDWARD L BOU,132,839.26,5.3,56.8,37.9,94.7,132,838.15,6.1,56.8,37.1,93.9,132,828.71,18.2,57.6,24.2,81.8,132,841.00,9.8,42.4,47.7,90.2,132,825.03,15.2,68.9,15.9,84.8
6440305,DEKALB COUNTY,OAKVIEW ELEME,130,820.52,19.2,67.7,13.1,80.8,130,814.94,20.0,75.4,4.6,80.0,129,797.99,52.7,41.1,6.2,47.3,130,802.00,47.7,44.6,7.7,52.3,130,801.15,49.2,47.7,3.1,50.8
6440309,DEKALB COUNTY,WADSWORTH MAG,22,863.82,0.0,18.2,81.8,100.0,22,857.95,0.0,9.1,90.9,100.0,22,879.91,0.0,22.7,77.3,100.0,22,870.36,0.0,13.6,86.4,100.0,22,846.45,0.0,54.5,45.5,100.0
6440310,DEKALB COUNTY,DUNWOODY ELEM,368,850.92,3.5,36.7,59.8,96.5,367,845.57,6.0,43.1,51.0,94.0,368,857.24,7.9,32.3,59.8,92.1,368,866.53,6.3,20.4,73.4,93.8,367,855.64,7.4,30.5,62.1,92.6
6440375,DEKALB COUNTY,FAIRINGTON EL,82,816.70,22.0,65.9,12.2,78.0,82,810.59,31.7,62.2,6.1,68.3,82,799.48,52.4,43.9,3.7,47.6,82,803.12,45.1,52.4,2.4,54.9,81,799.52,46.9,53.1,0.0,53.1
6440399,DEKALB COUNTY,ROBERT SHAW T,76,846.89,3.9,51.3,44.7,96.1,76,840.12,6.6,52.6,40.8,93.4,76,843.12,6.6,50.0,43.4,93.4,76,832.95,15.8,48.7,35.5,84.2,76,819.93,14.5,73.7,11.8,85.5
6440409,DEKALB COUNTY,RONALD E MCNA,122,816.12,28.7,57.4,13.9,71.3,122,811.63,32.8,52.5,14.8,67.2,122,798.37,55.7,36.1,8.2,44.3,122,799.46,51.6,38.5,9.8,48.4,122,795.77,59.0,41.0,0.0,41.0
6440475,DEKALB COUNTY,BOB MATHIS EL,55,827.78,10.9,72.7,16.4,89.1,55,825.67,12.7,63.6,23.6,87.3,55,816.62,34.5,45.5,20.0,65.5,55,816.13,25.5,54.5,20.0,74.5,55,812.00,23.6,67.3,9.1,76.4
6440500,DEKALB COUNTY,DEKALB ALT SC,11,790.09,54.5,45.5,0.0,45.5,10,786.10,80.0,20.0,0.0,20.0,12,772.67,66.7,33.3,0.0,33.3,11,766.09,90.9,9.1,0.0,9.1,10,773.50,100.0,0.0,0.0,0.0
6440575,DEKALB COUNTY,STONE MILL EL,97,819.88,23.7,56.7,19.6,76.3,96,819.40,18.8,63.5,17.7,81.3,103,790.94,61.2,35.0,3.9,38.8,102,798.02,50.0,43.1,6.9,50.0,94,794.86,58.5,41.5,0.0,41.5
6440675,DEKALB COUNTY,WOODRIDGE ELE,73,818.37,23.3,64.4,12.3,76.7,73,816.18,20.5,67.1,12.3,79.5,72,804.96,45.8,47.2,6.9,54.2,73,815.96,28.8,54.8,16.4,71.2,72,802.94,44.4,52.8,2.8,55.6
6440707,DEKALB COUNTY,UHS OF LAUREL,2,--,--,--,--,--,2,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,2,--,--,--,--,--
6440805,DEKALB COUNTY,INTL COMM SCH,50,825.60,20.0,58.0,22.0,80.0,50,826.12,18.0,52.0,30.0,82.0,51,816.94,39.2,39.2,21.6,60.8,51,810.02,37.3,45.1,17.6,62.7,50,813.40,46.0,40.0,14.0,54.0
6441010,DEKALB COUNTY,DEKALB ACADEM,51,835.18,7.8,58.8,33.3,92.2,51,830.31,9.8,62.7,27.5,90.2,51,817.43,35.3,41.2,23.5,64.7,51,818.65,27.5,54.9,17.6,72.5,51,811.84,27.5,66.7,5.9,72.5
6441050,DEKALB COUNTY,DEKALB ELEMEN,70,838.34,5.7,62.9,31.4,94.3,70,834.96,8.6,61.4,30.0,91.4,70,822.14,20.0,62.9,17.1,80.0,70,820.61,24.3,60.0,15.7,75.7,70,812.14,34.3,58.6,7.1,65.7
6441052,DEKALB COUNTY,BROCKETT ELEM,61,840.02,4.9,59.0,36.1,95.1,61,834.48,3.3,68.9,27.9,96.7,61,844.61,6.6,49.2,44.3,93.4,61,843.97,9.8,41.0,49.2,90.2,61,820.23,14.8,73.8,11.5,85.2
6441053,DEKALB COUNTY,CHAPEL HILL E,128,823.98,17.2,63.3,19.5,82.8,128,820.45,21.9,59.4,18.8,78.1,128,802.36,50.0,38.3,11.7,50.0,128,804.35,47.7,45.3,7.0,52.3,128,796.41,56.3,41.4,2.3,43.8
6441054,DEKALB COUNTY,COLUMBIA ELEM,98,820.12,20.4,63.3,16.3,79.6,98,815.91,29.6,57.1,13.3,70.4,98,809.62,36.7,51.0,12.2,63.3,98,807.19,38.8,51.0,10.2,61.2,98,797.95,53.1,45.9,1.0,46.9
6441055,DEKALB COUNTY,DRESDEN ELEME,109,825.17,8.3,75.2,16.5,91.7,109,817.01,19.3,69.7,11.0,80.7,110,816.58,24.5,63.6,11.8,75.5,110,817.16,25.5,57.3,17.3,74.5,109,798.52,55.0,44.0,0.9,45.0
6441056,DEKALB COUNTY,EVANSDALE ELE,74,852.88,0.0,44.6,55.4,100.0,74,838.03,0.0,66.2,33.8,100.0,75,851.63,4.0,44.0,52.0,96.0,74,868.76,1.4,27.0,71.6,98.6,74,865.20,0.0,29.7,70.3,100.0
6441059,DEKALB COUNTY,IDLEWOOD ELEM,94,822.99,22.3,52.1,25.5,77.7,94,819.66,23.4,56.4,20.2,76.6,96,808.03,37.5,45.8,16.7,62.5,96,811.41,37.5,41.7,20.8,62.5,93,808.32,44.1,43.0,12.9,55.9
6441061,DEKALB COUNTY,LIVSEY ELEMEN,47,846.91,2.1,48.9,48.9,97.9,47,842.45,4.3,51.1,44.7,95.7,47,840.36,12.8,46.8,40.4,87.2,47,864.40,4.3,25.5,70.2,95.7,47,841.98,2.1,61.7,36.2,97.9
