Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6361050,COLUMBIA COUNTY,BEL AIR ELEME,88,835.41,6.8,67.0,26.1,93.2,88,839.77,9.1,53.4,37.5,90.9,88,832.44,22.7,42.0,35.2,77.3,88,843.53,13.6,38.6,47.7,86.4,88,824.25,22.7,53.4,23.9,77.3
6362052,COLUMBIA COUNTY,MARTINEZ ELEM,80,837.14,5.0,63.8,31.3,95.0,80,840.79,5.0,55.0,40.0,95.0,80,837.54,11.3,53.8,35.0,88.8,80,853.43,2.5,40.0,57.5,97.5,80,835.76,10.0,58.8,31.3,90.0
6363052,COLUMBIA COUNTY,NORTH COLUMBI,59,835.86,1.7,72.9,25.4,98.3,59,839.63,1.7,62.7,35.6,98.3,59,836.36,8.5,57.6,33.9,91.5,59,863.71,0.0,32.2,67.8,100.0,59,839.46,1.7,64.4,33.9,98.3
6364052,COLUMBIA COUNTY,NORTH HARLEM,99,832.34,9.1,65.7,25.3,90.9,99,840.90,6.1,53.5,40.4,93.9,99,846.15,13.1,38.4,48.5,86.9,99,841.13,17.2,41.4,41.4,82.8,98,815.46,29.6,58.2,12.2,70.4
6365050,COLUMBIA COUNTY,GROVETOWN ELE,79,829.22,6.3,73.4,20.3,93.7,78,838.03,5.1,55.1,39.7,94.9,78,847.14,10.3,47.4,42.3,89.7,78,841.27,10.3,43.6,46.2,89.7,78,823.45,24.4,60.3,15.4,75.6
6365052,COLUMBIA COUNTY,SOUTH COLUMBI,83,823.51,7.2,79.5,13.3,92.8,83,824.36,12.0,73.5,14.5,88.0,83,819.28,22.9,59.0,18.1,77.1,83,828.22,25.3,38.6,36.1,74.7,83,816.12,33.7,54.2,12.0,66.3
6370104,COOK COUNTY,COOK ELEMENTA,244,827.72,8.2,75.8,16.0,91.8,244,837.52,5.7,61.5,32.8,94.3,244,829.11,16.4,53.7,29.9,83.6,244,840.75,11.5,45.1,43.4,88.5,244,827.40,17.6,57.4,25.0,82.4
6380101,COWETA COUNTY,ARBOR SPRINGS,65,840.42,1.5,66.2,32.3,98.5,65,847.20,1.5,49.2,49.2,98.5,65,861.02,4.6,24.6,70.8,95.4,65,847.55,6.2,41.5,52.3,93.8,65,835.88,13.8,50.8,35.4,86.2
6380103,COWETA COUNTY,WILLIS ROAD E,139,836.10,5.8,61.9,32.4,94.2,139,848.16,4.3,48.9,46.8,95.7,140,841.69,10.7,46.4,42.9,89.3,140,836.64,12.1,46.4,41.4,87.9,139,828.01,12.2,67.6,20.1,87.8
6380115,COWETA COUNTY,BROOKS ELEMEN,98,837.13,4.1,66.3,29.6,95.9,98,850.18,2.0,44.9,53.1,98.0,98,820.48,25.5,59.2,15.3,74.5,98,841.78,8.2,45.9,45.9,91.8,98,843.61,4.1,55.1,40.8,95.9
6380189,COWETA COUNTY,WHITE OAK ELE,103,832.34,8.7,71.8,19.4,91.3,103,838.83,4.9,55.3,39.8,95.1,103,834.58,20.4,46.6,33.0,79.6,103,843.76,10.7,39.8,49.5,89.3,103,833.82,12.6,59.2,28.2,87.4
6380191,COWETA COUNTY,CANNONGATE EL,125,842.01,4.0,51.2,44.8,96.0,125,844.99,3.2,47.2,49.6,96.8,125,853.48,9.6,35.2,55.2,90.4,125,854.14,6.4,32.0,61.6,93.6,125,841.82,8.0,49.6,42.4,92.0
6380192,COWETA COUNTY,NEWNAN CROSSI,122,834.72,7.4,59.8,32.8,92.6,122,842.50,2.5,54.9,42.6,97.5,123,846.76,8.1,44.7,47.2,91.9,123,839.30,10.6,48.8,40.7,89.4,122,830.58,12.3,57.4,30.3,87.7
6380195,COWETA COUNTY,JEFFERSON PAR,59,817.88,13.6,76.3,10.2,86.4,59,827.51,10.2,71.2,18.6,89.8,59,813.71,27.1,61.0,11.9,72.9,59,819.64,23.7,59.3,16.9,76.3,59,809.85,28.8,67.8,3.4,71.2
6380199,COWETA COUNTY,POPLAR ROAD E,95,824.95,10.5,75.8,13.7,89.5,95,828.21,14.7,60.0,25.3,85.3,95,826.40,23.2,50.5,26.3,76.8,95,825.06,20.0,47.4,32.6,80.0,95,814.58,34.7,51.6,13.7,65.3
6380201,COWETA COUNTY,WELCH ELEMENT,133,828.33,14.3,61.7,24.1,85.7,133,830.83,10.5,62.4,27.1,89.5,133,828.33,23.3,47.4,29.3,76.7,133,819.99,27.8,43.6,28.6,72.2,133,809.17,37.6,54.1,8.3,62.4
6380203,COWETA COUNTY,GRANT ELEMENT,63,824.52,6.3,77.8,15.9,93.7,63,833.05,3.2,69.8,27.0,96.8,63,830.25,15.9,58.7,25.4,84.1,63,839.24,6.3,55.6,38.1,93.7,63,823.75,15.9,69.8,14.3,84.1
6380295,COWETA COUNTY,THOMAS CROSSR,83,835.30,6.0,65.1,28.9,94.0,83,843.52,10.8,41.0,48.2,89.2,83,846.06,10.8,43.4,45.8,89.2,83,826.37,20.5,47.0,32.5,79.5,82,832.01,17.1,52.4,30.5,82.9
6381050,COWETA COUNTY,ARNCO SARGENT,73,826.60,16.4,57.5,26.0,83.6,73,833.58,9.6,58.9,31.5,90.4,73,827.33,20.5,50.7,28.8,79.5,73,829.30,20.5,39.7,39.7,79.5,73,817.79,24.7,57.5,17.8,75.3
6381054,COWETA COUNTY,RUTH HILL ELE,55,823.47,14.5,70.9,14.5,85.5,55,835.11,9.1,60.0,30.9,90.9,55,834.20,20.0,45.5,34.5,80.0,55,811.91,30.9,52.7,16.4,69.1,55,808.80,38.2,56.4,5.5,61.8
6382050,COWETA COUNTY,ATKINSON ELEM,58,821.98,19.0,69.0,12.1,81.0,58,829.52,8.6,62.1,29.3,91.4,58,851.10,13.8,27.6,58.6,86.2,58,836.50,15.5,43.1,41.4,84.5,58,815.76,32.8,53.4,13.8,67.2
6382052,COWETA COUNTY,EASTSIDE ELEM,82,831.37,11.0,61.0,28.0,89.0,82,828.23,18.3,48.8,32.9,81.7,82,810.55,31.7,56.1,12.2,68.3,82,831.11,22.0,35.4,42.7,78.0,82,818.98,31.7,52.4,15.9,68.3
6382056,COWETA COUNTY,NORTHSIDE ELE,69,838.12,4.3,58.0,37.7,95.7,69,852.09,5.8,30.4,63.8,94.2,69,858.32,7.2,31.9,60.9,92.8,69,844.96,11.6,42.0,46.4,88.4,69,830.96,18.8,50.7,30.4,81.2
6383052,COWETA COUNTY,ELM STREET EL,66,831.18,16.7,47.0,36.4,83.3,66,845.92,10.6,40.9,48.5,89.4,66,828.55,18.2,50.0,31.8,81.8,66,841.14,16.7,34.8,48.5,83.3,66,833.89,25.8,27.3,47.0,74.2
6383054,COWETA COUNTY,MORELAND ELEM,70,838.77,2.9,70.0,27.1,97.1,70,845.10,4.3,48.6,47.1,95.7,70,847.09,5.7,42.9,51.4,94.3,70,839.03,5.7,50.0,44.3,94.3,70,821.60,15.7,74.3,10.0,84.3
6385056,COWETA COUNTY,WESTERN ELEME,74,829.57,9.5,64.9,25.7,90.5,74,836.54,5.4,60.8,33.8,94.6,74,824.68,20.3,59.5,20.3,79.7,73,827.03,15.1,56.2,28.8,84.9,74,823.99,18.9,66.2,14.9,81.1
6390192,CRAWFORD COUNTY,CRAWFORD CO E,135,823.19,12.6,71.9,15.6,87.4,135,830.21,8.1,63.7,28.1,91.9,135,836.09,14.1,48.1,37.8,85.9,133,816.03,29.3,54.1,16.5,70.7,133,810.29,41.4,49.6,9.0,58.6
6400297,CRISP COUNTY,A S CLARK ELE,149,823.20,14.1,71.8,14.1,85.9,149,835.13,10.1,59.1,30.9,89.9,149,856.03,5.4,35.6,59.1,94.6,147,836.44,21.8,38.8,39.5,78.2,146,817.07,34.2,49.3,16.4,65.8
6402052,CRISP COUNTY,SOUTHWESTERN,187,825.55,10.7,71.1,18.2,89.3,187,838.83,7.0,55.6,37.4,93.0,187,831.75,16.6,53.5,29.9,83.4,187,825.45,24.1,48.1,27.8,75.9,187,809.24,41.7,49.2,9.1,58.3
6410101,DADE COUNTY,DADE ELEMENTA,133,826.60,12.0,69.2,18.8,88.0,132,836.61,8.3,54.5,37.1,91.7,133,825.08,27.8,46.6,25.6,72.2,132,817.42,29.5,48.5,22.0,70.5,132,799.19,50.8,47.0,2.3,49.2
6410275,DADE COUNTY,DAVIS ELEMENT,48,824.27,10.4,72.9,16.7,89.6,48,827.56,14.6,62.5,22.9,85.4,48,835.88,12.5,56.3,31.3,87.5,48,816.44,33.3,41.7,25.0,66.7,48,802.38,45.8,50.0,4.2,54.2
6420103,DAWSON COUNTY,KILOUGH ELEME,91,825.51,12.1,72.5,15.4,87.9,91,831.11,7.7,68.1,24.2,92.3,91,825.87,22.0,51.6,26.4,78.0,91,840.23,12.1,46.2,41.8,87.9,91,826.97,16.5,62.6,20.9,83.5
6420189,DAWSON COUNTY,ROBINSON ELEM,118,831.99,6.8,72.9,20.3,93.2,118,838.16,9.3,56.8,33.9,90.7,118,832.86,22.9,44.9,32.2,77.1,118,842.92,14.4,39.8,45.8,85.6,118,823.23,21.2,60.2,18.6,78.8
6420199,DAWSON COUNTY,BLACK S MILL,66,834.92,4.5,62.1,33.3,95.5,66,842.47,7.6,50.0,42.4,92.4,66,821.20,19.7,59.1,21.2,80.3,66,836.89,18.2,33.3,48.5,81.8,66,826.59,19.7,60.6,19.7,80.3
6432052,DECATUR COUNTY,HUTTO MIDDLE,378,826.07,11.6,72.5,15.9,88.4,378,836.66,5.8,60.3,33.9,94.2,378,829.04,16.4,55.6,28.0,83.6,378,834.55,15.9,45.0,39.2,84.1,378,825.83,23.5,53.7,22.8,76.5
6440100,DEKALB COUNTY,NARVIE HARRIS,156,829.85,7.7,73.1,19.2,92.3,156,836.56,5.8,60.3,34.0,94.2,156,832.88,12.8,52.6,34.6,87.2,156,822.12,21.2,51.3,27.6,78.8,156,820.94,24.4,62.2,13.5,75.6
6440102,DEKALB COUNTY,WYNBROOKE ELE,147,837.68,2.7,67.3,29.9,97.3,147,846.18,0.7,51.7,47.6,99.3,147,855.37,1.4,41.5,57.1,98.6,147,835.04,12.9,47.6,39.5,87.1,147,834.37,10.2,64.6,25.2,89.8
6440107,DEKALB COUNTY,FLAT ROCK ELE,204,815.22,20.1,73.5,6.4,79.9,204,824.83,13.7,68.6,17.6,86.3,204,810.55,42.2,41.2,16.7,57.8,203,793.69,60.6,33.0,6.4,39.4,202,788.71,73.8,24.8,1.5,26.2
6440108,DEKALB COUNTY,PRINCETON ELE,189,820.36,10.6,81.5,7.9,89.4,189,829.29,7.9,70.4,21.7,92.1,189,829.04,19.0,49.7,31.2,81.0,189,807.89,40.2,47.6,12.2,59.8,189,804.09,46.0,49.2,4.8,54.0
6440181,DEKALB COUNTY,ELDRIDGE L M,105,811.24,25.7,69.5,4.8,74.3,102,818.43,24.5,64.7,10.8,75.5,105,800.57,50.5,41.0,8.6,49.5,101,798.64,52.5,39.6,7.9,47.5,102,795.28,58.8,38.2,2.9,41.2
6440188,DEKALB COUNTY,PANOLA WAY EL,169,811.33,27.2,69.2,3.6,72.8,169,821.62,21.3,61.5,17.2,78.7,170,805.08,42.4,47.1,10.6,57.6,170,790.24,62.9,35.9,1.2,37.1,169,785.25,81.1,18.9,0.0,18.9
6440190,DEKALB COUNTY,PINE RIDGE EL,139,818.05,18.7,69.1,12.2,81.3,139,827.95,10.1,64.7,25.2,89.9,139,820.68,30.2,46.8,23.0,69.8,138,806.95,34.8,55.1,10.1,65.2,138,807.25,35.5,59.4,5.1,64.5
6440191,DEKALB COUNTY,BROWNS MILL E,119,821.12,20.2,64.7,15.1,79.8,119,831.03,15.1,52.9,31.9,84.9,119,814.71,40.3,38.7,21.0,59.7,119,801.29,43.7,47.9,8.4,56.3,119,793.54,58.8,40.3,0.8,41.2
6440197,DEKALB COUNTY,MARBUT ELEMEN,120,832.13,5.8,71.7,22.5,94.2,120,836.08,4.2,65.8,30.0,95.8,120,845.28,7.5,44.2,48.3,92.5,120,824.11,21.7,54.2,24.2,78.3,120,819.85,17.5,70.8,11.7,82.5
6440272,DEKALB COUNTY,ROCKBRIDGE EL,87,821.28,17.2,65.5,17.2,82.8,87,823.26,17.2,63.2,19.5,82.8,88,813.24,33.0,48.9,18.2,67.0,88,809.67,38.6,45.5,15.9,61.4,87,805.91,43.7,48.3,8.0,56.3
6440275,DEKALB COUNTY,CEDAR GROVE E,109,812.15,22.9,74.3,2.8,77.1,109,819.41,14.7,77.1,8.3,85.3,110,806.28,43.6,49.1,7.3,56.4,110,802.29,43.6,49.1,7.3,56.4,109,796.68,56.0,44.0,0.0,44.0
6440288,DEKALB COUNTY,KITTREDGE MAG,136,864.68,0.0,17.6,82.4,100.0,136,876.53,0.0,6.6,93.4,100.0,136,891.24,0.0,9.6,90.4,100.0,134,907.51,0.0,1.5,98.5,100.0,135,875.01,0.0,11.1,88.9,100.0
6440293,DEKALB COUNTY,SHADOW ROCK E,135,821.13,17.8,68.9,13.3,82.2,134,827.36,13.4,63.4,23.1,86.6,134,817.30,35.1,41.8,23.1,64.9,134,822.68,21.6,51.5,26.9,78.4,134,814.42,34.3,50.0,15.7,65.7
6440297,DEKALB COUNTY,EDWARD L BOU,140,837.89,2.9,62.9,34.3,97.1,140,845.62,2.1,51.4,46.4,97.9,140,838.89,8.6,55.0,36.4,91.4,140,836.54,7.1,53.6,39.3,92.9,140,827.14,14.3,67.9,17.9,85.7
6440305,DEKALB COUNTY,OAKVIEW ELEME,135,817.00,19.3,73.3,7.4,80.7,135,820.49,17.0,71.1,11.9,83.0,135,797.82,52.6,41.5,5.9,47.4,135,798.18,41.5,55.6,3.0,58.5,135,796.18,63.7,34.1,2.2,36.3
6440309,DEKALB COUNTY,WADSWORTH MAG,70,858.99,0.0,25.7,74.3,100.0,70,859.39,0.0,27.1,72.9,100.0,70,874.47,0.0,15.7,84.3,100.0,70,878.04,0.0,20.0,80.0,100.0,70,859.70,0.0,37.1,62.9,100.0
6440310,DEKALB COUNTY,DUNWOODY ELEM,346,850.92,4.0,39.0,56.9,96.0,346,850.00,2.0,39.0,59.0,98.0,347,867.58,8.4,19.9,71.8,91.6,347,871.82,3.7,21.0,75.2,96.3,346,849.47,7.8,40.8,51.4,92.2
6440375,DEKALB COUNTY,FAIRINGTON EL,111,819.95,19.8,66.7,13.5,80.2,111,825.15,14.4,64.0,21.6,85.6,111,808.03,35.1,52.3,12.6,64.9,110,801.20,43.6,43.6,12.7,56.4,109,797.07,59.6,39.4,0.9,40.4
6440399,DEKALB COUNTY,ROBERT SHAW T,69,839.70,2.9,65.2,31.9,97.1,69,851.43,0.0,43.5,56.5,100.0,69,852.41,1.4,46.4,52.2,98.6,69,842.06,8.7,47.8,43.5,91.3,69,837.80,7.2,59.4,33.3,92.8
6440409,DEKALB COUNTY,RONALD E MCNA,146,807.17,36.3,58.2,5.5,63.7,146,811.99,27.4,63.7,8.9,72.6,146,797.01,56.8,36.3,6.8,43.2,146,785.56,67.8,29.5,2.7,32.2,146,787.51,74.7,24.7,0.7,25.3
6440475,DEKALB COUNTY,BOB MATHIS EL,46,821.26,13.0,71.7,15.2,87.0,46,832.67,10.9,60.9,28.3,89.1,46,833.93,15.2,47.8,37.0,84.8,46,815.39,21.7,63.0,15.2,78.3,46,818.67,19.6,71.7,8.7,80.4
6440500,DEKALB COUNTY,DEKALB ALT SC,6,--,--,--,--,--,6,--,--,--,--,--,6,--,--,--,--,--,6,--,--,--,--,--,6,--,--,--,--,--
6440503,DEKALB COUNTY,EAST DEKALB S,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--
6440575,DEKALB COUNTY,STONE MILL EL,96,810.67,21.9,74.0,4.2,78.1,96,819.18,17.7,67.7,14.6,82.3,103,792.69,59.2,36.9,3.9,40.8,102,800.91,44.1,45.1,10.8,55.9,94,795.97,53.2,46.8,0.0,46.8
6440675,DEKALB COUNTY,WOODRIDGE ELE,94,813.33,24.5,71.3,4.3,75.5,92,820.91,17.4,73.9,8.7,82.6,94,798.80,51.1,43.6,5.3,48.9,91,815.52,30.8,50.5,18.7,69.2,91,797.65,56.0,42.9,1.1,44.0
6440705,DEKALB COUNTY,DEKALB PATH A,80,819.86,8.8,82.5,8.8,91.3,80,829.93,8.8,73.8,17.5,91.3,80,844.20,10.0,38.8,51.3,90.0,80,817.48,23.8,58.8,17.5,76.3,80,816.56,20.0,75.0,5.0,80.0
6440707,DEKALB COUNTY,UHS OF LAUREL,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6440805,DEKALB COUNTY,INTL COMM SCH,56,829.29,12.5,67.9,19.6,87.5,56,830.73,7.1,69.6,23.2,92.9,56,826.36,21.4,55.4,23.2,78.6,56,822.38,25.0,48.2,26.8,75.0,56,820.71,23.2,62.5,14.3,76.8
6441010,DEKALB COUNTY,DEKALB ACADEM,52,832.92,5.8,75.0,19.2,94.2,52,838.73,3.8,63.5,32.7,96.2,52,830.08,5.8,71.2,23.1,94.2,52,819.52,21.2,61.5,17.3,78.8,52,804.17,44.2,50.0,5.8,55.8
6441050,DEKALB COUNTY,DEKALB ELEMEN,69,830.46,1.4,76.8,21.7,98.6,69,844.67,1.4,58.0,40.6,98.6,69,836.58,10.1,62.3,27.5,89.9,69,823.07,17.4,65.2,17.4,82.6,69,813.06,23.2,75.4,1.4,76.8
6441052,DEKALB COUNTY,BROCKETT ELEM,86,829.92,10.5,64.0,25.6,89.5,86,834.42,7.0,54.7,38.4,93.0,86,849.26,12.8,36.0,51.2,87.2,85,828.78,23.5,37.6,38.8,76.5,86,819.76,27.9,55.8,16.3,72.1
6441053,DEKALB COUNTY,CHAPEL HILL E,130,817.49,21.5,70.0,8.5,78.5,130,825.19,13.8,64.6,21.5,86.2,130,805.91,46.9,40.8,12.3,53.1,130,809.78,33.8,51.5,14.6,66.2,130,797.79,55.4,43.1,1.5,44.6
6441054,DEKALB COUNTY,COLUMBIA ELEM,90,813.82,17.8,76.7,5.6,82.2,90,820.12,16.7,70.0,13.3,83.3,90,803.07,45.6,45.6,8.9,54.4,90,793.93,51.1,46.7,2.2,48.9,89,789.16,66.3,33.7,0.0,33.7
6441055,DEKALB COUNTY,DRESDEN ELEME,84,820.65,15.5,73.8,10.7,84.5,84,828.23,7.1,75.0,17.9,92.9,86,821.53,25.6,44.2,30.2,74.4,86,805.13,38.4,54.7,7.0,61.6,84,791.99,65.5,33.3,1.2,34.5
6441056,DEKALB COUNTY,EVANSDALE ELE,80,837.25,3.8,65.0,31.3,96.3,80,847.95,5.0,40.0,55.0,95.0,81,850.75,8.6,38.3,53.1,91.4,81,844.19,9.9,37.0,53.1,90.1,80,836.81,10.0,62.5,27.5,90.0
6441059,DEKALB COUNTY,IDLEWOOD ELEM,118,813.75,27.1,62.7,10.2,72.9,115,827.37,15.7,60.0,24.3,84.3,121,818.04,33.9,38.8,27.3,66.1,118,801.12,50.8,36.4,12.7,49.2,114,795.67,60.5,36.0,3.5,39.5
6441061,DEKALB COUNTY,LIVSEY ELEMEN,58,840.90,1.7,58.6,39.7,98.3,58,847.76,5.2,43.1,51.7,94.8,58,859.59,5.2,37.9,56.9,94.8,58,854.31,8.6,22.4,69.0,91.4,57,835.16,8.8,68.4,22.8,91.2
6441062,DEKALB COUNTY,MEDLOCK ELEME,44,826.09,4.5,84.1,11.4,95.5,44,833.50,4.5,72.7,22.7,95.5,48,837.46,8.3,58.3,33.3,91.7,48,808.13,31.3,60.4,8.3,68.8,43,802.14,44.2,55.8,0.0,55.8
6441064,DEKALB COUNTY,PEACHCREST EL,47,811.94,23.4,74.5,2.1,76.6,47,820.15,14.9,76.6,8.5,85.1,47,830.06,17.0,48.9,34.0,83.0,45,793.16,55.6,42.2,2.2,44.4,45,792.82,55.6,44.4,0.0,44.4
6441067,DEKALB COUNTY,SKY HAVEN ELE,42,812.36,23.8,71.4,4.8,76.2,42,818.05,14.3,73.8,11.9,85.7,42,810.88,38.1,50.0,11.9,61.9,42,797.10,54.8,42.9,2.4,45.2,42,790.00,81.0,19.0,0.0,19.0
6441071,DEKALB COUNTY,WOODWARD ELEM,51,818.29,15.7,74.5,9.8,84.3,51,822.86,17.6,62.7,19.6,82.4,53,827.66,20.8,50.9,28.3,79.2,53,782.85,75.5,24.5,0.0,24.5,50,787.78,74.0,26.0,0.0,26.0
6442050,DEKALB COUNTY,ALLGOOD ELEME,72,825.22,11.1,75.0,13.9,88.9,72,829.79,11.1,63.9,25.0,88.9,72,834.01,13.9,56.9,29.2,86.1,72,816.93,23.6,55.6,20.8,76.4,72,813.69,31.9,56.9,11.1,68.1
6442056,DEKALB COUNTY,FERNBANK ELEM,81,848.17,0.0,48.1,51.9,100.0,81,847.60,1.2,49.4,49.4,98.8,87,850.90,11.5,41.4,47.1,88.5,87,855.14,12.6,27.6,59.8,87.4,81,839.27,12.3,51.9,35.8,87.7
6442057,DEKALB COUNTY,GRESHAM PARK,34,811.15,26.5,70.6,2.9,73.5,34,813.53,26.5,64.7,8.8,73.5,34,802.56,44.1,50.0,5.9,55.9,34,787.88,64.7,29.4,5.9,35.3,34,785.82,73.5,26.5,0.0,26.5
6442058,DEKALB COUNTY,HENDERSON MIL,80,833.46,6.3,62.5,31.3,93.8,80,844.66,7.5,43.8,48.8,92.5,81,847.77,11.1,33.3,55.6,88.9,80,836.10,21.3,37.5,41.3,78.8,80,833.00,17.5,48.8,33.8,82.5
6442059,DEKALB COUNTY,INDIAN CREEK,114,810.10,34.2,56.1,9.6,65.8,111,819.11,29.7,48.6,21.6,70.3,123,805.92,43.9,36.6,19.5,56.1,121,794.40,55.4,33.9,10.7,44.6,112,799.02,58.0,33.0,8.9,42.0
6442060,DEKALB COUNTY,KNOLLWOOD ELE,46,809.85,37.0,58.7,4.3,63.0,46,813.63,26.1,65.2,8.7,73.9,46,800.07,50.0,43.5,6.5,50.0,46,785.22,65.2,30.4,4.3,34.8,46,783.33,80.4,17.4,2.2,19.6
6442061,DEKALB COUNTY,MCLENDON ELEM,76,817.20,26.3,67.1,6.6,73.7,77,816.01,27.3,62.3,10.4,72.7,88,815.20,38.6,36.4,25.0,61.4,88,792.08,54.5,37.5,8.0,45.5,88,792.38,59.1,39.8,1.1,40.9
6442062,DEKALB COUNTY,MIDVALE ELEME,57,829.67,12.3,61.4,26.3,87.7,57,830.82,10.5,57.9,31.6,89.5,57,828.14,21.1,50.9,28.1,78.9,57,825.95,28.1,36.8,35.1,71.9,57,816.63,33.3,43.9,22.8,66.7
6442065,DEKALB COUNTY,CARY REYNOLDS,101,820.24,12.9,74.3,12.9,87.1,101,829.69,8.9,64.4,26.7,91.1,101,808.20,38.6,48.5,12.9,61.4,101,808.58,42.6,39.6,17.8,57.4,101,808.29,45.5,40.6,13.9,54.5
6442068,DEKALB COUNTY,STONE MOUNT E,108,810.73,27.8,66.7,5.6,72.2,108,818.08,22.2,64.8,13.0,77.8,108,814.31,40.7,39.8,19.4,59.3,108,794.23,53.7,38.0,8.3,46.3,108,792.92,63.0,34.3,2.8,37.0
6443050,DEKALB COUNTY,ASHFORD PARK,44,831.34,9.1,65.9,25.0,90.9,44,838.07,2.3,59.1,38.6,97.7,44,850.64,11.4,25.0,63.6,88.6,44,830.07,15.9,50.0,34.1,84.1,44,826.48,11.4,72.7,15.9,88.6
6443051,DEKALB COUNTY,BRIARLAKE ELE,74,844.07,8.1,48.6,43.2,91.9,74,848.15,10.8,27.0,62.2,89.2,74,856.72,12.2,24.3,63.5,87.8,74,851.00,12.2,32.4,55.4,87.8,74,862.73,8.1,24.3,67.6,91.9
6443052,DEKALB COUNTY,CANBY LANE EL,98,815.86,15.3,80.6,4.1,84.7,98,828.27,13.3,68.4,18.4,86.7,98,819.62,28.6,51.0,20.4,71.4,98,803.82,42.9,48.0,9.2,57.1,98,794.74,68.4,28.6,3.1,31.6
6443055,DEKALB COUNTY,DUNAIRE ELEME,80,819.66,15.0,73.8,11.3,85.0,81,823.75,13.6,70.4,16.0,86.4,80,813.75,27.5,60.0,12.5,72.5,79,802.63,46.8,44.3,8.9,53.2,78,792.38,66.7,32.1,1.3,33.3
6443056,DEKALB COUNTY,FLAT SHOALS,56,812.86,25.0,66.1,8.9,75.0,56,823.73,19.6,66.1,14.3,80.4,56,805.66,42.9,50.0,7.1,57.1,56,793.93,53.6,42.9,3.6,46.4,56,796.16,55.4,41.1,3.6,44.6
6443057,DEKALB COUNTY,HAMBRICK ELEM,105,823.38,13.3,72.4,14.3,86.7,105,829.04,11.4,65.7,22.9,88.6,105,824.50,26.7,45.7,27.6,73.3,105,815.65,29.5,56.2,14.3,70.5,105,813.45,34.3,58.1,7.6,65.7
6443059,DEKALB COUNTY,JOLLY ELEMENT,81,816.79,28.4,61.7,9.9,71.6,78,822.06,21.8,53.8,24.4,78.2,87,813.03,41.4,36.8,21.8,58.6,86,804.56,47.7,36.0,16.3,52.3,79,804.51,49.4,40.5,10.1,50.6
6443061,DEKALB COUNTY,MEADOWVIEW EL,46,811.41,23.9,67.4,8.7,76.1,47,817.60,19.1,68.1,12.8,80.9,47,813.70,42.6,38.3,19.1,57.4,47,796.43,57.4,31.9,10.6,42.6,47,788.87,74.5,21.3,4.3,25.5
6443062,DEKALB COUNTY,MIDWAY ELEMEN,100,805.15,39.0,55.0,6.0,61.0,101,811.82,28.7,65.3,5.9,71.3,100,785.81,73.0,22.0,5.0,27.0,101,785.19,67.3,25.7,6.9,32.7,100,783.26,81.0,18.0,1.0,19.0
6443063,DEKALB COUNTY,OAK GROVE ELE,78,845.90,7.7,39.7,52.6,92.3,78,850.13,5.1,39.7,55.1,94.9,78,859.97,11.5,24.4,64.1,88.5,78,867.06,12.8,12.8,74.4,87.2,78,856.40,11.5,30.8,57.7,88.5
6443064,DEKALB COUNTY,PLEASANTDALE,113,819.35,18.6,70.8,10.6,81.4,113,827.40,9.7,69.0,21.2,90.3,114,814.30,29.8,56.1,14.0,70.2,114,807.13,43.9,44.7,11.4,56.1,113,797.98,56.6,40.7,2.7,43.4
6443065,DEKALB COUNTY,ROCK CHAPEL E,80,816.53,21.3,67.5,11.3,78.8,80,824.60,15.0,67.5,17.5,85.0,80,811.95,30.0,53.8,16.3,70.0,80,798.04,42.5,53.8,3.8,57.5,80,791.99,65.0,35.0,0.0,35.0
6443067,DEKALB COUNTY,SMOKE RISE EL,83,830.05,7.2,72.3,20.5,92.8,83,835.19,6.0,65.1,28.9,94.0,83,826.33,19.3,55.4,25.3,80.7,83,838.20,12.0,38.6,49.4,88.0,83,829.65,16.9,54.2,28.9,83.1
6443069,DEKALB COUNTY,TONEY ELEMENT,70,808.11,38.6,55.7,5.7,61.4,70,816.16,21.4,67.1,11.4,78.6,70,798.31,52.9,41.4,5.7,47.1,69,786.57,68.1,30.4,1.4,31.9,69,788.23,72.5,27.5,0.0,27.5
6444050,DEKALB COUNTY,ATHERTON ELEM,63,810.52,27.0,69.8,3.2,73.0,63,817.17,23.8,65.1,11.1,76.2,63,796.06,58.7,34.9,6.3,41.3,63,800.62,50.8,38.1,11.1,49.2,63,798.94,47.6,50.8,1.6,52.4
