Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
6330292,COBB COUNTY,FORD ELEMENTA,122,859.89,0.0,28.7,71.3,100.0,121,854.01,0.8,45.5,53.7,99.2,121,860.07,3.3,38.0,58.7,96.7,123,850.79,3.3,39.0,57.7,96.7,121,836.46,5.8,62.0,32.2,94.2,7,11th
6330297,COBB COUNTY,FREY ELEMENTA,99,855.91,2.0,30.3,67.7,98.0,99,842.17,5.1,55.6,39.4,94.9,99,856.40,9.1,34.3,56.6,90.9,99,845.73,7.1,41.4,51.5,92.9,99,832.69,9.1,59.6,31.3,90.9,7,11th
6330298,COBB COUNTY,CHEATHAM HILL,195,849.33,4.1,42.6,53.3,95.9,193,839.72,6.2,55.4,38.3,93.8,195,854.24,11.3,35.4,53.3,88.7,198,840.14,11.6,43.4,44.9,88.4,197,834.24,10.7,58.9,30.5,89.3,7,11th
6330302,COBB COUNTY,ACWORTH INTER,199,841.18,6.0,51.8,42.2,94.0,200,836.71,9.5,55.5,35.0,90.5,197,843.27,13.2,44.2,42.6,86.8,205,829.50,20.5,46.8,32.7,79.5,204,823.73,19.1,61.3,19.6,80.9,7,11th
6330304,COBB COUNTY,KENNESAW CHAR,74,833.36,8.1,64.9,27.0,91.9,74,830.99,9.5,66.2,24.3,90.5,75,825.41,28.0,42.7,29.3,72.0,78,822.27,30.8,38.5,30.8,69.2,78,821.31,20.5,61.5,17.9,79.5,7,11th
6330375,COBB COUNTY,MURDOCK ELEME,138,864.25,0.7,30.4,68.8,99.3,138,851.54,1.4,43.5,55.1,98.6,138,869.17,4.3,29.7,65.9,95.7,139,861.08,2.2,25.9,71.9,97.8,138,845.93,1.4,58.7,39.9,98.6,7,6th
6330378,COBB COUNTY,ROCKY MOUNT E,97,866.91,0.0,22.7,77.3,100.0,98,852.53,1.0,55.1,43.9,99.0,98,860.01,5.1,37.8,57.1,94.9,99,854.95,4.0,32.3,63.6,96.0,99,850.24,2.0,53.5,44.4,98.0,7,6th
6330388,COBB COUNTY,DAVIS ELEMENT,86,860.49,2.3,29.1,68.6,97.7,88,851.98,6.8,36.4,56.8,93.2,87,865.63,9.2,25.3,65.5,90.8,88,852.92,6.8,29.5,63.6,93.2,88,844.06,5.7,53.4,40.9,94.3,7,6th
6330391,COBB COUNTY,NICHOLSON ELE,85,857.80,0.0,38.8,61.2,100.0,86,847.21,2.3,46.5,51.2,97.7,86,857.20,4.7,34.9,60.5,95.3,87,849.48,3.4,37.9,58.6,96.6,87,839.11,3.4,60.9,35.6,96.6,7,6th
6330397,COBB COUNTY,GREEN ACRES E,134,819.80,23.1,59.0,17.9,76.9,135,813.59,28.1,65.2,6.7,71.9,135,815.04,36.3,39.3,24.4,63.7,137,808.72,35.8,51.1,13.1,64.2,136,794.46,58.8,39.7,1.5,41.2,7,13th
6330398,COBB COUNTY,SANDERS ELEME,148,829.37,15.5,58.1,26.4,84.5,150,825.44,19.3,58.7,22.0,80.7,150,822.24,34.0,37.3,28.7,66.0,151,815.34,33.8,47.7,18.5,66.2,151,807.79,37.1,58.9,4.0,62.9,7,11th
6330399,COBB COUNTY,BLACKWELL ELE,115,847.27,4.3,47.0,48.7,95.7,115,843.36,4.3,53.0,42.6,95.7,115,847.60,12.2,33.0,54.8,87.8,115,842.29,11.3,45.2,43.5,88.7,115,831.77,14.8,57.4,27.8,85.2,7,11th
6330402,COBB COUNTY,AUSTELL INTER,144,841.74,6.3,54.2,39.6,93.8,149,839.91,8.1,54.4,37.6,91.9,144,843.05,11.1,42.4,46.5,88.9,147,826.59,17.0,56.5,26.5,83.0,147,818.06,19.7,71.4,8.8,80.3,7,13th
6330478,COBB COUNTY,SOPE CREEK EL,185,869.01,2.2,17.8,80.0,97.8,183,856.70,1.6,31.1,67.2,98.4,187,875.86,3.2,21.9,74.9,96.8,187,866.99,3.2,18.2,78.6,96.8,185,856.37,2.7,39.5,57.8,97.3,7,6th
6330489,COBB COUNTY,POWDER SPRING,109,830.37,13.8,64.2,22.0,86.2,110,823.88,17.3,63.6,19.1,82.7,111,826.77,24.3,47.7,27.9,75.7,114,813.73,39.5,40.4,20.2,60.5,114,808.29,36.8,58.8,4.4,63.2,7,13th
6330491,COBB COUNTY,TIMBER RIDGE,111,870.95,0.9,24.3,74.8,99.1,111,860.56,0.9,30.6,68.5,99.1,111,875.76,2.7,21.6,75.7,97.3,111,865.46,0.9,25.2,73.9,99.1,111,858.34,2.7,37.8,59.5,97.3,7,6th
6330504,COBB COUNTY,BIG SHANTY EL,268,850.10,3.7,44.8,51.5,96.3,271,840.97,6.3,54.2,39.5,93.7,268,840.89,17.2,41.0,41.8,82.8,276,841.71,9.1,44.2,46.7,90.9,276,832.19,12.7,57.6,29.7,87.3,7,11th
6330592,COBB COUNTY,BRYANT ELEMEN,130,822.08,22.3,56.2,21.5,77.7,130,824.08,22.3,56.9,20.8,77.7,130,823.52,30.0,39.2,30.8,70.0,132,807.41,40.2,44.7,15.2,59.8,131,807.47,38.9,55.0,6.1,61.1,7,13th
6330807,COBB COUNTY,DEVEREUX ACKE,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,7,11th
6331052,COBB COUNTY,BELMONT HILLS,89,813.39,28.1,64.0,7.9,71.9,88,808.32,29.5,68.2,2.3,70.5,88,808.53,37.5,48.9,13.6,62.5,90,804.49,40.0,50.0,10.0,60.0,90,803.51,42.2,56.7,1.1,57.8,7,13th
6331058,COBB COUNTY,EAST SIDE ELE,167,865.41,1.2,25.1,73.7,98.8,167,853.65,0.6,44.9,54.5,99.4,168,867.66,5.4,25.0,69.6,94.6,168,862.75,1.2,25.0,73.8,98.8,165,853.90,2.4,40.6,57.0,97.6,7,6th
6331066,COBB COUNTY,NORTON PARK E,104,819.29,20.2,66.3,13.5,79.8,104,821.94,16.3,73.1,10.6,83.7,106,822.97,26.4,50.9,22.6,73.6,106,807.48,34.9,55.7,9.4,65.1,105,799.74,45.7,53.3,1.0,54.3,7,13th
6331067,COBB COUNTY,POWERS FERRY,77,826.36,10.4,71.4,18.2,89.6,76,822.22,19.7,65.8,14.5,80.3,76,820.70,25.0,56.6,18.4,75.0,78,812.69,32.1,56.4,11.5,67.9,78,808.91,44.9,41.0,14.1,55.1,7,6th
6331068,COBB COUNTY,SKY VIEW ELEM,55,831.89,9.1,61.8,29.1,90.9,58,828.72,15.5,65.5,19.0,84.5,56,826.86,23.2,48.2,28.6,76.8,58,815.29,29.3,50.0,20.7,70.7,58,817.16,24.1,58.6,17.2,75.9,7,13th
6332050,COBB COUNTY,ARGYLE ELEMEN,99,826.94,11.1,71.7,17.2,88.9,100,827.25,13.0,70.0,17.0,87.0,99,827.41,22.2,48.5,29.3,77.8,105,814.39,25.7,61.9,12.4,74.3,105,809.86,27.6,66.7,5.7,72.4,7,13th
6332054,COBB COUNTY,CLARKDALE ELE,73,835.27,8.2,63.0,28.8,91.8,73,835.74,5.5,67.1,27.4,94.5,73,829.52,23.3,43.8,32.9,76.7,74,827.65,16.2,58.1,25.7,83.8,74,830.68,10.8,63.5,25.7,89.2,7,11th
6332062,COBB COUNTY,KING SPRINGS,102,850.64,2.9,46.1,51.0,97.1,102,846.28,4.9,49.0,46.1,95.1,101,859.61,8.9,31.7,59.4,91.1,103,842.04,13.6,35.0,51.5,86.4,102,844.81,9.8,45.1,45.1,90.2,7,13th
6333054,COBB COUNTY,CLAY ELEMENTA,90,828.86,16.7,60.0,23.3,83.3,90,824.33,20.0,61.1,18.9,80.0,91,824.82,27.5,52.7,19.8,72.5,93,810.18,34.4,53.8,11.8,65.6,92,806.47,40.2,54.3,5.4,59.8,7,13th
6333058,COBB COUNTY,FAIR OAKS ELE,113,826.10,13.3,65.5,21.2,86.7,109,829.94,9.2,66.1,24.8,90.8,114,841.02,10.5,50.9,38.6,89.5,117,818.52,23.1,60.7,16.2,76.9,115,809.30,31.3,68.7,0.0,68.7,7,13th
6333060,COBB COUNTY,HARMONY LELAN,103,834.76,7.8,61.2,31.1,92.2,103,831.06,18.4,54.4,27.2,81.6,103,835.52,18.4,48.5,33.0,81.6,103,818.68,30.1,47.6,22.3,69.9,103,814.80,26.2,62.1,11.7,73.8,7,13th
6333062,COBB COUNTY,LABELLE ELEME,75,822.41,17.3,64.0,18.7,82.7,75,820.32,24.0,58.7,17.3,76.0,75,816.63,30.7,46.7,22.7,69.3,75,808.85,33.3,54.7,12.0,66.7,75,805.31,36.0,62.7,1.3,64.0,7,13th
6333064,COBB COUNTY,MILFORD ELEME,101,832.27,8.9,63.4,27.7,91.1,100,828.85,17.0,55.0,28.0,83.0,102,828.48,27.5,43.1,29.4,72.5,102,821.01,16.7,65.7,17.6,83.3,102,817.69,20.6,69.6,9.8,79.4,7,13th
6333067,COBB COUNTY,RUSSELL ELEME,126,836.17,7.9,52.4,39.7,92.1,129,834.58,13.2,59.7,27.1,86.8,125,828.96,20.0,54.4,25.6,80.0,129,831.40,16.3,53.5,30.2,83.7,129,822.74,18.6,58.9,22.5,81.4,7,13th
6333556,COBB COUNTY,COMPTON ELEME,79,821.20,21.5,57.0,21.5,78.5,79,814.25,22.8,70.9,6.3,77.2,80,814.86,30.0,57.5,12.5,70.0,82,802.55,46.3,48.8,4.9,53.7,82,795.83,53.7,46.3,0.0,46.3,7,13th
6334052,COBB COUNTY,BROWN ELEMENT,49,835.96,10.2,53.1,36.7,89.8,49,826.73,20.4,61.2,18.4,79.6,50,838.44,22.0,36.0,42.0,78.0,50,828.44,20.0,46.0,34.0,80.0,50,815.28,24.0,64.0,12.0,76.0,7,13th
6334068,COBB COUNTY,TEASLEY ELEME,96,842.81,7.3,45.8,46.9,92.7,95,834.02,6.3,67.4,26.3,93.7,97,838.35,21.6,38.1,40.2,78.4,97,831.91,17.5,46.4,36.1,82.5,96,823.26,16.7,62.5,20.8,83.3,7,13th
6334560,COBB COUNTY,HOLLYDALE ELE,118,830.98,12.7,61.9,25.4,87.3,118,826.04,17.8,59.3,22.9,82.2,119,827.30,24.4,47.1,28.6,75.6,122,819.66,24.6,54.1,21.3,75.4,121,818.18,24.0,65.3,10.7,76.0,7,13th
6335050,COBB COUNTY,BELLS FERRY E,97,850.41,1.0,46.4,52.6,99.0,97,843.59,3.1,55.7,41.2,96.9,96,856.65,5.2,41.7,53.1,94.8,97,844.04,7.2,48.5,44.3,92.8,97,838.04,5.2,62.9,32.0,94.8,7,11th
6335052,COBB COUNTY,BRUMBY ELEMEN,152,828.92,14.5,59.2,26.3,85.5,151,828.42,16.6,56.3,27.2,83.4,151,823.87,24.5,48.3,27.2,75.5,154,815.86,33.1,46.1,20.8,66.9,152,810.22,30.9,61.8,7.2,69.1,7,11th
6335056,COBB COUNTY,DUE WEST ELEM,95,863.76,1.1,30.5,68.4,98.9,95,850.58,1.1,46.3,52.6,98.9,95,852.91,4.2,40.0,55.8,95.8,95,857.73,4.2,29.5,66.3,95.8,95,845.14,4.2,51.6,44.2,95.8,7,11th
6335062,COBB COUNTY,MABLETON ELEM,72,835.14,9.7,56.9,33.3,90.3,72,839.15,9.7,52.8,37.5,90.3,72,832.03,16.7,45.8,37.5,83.3,73,829.38,16.4,50.7,32.9,83.6,73,819.55,24.7,60.3,15.1,75.3,7,13th
6335067,COBB COUNTY,SEDALIA PARK,134,839.80,7.5,57.5,35.1,92.5,136,840.10,8.8,51.5,39.7,91.2,135,827.56,23.0,48.9,28.1,77.0,136,830.67,19.9,49.3,30.9,80.1,136,825.03,18.4,56.6,25.0,81.6,7,6th
6335068,COBB COUNTY,EASTVALLEY EL,96,838.73,12.5,45.8,41.7,87.5,95,829.75,16.8,55.8,27.4,83.2,95,820.64,27.4,52.6,20.0,72.6,98,818.85,30.6,37.8,31.6,69.4,97,812.16,29.9,62.9,7.2,70.1,7,6th
6340100,COFFEE COUNTY,INDIAN CREEK,91,838.76,7.7,51.6,40.7,92.3,91,842.60,7.7,50.5,41.8,92.3,91,844.66,6.6,58.2,35.2,93.4,91,836.75,11.0,49.5,39.6,89.0,91,838.19,4.4,62.6,33.0,95.6,13,1st
6340102,COFFEE COUNTY,AMBROSE ELEME,62,840.97,6.5,53.2,40.3,93.5,62,835.06,4.8,67.7,27.4,95.2,62,827.44,16.1,62.9,21.0,83.9,62,828.56,17.7,50.0,32.3,82.3,62,831.08,11.3,58.1,30.6,88.7,13,1st
6340182,COFFEE COUNTY,SATILLA ELEME,106,833.39,9.4,58.5,32.1,90.6,106,833.42,7.5,65.1,27.4,92.5,106,842.73,10.4,45.3,44.3,89.6,106,835.40,12.3,45.3,42.5,87.7,106,837.94,6.6,60.4,33.0,93.4,13,1st
6340191,COFFEE COUNTY,BROXTON MARY,48,827.40,6.3,72.9,20.8,93.8,48,825.69,10.4,77.1,12.5,89.6,48,824.27,22.9,52.1,25.0,77.1,48,819.88,22.9,58.3,18.8,77.1,48,811.63,31.3,66.7,2.1,68.8,13,1st
6340282,COFFEE COUNTY,EASTSIDE ELEM,109,843.73,4.6,54.1,41.3,95.4,111,844.36,8.1,50.5,41.4,91.9,109,841.73,11.0,45.9,43.1,89.0,114,837.61,13.2,45.6,41.2,86.8,114,836.18,13.2,57.9,28.9,86.8,13,1st
6340291,COFFEE COUNTY,NICHOLLS ELEM,57,847.70,0.0,52.6,47.4,100.0,57,842.11,7.0,52.6,40.4,93.0,57,832.86,17.5,49.1,33.3,82.5,58,843.40,6.9,44.8,48.3,93.1,58,843.09,3.4,55.2,41.4,96.6,13,1st
6343052,COFFEE COUNTY,WEST GREEN EL,49,840.53,2.0,59.2,38.8,98.0,50,834.70,6.0,64.0,30.0,94.0,51,845.45,13.7,31.4,54.9,86.3,53,840.09,11.3,47.2,41.5,88.7,52,840.77,9.6,50.0,40.4,90.4,13,1st
6345050,COFFEE COUNTY,WESTSIDE ELEM,70,849.31,2.9,42.9,54.3,97.1,71,847.89,1.4,56.3,42.3,98.6,70,851.74,7.1,47.1,45.7,92.9,71,844.51,5.6,42.3,52.1,94.4,71,841.69,2.8,53.5,43.7,97.2,13,1st
6350178,COLQUITT COUNTY,DOERUN ELEMEN,45,825.29,17.8,57.8,24.4,82.2,45,828.56,8.9,66.7,24.4,91.1,45,824.51,31.1,42.2,26.7,68.9,45,832.91,13.3,51.1,35.6,86.7,45,820.96,20.0,62.2,17.8,80.0,15,8th
6350187,COLQUITT COUNTY,ODOM ELEMENTA,91,833.46,7.7,63.7,28.6,92.3,91,834.14,4.4,72.5,23.1,95.6,91,838.99,8.8,56.0,35.2,91.2,91,833.15,8.8,60.4,30.8,91.2,91,833.22,8.8,64.8,26.4,91.2,15,8th
6350278,COLQUITT COUNTY,NORMAN PARK E,67,835.87,9.0,59.7,31.3,91.0,66,829.27,16.7,54.5,28.8,83.3,66,849.29,12.1,42.4,45.5,87.9,67,838.85,11.9,47.8,40.3,88.1,67,841.93,6.0,52.2,41.8,94.0,15,8th
6352052,COLQUITT COUNTY,FUNSTON ELEME,67,836.96,7.5,56.7,35.8,92.5,68,838.04,5.9,60.3,33.8,94.1,68,846.94,13.2,26.5,60.3,86.8,70,833.29,12.9,52.9,34.3,87.1,70,831.03,11.4,65.7,22.9,88.6,15,8th
6352056,COLQUITT COUNTY,WRIGHT ELEMEN,69,854.45,2.9,42.0,55.1,97.1,69,860.93,1.4,36.2,62.3,98.6,69,862.13,5.8,31.9,62.3,94.2,69,853.22,7.2,36.2,56.5,92.8,69,844.93,7.2,49.3,43.5,92.8,15,8th
6353050,COLQUITT COUNTY,STRINGFELLOW,41,819.56,14.6,73.2,12.2,85.4,41,812.90,26.8,65.9,7.3,73.2,42,808.48,38.1,45.2,16.7,61.9,46,813.76,34.8,45.7,19.6,65.2,46,816.72,26.1,54.3,19.6,73.9,15,8th
6353054,COLQUITT COUNTY,OKAPILCO ELEM,62,836.39,14.5,53.2,32.3,85.5,63,831.22,11.1,65.1,23.8,88.9,63,825.90,27.0,44.4,28.6,73.0,63,821.73,22.2,61.9,15.9,77.8,63,811.79,31.7,60.3,7.9,68.3,15,8th
6354050,COLQUITT COUNTY,COX ELEMENTAR,62,813.79,27.4,64.5,8.1,72.6,61,812.84,26.2,65.6,8.2,73.8,63,814.57,31.7,54.0,14.3,68.3,63,805.60,46.0,42.9,11.1,54.0,63,804.71,38.1,54.0,7.9,61.9,15,8th
6354052,COLQUITT COUNTY,HAMILTON ELEM,41,842.83,4.9,53.7,41.5,95.1,40,838.73,2.5,62.5,35.0,97.5,41,841.95,12.2,46.3,41.5,87.8,41,844.90,2.4,53.7,43.9,97.6,41,824.66,12.2,70.7,17.1,87.8,15,8th
6355054,COLQUITT COUNTY,SUNSET ELEMEN,96,835.81,12.5,53.1,34.4,87.5,97,828.32,13.4,63.9,22.7,86.6,97,840.72,15.5,47.4,37.1,84.5,100,827.20,20.0,51.0,29.0,80.0,100,816.44,22.0,67.0,11.0,78.0,15,8th
6360102,COLUMBIA COUNTY,LEWISTON ELEM,134,849.82,3.0,43.3,53.7,97.0,134,845.19,4.5,54.5,41.0,95.5,133,838.80,15.8,48.9,35.3,84.2,133,840.71,10.5,42.1,47.4,89.5,134,837.04,10.4,53.7,35.8,89.6,1,10th
6360106,COLUMBIA COUNTY,RIVER RIDGE E,129,862.13,1.6,27.1,71.3,98.4,129,854.88,1.6,45.0,53.5,98.4,129,860.91,3.1,37.2,59.7,96.9,129,859.86,1.6,31.0,67.4,98.4,129,850.35,2.3,46.5,51.2,97.7,1,10th
6360173,COLUMBIA COUNTY,WESTMONT ELEM,86,843.26,5.8,47.7,46.5,94.2,87,845.38,5.7,46.0,48.3,94.3,87,848.61,6.9,44.8,48.3,93.1,87,850.05,5.7,41.4,52.9,94.3,87,835.86,8.0,58.6,33.3,92.0,1,10th
6360186,COLUMBIA COUNTY,EVANS ELEMENT,85,853.54,1.2,40.0,58.8,98.8,85,852.34,2.4,42.4,55.3,97.6,84,863.05,3.6,36.9,59.5,96.4,84,859.62,3.6,28.6,67.9,96.4,84,845.31,2.4,56.0,41.7,97.6,1,10th
6360188,COLUMBIA COUNTY,BLUE RIDGE EL,100,855.68,0.0,40.0,60.0,100.0,100,850.52,0.0,53.0,47.0,100.0,100,858.23,4.0,33.0,63.0,96.0,100,855.24,2.0,31.0,67.0,98.0,100,853.15,1.0,46.0,53.0,99.0,1,10th
6360190,COLUMBIA COUNTY,BROOKWOOD ELE,92,846.33,4.3,47.8,47.8,95.7,92,839.33,4.3,57.6,38.0,95.7,92,837.76,13.0,55.4,31.5,87.0,92,839.01,8.7,51.1,40.2,91.3,92,831.07,6.5,73.9,19.6,93.5,1,10th
6360192,COLUMBIA COUNTY,STEVENS CREEK,150,871.69,0.0,21.3,78.7,100.0,150,864.87,0.7,28.7,70.7,99.3,153,869.45,2.6,24.8,72.5,97.4,153,861.41,5.2,22.2,72.5,94.8,150,864.37,0.7,28.7,70.7,99.3,1,10th
6360194,COLUMBIA COUNTY,RIVERSIDE ELE,118,860.56,1.7,29.7,68.6,98.3,120,852.68,3.3,37.5,59.2,96.7,120,864.29,7.5,29.2,63.3,92.5,121,860.32,6.6,19.8,73.6,93.4,122,854.84,6.6,32.8,60.7,93.4,1,10th
6360208,COLUMBIA COUNTY,CEDAR RIDGE E,178,849.22,5.6,41.6,52.8,94.4,179,844.61,8.4,45.8,45.8,91.6,178,851.50,10.7,33.1,56.2,89.3,179,845.01,10.6,39.1,50.3,89.4,179,838.83,8.9,56.4,34.6,91.1,1,10th
6360297,COLUMBIA COUNTY,GREENBRIER EL,130,859.70,1.5,30.8,67.7,98.5,130,856.98,0.0,40.0,60.0,100.0,130,864.48,3.1,29.2,67.7,96.9,130,855.17,3.8,36.2,60.0,96.2,130,858.63,1.5,35.4,63.1,98.5,1,10th
6360397,COLUMBIA COUNTY,EUCHEE CREEK,62,849.18,4.8,33.9,61.3,95.2,62,835.10,8.1,64.5,27.4,91.9,62,838.98,9.7,54.8,35.5,90.3,63,838.51,11.1,36.5,52.4,88.9,63,828.05,7.9,76.2,15.9,92.1,1,10th
6361050,COLUMBIA COUNTY,BEL AIR ELEME,84,846.87,1.2,54.8,44.0,98.8,84,841.49,2.4,61.9,35.7,97.6,84,847.67,6.0,44.0,50.0,94.0,84,847.77,3.6,47.6,48.8,96.4,84,841.69,6.0,56.0,38.1,94.0,1,10th
6362052,COLUMBIA COUNTY,MARTINEZ ELEM,80,846.84,3.8,51.3,45.0,96.3,79,838.53,7.6,59.5,32.9,92.4,79,832.70,15.2,50.6,34.2,84.8,78,837.59,5.1,55.1,39.7,94.9,77,824.81,14.3,63.6,22.1,85.7,1,10th
6363052,COLUMBIA COUNTY,NORTH COLUMBI,62,847.05,9.7,43.5,46.8,90.3,62,836.97,9.7,56.5,33.9,90.3,62,840.13,11.3,53.2,35.5,88.7,62,846.94,6.5,41.9,51.6,93.5,62,838.69,8.1,54.8,37.1,91.9,1,10th
6364052,COLUMBIA COUNTY,NORTH HARLEM,97,832.90,11.3,56.7,32.0,88.7,97,823.63,20.6,60.8,18.6,79.4,97,826.23,25.8,43.3,30.9,74.2,97,817.32,25.8,58.8,15.5,74.2,97,805.61,38.1,56.7,5.2,61.9,1,10th
6365050,COLUMBIA COUNTY,GROVETOWN ELE,97,846.89,4.1,53.6,42.3,95.9,97,839.56,7.2,55.7,37.1,92.8,100,845.11,10.0,43.0,47.0,90.0,100,834.66,10.0,53.0,37.0,90.0,97,832.38,9.3,61.9,28.9,90.7,1,10th
6365052,COLUMBIA COUNTY,SOUTH COLUMBI,76,846.41,6.6,46.1,47.4,93.4,76,840.95,9.2,48.7,42.1,90.8,76,841.66,15.8,34.2,50.0,84.2,76,840.55,11.8,39.5,48.7,88.2,76,838.25,11.8,46.1,42.1,88.2,1,10th
6370104,COOK COUNTY,COOK ELEMENTA,249,840.35,6.8,53.4,39.8,93.2,247,836.11,8.1,59.5,32.4,91.9,247,845.94,10.5,40.9,48.6,89.5,256,833.46,15.6,45.7,38.7,84.4,256,831.32,10.9,62.1,27.0,89.1,3,1st
6380101,COWETA COUNTY,ARBOR SPRINGS,62,847.82,3.2,53.2,43.5,96.8,62,853.11,3.2,43.5,53.2,96.8,62,857.16,4.8,38.7,56.5,95.2,63,847.06,6.3,41.3,52.4,93.7,63,837.81,4.8,65.1,30.2,95.2,16,3rd
6380103,COWETA COUNTY,WILLIS ROAD E,127,848.14,4.7,47.2,48.0,95.3,127,844.02,3.9,54.3,41.7,96.1,125,853.66,2.4,42.4,55.2,97.6,129,840.55,5.4,55.0,39.5,94.6,129,833.13,7.8,64.3,27.9,92.2,16,3rd
6380115,COWETA COUNTY,BROOKS ELEMEN,98,855.05,2.0,30.6,67.3,98.0,98,857.60,1.0,39.8,59.2,99.0,98,859.01,2.0,41.8,56.1,98.0,98,852.00,2.0,42.9,55.1,98.0,98,852.28,1.0,48.0,51.0,99.0,16,3rd
6380189,COWETA COUNTY,WHITE OAK ELE,122,846.92,4.1,50.8,45.1,95.9,122,842.15,2.5,58.2,39.3,97.5,122,841.28,12.3,46.7,41.0,87.7,122,836.01,9.8,51.6,38.5,90.2,122,835.43,6.6,65.6,27.9,93.4,16,3rd
6380191,COWETA COUNTY,CANNONGATE EL,100,855.82,2.0,35.0,63.0,98.0,100,843.60,5.0,53.0,42.0,95.0,99,853.77,10.1,33.3,56.6,89.9,100,853.03,3.0,35.0,62.0,97.0,100,846.56,4.0,50.0,46.0,96.0,16,3rd
6380192,COWETA COUNTY,NEWNAN CROSSI,163,838.92,9.8,53.4,36.8,90.2,163,835.12,9.2,60.1,30.7,90.8,165,834.93,18.2,46.7,35.2,81.8,166,833.45,15.1,48.8,36.1,84.9,165,833.47,9.7,61.2,29.1,90.3,16,3rd
6380195,COWETA COUNTY,JEFFERSON PAR,59,836.98,5.1,59.3,35.6,94.9,59,831.69,8.5,66.1,25.4,91.5,59,834.90,13.6,47.5,39.0,86.4,59,829.19,15.3,61.0,23.7,84.7,59,829.92,11.9,67.8,20.3,88.1,16,3rd
6380199,COWETA COUNTY,POPLAR ROAD E,101,842.02,6.9,49.5,43.6,93.1,101,840.57,6.9,56.4,36.6,93.1,101,836.67,13.9,46.5,39.6,86.1,102,835.93,16.7,42.2,41.2,83.3,102,833.26,9.8,61.8,28.4,90.2,16,3rd
6380201,COWETA COUNTY,WELCH ELEMENT,123,834.84,13.8,48.8,37.4,86.2,123,827.20,20.3,54.5,25.2,79.7,125,838.87,20.8,34.4,44.8,79.2,127,825.18,28.3,36.2,35.4,71.7,125,824.48,24.8,52.0,23.2,75.2,16,3rd
6380203,COWETA COUNTY,GRANT ELEMENT,51,835.63,11.8,51.0,37.3,88.2,51,830.33,11.8,64.7,23.5,88.2,52,833.27,25.0,34.6,40.4,75.0,52,835.19,17.3,46.2,36.5,82.7,52,829.46,13.5,63.5,23.1,86.5,16,3rd
6380295,COWETA COUNTY,THOMAS CROSSR,74,853.70,1.4,37.8,60.8,98.6,74,847.26,2.7,48.6,48.6,97.3,74,862.88,8.1,23.0,68.9,91.9,74,851.31,4.1,36.5,59.5,95.9,74,842.73,1.4,59.5,39.2,98.6,16,3rd
6381050,COWETA COUNTY,ARNCO SARGENT,49,837.78,10.2,55.1,34.7,89.8,49,829.57,14.3,57.1,28.6,85.7,49,832.41,16.3,49.0,34.7,83.7,50,822.76,20.0,54.0,26.0,80.0,50,821.34,16.0,64.0,20.0,84.0,16,3rd
6381054,COWETA COUNTY,RUTH HILL ELE,77,827.74,13.0,62.3,24.7,87.0,77,823.83,16.9,62.3,20.8,83.1,77,818.53,28.6,54.5,16.9,71.4,80,812.76,35.0,46.3,18.8,65.0,80,815.66,25.0,62.5,12.5,75.0,16,3rd
6382050,COWETA COUNTY,ATKINSON ELEM,73,839.42,8.2,56.2,35.6,91.8,73,835.84,8.2,61.6,30.1,91.8,73,842.48,15.1,42.5,42.5,84.9,73,827.85,17.8,52.1,30.1,82.2,73,829.66,9.6,69.9,20.5,90.4,16,3rd
6382052,COWETA COUNTY,EASTSIDE ELEM,71,839.72,4.2,53.5,42.3,95.8,71,829.39,9.9,69.0,21.1,90.1,72,817.18,33.3,40.3,26.4,66.7,73,830.81,19.2,46.6,34.2,80.8,72,820.86,18.1,68.1,13.9,81.9,16,3rd
6382056,COWETA COUNTY,NORTHSIDE ELE,59,848.37,0.0,50.8,49.2,100.0,59,833.14,3.4,71.2,25.4,96.6,59,856.92,5.1,37.3,57.6,94.9,59,840.83,10.2,40.7,49.2,89.8,59,836.68,10.2,49.2,40.7,89.8,16,3rd
6383052,COWETA COUNTY,ELM STREET EL,58,834.62,12.1,50.0,37.9,87.9,59,832.93,8.5,64.4,27.1,91.5,59,850.20,10.2,45.8,44.1,89.8,59,834.29,15.3,47.5,37.3,84.7,59,833.00,18.6,40.7,40.7,81.4,16,3rd
