Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6321050,CLINCH COUNTY,CLINCH CO HIG,84,833.26,2.4,69.0,28.6,97.6,84,835.75,6.0,61.9,32.1,94.0,85,812.40,34.1,52.9,12.9,65.9,84,813.12,34.5,53.6,11.9,65.5,85,821.82,29.4,40.0,30.6,70.6
6330110,COBB COUNTY,IMAGINE INTER,28,836.50,3.6,67.9,28.6,96.4,28,830.71,3.6,67.9,28.6,96.4,28,809.36,39.3,46.4,14.3,60.7,28,796.54,64.3,32.1,3.6,35.7,28,810.68,35.7,53.6,10.7,64.3
6330111,COBB COUNTY,IMAGINE INT A,46,833.52,2.2,78.3,19.6,97.8,46,832.59,6.5,63.0,30.4,93.5,46,807.63,47.8,41.3,10.9,52.2,46,803.96,41.3,58.7,0.0,58.7,46,810.41,30.4,63.0,6.5,69.6
6330178,COBB COUNTY,MABRY MIDDLE,303,852.81,0.3,39.3,60.4,99.7,303,858.17,0.7,32.7,66.7,99.3,303,848.35,3.0,45.5,51.5,97.0,302,842.96,7.6,49.7,42.7,92.4,302,839.23,9.6,46.0,44.4,90.4
6330184,COBB COUNTY,MCCLESKEY MID,256,842.17,1.6,62.5,35.9,98.4,256,842.91,3.1,58.6,38.3,96.9,255,838.27,11.8,51.8,36.5,88.2,255,823.16,26.7,50.6,22.7,73.3,255,825.16,25.1,48.6,26.3,74.9
6330202,COBB COUNTY,LINDLEY MIDDL,390,829.01,5.1,77.9,16.9,94.9,390,830.48,7.9,70.3,21.8,92.1,391,801.71,43.7,49.6,6.6,56.3,391,796.58,61.4,35.0,3.6,38.6,391,813.76,30.2,52.2,17.6,69.8
6330275,COBB COUNTY,DODGEN MIDDLE,370,858.97,0.0,33.0,67.0,100.0,369,862.35,0.0,31.2,68.8,100.0,372,869.03,3.0,27.2,69.9,97.0,372,840.67,9.4,50.5,40.1,90.6,370,854.15,5.4,36.8,57.8,94.6
6330280,COBB COUNTY,PINE MOUNTAIN,246,842.33,1.2,59.3,39.4,98.8,246,843.11,2.4,60.2,37.4,97.6,247,832.43,15.8,52.2,32.0,84.2,247,816.43,29.6,53.0,17.4,70.4,244,829.73,18.4,50.4,31.1,81.6
6330281,COBB COUNTY,DICKERSON MID,407,859.24,0.7,28.5,70.8,99.3,406,868.33,1.2,22.9,75.9,98.8,406,871.23,1.2,25.6,73.2,98.8,406,840.30,7.6,52.0,40.4,92.4,406,858.48,4.2,29.3,66.5,95.8
6330290,COBB COUNTY,CAMPBELL MIDD,380,829.35,7.4,73.9,18.7,92.6,379,830.70,9.8,66.8,23.5,90.2,381,803.66,44.9,46.7,8.4,55.1,380,799.52,54.7,39.7,5.5,45.3,377,813.62,31.8,52.0,16.2,68.2
6330294,COBB COUNTY,SMITHA MIDDLE,257,831.66,5.8,69.6,24.5,94.2,257,830.57,9.7,67.7,22.6,90.3,260,819.15,25.4,53.1,21.5,74.6,260,801.16,44.6,53.1,2.3,55.4,256,802.34,45.7,48.4,5.9,54.3
6330299,COBB COUNTY,DURHAM MIDDLE,372,851.67,0.3,43.5,56.2,99.7,372,856.84,1.1,38.4,60.5,98.9,372,844.30,5.4,52.4,42.2,94.6,372,832.30,12.1,62.1,25.8,87.9,372,856.36,4.0,34.4,61.6,96.0
6330389,COBB COUNTY,SIMPSON MIDDL,309,856.08,0.3,35.3,64.4,99.7,308,858.95,0.6,36.0,63.3,99.4,309,859.45,7.1,29.8,63.1,92.9,308,831.84,14.0,57.1,28.9,86.0,308,836.82,7.5,53.9,38.6,92.5
6330394,COBB COUNTY,HIGHTOWER TRA,331,858.61,0.0,34.7,65.3,100.0,331,859.36,0.3,36.3,63.4,99.7,331,864.44,4.5,31.1,64.4,95.5,331,843.43,8.2,47.1,44.7,91.8,331,852.43,5.4,36.6,58.0,94.6
6330407,COBB COUNTY,BARBER MIDDLE,314,837.84,4.5,63.1,32.5,95.5,314,842.50,5.4,55.1,39.5,94.6,314,811.55,36.9,48.1,15.0,63.1,314,812.97,35.7,51.3,13.1,64.3,314,822.98,24.2,49.7,26.1,75.8
6330475,COBB COUNTY,TAPP MIDDLE S,262,835.53,2.3,70.6,27.1,97.7,262,837.96,4.2,66.8,29.0,95.8,262,825.90,16.8,59.9,23.3,83.2,262,822.32,16.4,69.1,14.5,83.6,262,821.28,24.4,52.3,23.3,75.6
6330499,COBB COUNTY,LOST MOUNTAIN,348,847.16,0.9,51.1,48.0,99.1,348,856.00,4.0,39.1,56.9,96.0,348,845.99,6.0,47.4,46.6,94.0,348,827.14,11.8,66.7,21.6,88.2,348,850.85,8.0,37.6,54.3,92.0
6330502,COBB COUNTY,COOPER MIDDLE,303,835.70,2.6,68.3,29.0,97.4,302,835.32,8.3,63.9,27.8,91.7,302,816.43,29.5,52.6,17.9,70.5,303,804.98,44.9,49.5,5.6,55.1,302,805.16,38.4,55.3,6.3,61.6
6330507,COBB COUNTY,MCCLURE MIDDL,356,848.19,0.8,48.0,51.1,99.2,356,848.32,2.0,46.9,51.1,98.0,356,853.28,6.2,42.4,51.4,93.8,356,824.99,19.9,57.3,22.8,80.1,356,833.78,11.2,52.8,36.0,88.8
6330602,COBB COUNTY,PALMER MIDDLE,354,847.84,0.3,49.4,50.3,99.7,354,847.05,2.0,50.8,47.2,98.0,354,846.89,9.0,41.2,49.7,91.0,354,828.28,18.6,53.4,28.0,81.4,353,828.26,18.7,51.8,29.5,81.3
6330607,COBB COUNTY,LOVINGGOOD MI,423,847.54,0.9,48.2,50.8,99.1,423,846.88,1.9,50.6,47.5,98.1,423,832.73,16.8,50.8,32.4,83.2,420,823.31,19.5,61.4,19.0,80.5,419,832.57,14.3,52.7,32.9,85.7
6330807,COBB COUNTY,DEVEREUX ACKE,16,802.56,43.8,56.3,0.0,56.3,17,786.82,64.7,35.3,0.0,35.3,17,758.06,100.0,0.0,0.0,0.0,16,775.19,100.0,0.0,0.0,0.0,18,766.56,100.0,0.0,0.0,0.0
6331056,COBB COUNTY,EAST COBB MID,398,835.58,4.0,67.6,28.4,96.0,398,838.19,4.3,63.8,31.9,95.7,401,817.65,27.7,55.9,16.5,72.3,400,808.63,46.3,43.0,10.8,53.8,397,814.76,36.0,45.6,18.4,64.0
6331060,COBB COUNTY,GARRETT MIDDL,266,832.74,3.0,74.8,22.2,97.0,266,832.89,7.9,66.2,25.9,92.1,269,824.27,17.5,57.6,24.9,82.5,269,797.44,56.1,42.0,1.9,43.9,265,801.91,46.0,46.8,7.2,54.0
6332560,COBB COUNTY,GRIFFIN MIDDL,276,831.00,7.2,67.8,25.0,92.8,276,830.60,10.5,66.3,23.2,89.5,279,816.51,30.1,52.3,17.6,69.9,276,809.82,38.8,51.4,9.8,61.2,274,814.70,34.7,43.4,21.9,65.3
6334050,COBB COUNTY,AWTREY MIDDLE,298,843.82,0.7,54.7,44.6,99.3,296,850.72,2.0,46.3,51.7,98.0,301,828.07,19.9,54.5,25.6,80.1,299,823.64,20.4,61.9,17.7,79.6,296,831.28,15.5,49.7,34.8,84.5
6334056,COBB COUNTY,DANIELL MIDDL,312,842.75,2.6,57.4,40.1,97.4,312,845.67,4.2,51.6,44.2,95.8,312,827.66,22.1,49.0,28.8,77.9,312,823.73,25.6,49.4,25.0,74.4,312,825.14,23.4,45.2,31.4,76.6
6335058,COBB COUNTY,FLOYD MIDDLE,257,832.75,3.9,72.4,23.7,96.1,256,829.49,10.9,67.6,21.5,89.1,259,807.75,39.8,48.3,12.0,60.2,257,806.09,43.2,49.0,7.8,56.8,255,823.94,29.8,41.6,28.6,70.2
6340108,COFFEE COUNTY,COFFEE MIDDLE,574,830.85,7.5,68.8,23.7,92.5,574,829.58,10.6,66.6,22.8,89.4,575,824.29,18.8,58.1,23.1,81.2,574,804.34,47.2,44.8,8.0,52.8,573,809.58,39.8,46.1,14.1,60.2
6353052,COLQUITT COUNTY,GRAY JUNIOR H,608,829.38,8.9,68.6,22.5,91.1,613,829.98,12.1,63.3,24.6,87.9,615,813.50,29.9,56.6,13.5,70.1,601,805.02,43.9,49.3,6.8,56.1,598,818.86,29.1,48.3,22.6,70.9
6360101,COLUMBIA COUNTY,GREENBRIER MI,153,850.71,0.7,43.1,56.2,99.3,153,856.61,2.0,39.2,58.8,98.0,153,845.03,4.6,49.7,45.8,95.4,153,832.29,9.8,62.7,27.5,90.2,153,828.95,15.7,53.6,30.7,84.3
6360103,COLUMBIA COUNTY,GROVETOWN MID,268,838.89,4.1,60.1,35.8,95.9,267,836.31,6.7,62.2,31.1,93.3,268,817.85,29.9,51.9,18.3,70.1,266,814.78,34.2,51.5,14.3,65.8,266,835.22,19.9,38.3,41.7,80.1
6360107,COLUMBIA COUNTY,EVANS MIDD SC,346,846.90,2.3,50.9,46.8,97.7,346,848.61,2.0,53.2,44.8,98.0,346,828.04,17.3,53.8,28.9,82.7,346,826.86,18.2,58.1,23.7,81.8,346,830.99,14.5,55.2,30.3,85.5
6360108,COLUMBIA COUNTY,STALLINGS ISL,189,855.02,1.6,33.9,64.6,98.4,189,855.90,2.6,37.6,59.8,97.4,189,846.41,9.5,42.3,48.1,90.5,188,842.66,10.1,45.7,44.1,89.9,188,847.33,10.6,35.1,54.3,89.4
6360193,COLUMBIA COUNTY,RIVERSIDE MID,243,852.00,0.0,48.6,51.4,100.0,243,849.63,1.6,51.0,47.3,98.4,243,838.54,10.7,50.2,39.1,89.3,243,824.85,15.6,66.7,17.7,84.4,243,835.47,12.8,50.2,37.0,87.2
6360283,COLUMBIA COUNTY,HARLEM MIDDLE,185,836.37,5.4,62.7,31.9,94.6,185,841.83,6.5,57.8,35.7,93.5,185,816.65,29.7,53.0,17.3,70.3,184,818.50,29.9,51.1,19.0,70.1,184,822.53,23.9,52.2,23.9,76.1
6360290,COLUMBIA COUNTY,LAKESIDE MIDD,242,840.16,2.1,61.2,36.8,97.9,244,836.97,7.8,59.4,32.8,92.2,245,830.51,13.1,58.0,29.0,86.9,244,815.84,28.3,58.6,13.1,71.7,244,815.06,28.7,59.4,11.9,71.3
6362050,COLUMBIA COUNTY,COLUMBIA MIDD,225,841.61,2.2,56.4,41.3,97.8,224,838.33,4.9,64.3,30.8,95.1,224,835.50,12.5,50.0,37.5,87.5,224,817.92,29.5,55.4,15.2,70.5,224,837.78,13.4,46.4,40.2,86.6
6370101,COOK COUNTY,COOK COUNTY M,256,834.42,3.9,70.3,25.8,96.1,255,840.75,5.1,58.0,36.9,94.9,256,816.46,21.1,64.5,14.5,78.9,255,814.30,33.7,51.0,15.3,66.3,254,814.76,32.7,47.2,20.1,67.3
6380106,COWETA COUNTY,LEE MIDDLE SC,305,839.93,3.9,56.4,39.7,96.1,305,847.95,4.6,50.5,44.9,95.4,305,825.56,16.1,60.7,23.3,83.9,305,813.32,30.2,59.0,10.8,69.8,305,815.04,27.5,59.7,12.8,72.5
6380289,COWETA COUNTY,EAST COWETA M,224,836.83,4.0,60.7,35.3,96.0,224,842.15,5.4,53.6,41.1,94.6,224,817.88,24.1,58.9,17.0,75.9,224,823.15,21.0,60.7,18.3,79.0,224,815.26,30.8,50.9,18.3,69.2
6380299,COWETA COUNTY,MADRAS MIDDLE,363,842.71,2.8,56.7,40.5,97.2,363,849.77,4.7,45.2,50.1,95.3,364,827.95,21.4,51.4,27.2,78.6,363,821.24,23.1,57.6,19.3,76.9,362,819.66,26.5,51.7,21.8,73.5
6380301,COWETA COUNTY,SMOKEY ROAD M,291,831.47,7.6,66.7,25.8,92.4,291,833.72,10.0,62.2,27.8,90.0,291,823.78,22.7,51.5,25.8,77.3,291,805.25,44.0,49.1,6.9,56.0,291,802.23,45.4,45.4,9.3,54.6
6380395,COWETA COUNTY,ARNALL MIDDLE,292,843.04,3.4,53.1,43.5,96.6,292,848.11,5.1,50.3,44.5,94.9,293,822.61,23.5,51.9,24.6,76.5,293,822.83,20.5,58.7,20.8,79.5,292,820.01,26.0,52.1,21.9,74.0
6381050,COWETA COUNTY,ARNCO SARGENT,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6381056,COWETA COUNTY,EVANS MIDDLE,224,836.96,3.1,68.8,28.1,96.9,224,845.32,6.7,50.0,43.3,93.3,224,822.89,26.3,48.2,25.4,73.7,223,813.13,33.2,53.4,13.5,66.8,223,823.91,26.9,48.4,24.7,73.1
6390202,CRAWFORD COUNTY,CRAWFORD CO M,147,834.10,4.8,65.3,29.9,95.2,147,837.58,6.1,59.9,34.0,93.9,147,824.29,17.0,58.5,24.5,83.0,147,809.29,39.5,51.7,8.8,60.5,146,808.05,41.1,44.5,14.4,58.9
6400197,CRISP COUNTY,CRISP CO MIDD,283,832.67,4.6,70.0,25.4,95.4,284,838.13,8.5,55.6,35.9,91.5,284,820.59,27.1,49.6,23.2,72.9,277,812.13,37.5,48.0,14.4,62.5,276,827.00,22.1,48.6,29.3,77.9
6410295,DADE COUNTY,DADE MIDDLE S,167,834.78,6.0,64.7,29.3,94.0,167,840.07,5.4,59.3,35.3,94.6,167,816.49,27.5,55.1,17.4,72.5,167,813.16,37.7,48.5,13.8,62.3,166,802.21,49.4,39.8,10.8,50.6
6420106,DAWSON COUNTY,RIVERVIEW MID,125,837.31,4.0,64.8,31.2,96.0,124,840.22,4.8,63.7,31.5,95.2,122,820.53,17.2,61.5,21.3,82.8,123,821.20,18.7,67.5,13.8,81.3,124,827.66,13.7,59.7,26.6,86.3
6420109,DAWSON COUNTY,NEW DAWSON CO,156,842.72,5.8,53.8,40.4,94.2,156,842.87,11.5,50.0,38.5,88.5,156,821.65,28.8,46.2,25.0,71.2,156,821.06,21.8,57.7,20.5,78.2,156,845.18,15.4,38.5,46.2,84.6
6432050,DECATUR COUNTY,BAINBRIDGE MI,388,835.06,5.9,66.2,27.8,94.1,388,837.77,10.8,54.6,34.5,89.2,388,811.26,33.2,53.4,13.4,66.8,387,813.98,28.9,60.5,10.6,71.1,388,836.14,21.4,36.6,42.0,78.6
6440101,DEKALB COUNTY,AVONDALE MIDD,154,821.81,10.4,81.2,8.4,89.6,154,819.16,18.8,70.1,11.0,81.2,155,805.85,37.4,54.2,8.4,62.6,154,791.99,66.9,28.6,4.5,33.1,153,782.26,80.4,19.0,0.7,19.6
6440189,DEKALB COUNTY,PEACHTREE MID,391,844.45,3.6,49.1,47.3,96.4,390,847.16,7.2,42.6,50.3,92.8,391,828.72,23.5,47.3,29.2,76.5,389,821.04,30.3,45.5,24.2,69.7,388,826.82,20.4,50.0,29.6,79.6
6440193,DEKALB COUNTY,CHAPEL HILL M,351,831.08,4.6,75.2,20.2,95.4,351,835.07,8.0,64.4,27.6,92.0,351,817.63,26.5,54.1,19.4,73.5,351,805.66,44.7,45.6,9.7,55.3,351,808.89,40.5,43.3,16.2,59.5
6440200,DEKALB COUNTY,CEDAR GROVE M,261,825.70,9.2,78.2,12.6,90.8,261,823.57,14.2,72.0,13.8,85.8,261,806.03,37.5,53.3,9.2,62.5,261,786.89,73.2,25.7,1.1,26.8,259,784.04,70.3,28.6,1.2,29.7
6440201,DEKALB COUNTY,FREEDOM MIDDL,335,822.83,20.6,62.7,16.7,79.4,334,821.84,20.7,60.2,19.2,79.3,335,807.74,40.3,45.7,14.0,59.7,330,795.00,59.7,38.5,1.8,40.3,331,800.94,47.1,43.8,9.1,52.9
6440203,DEKALB COUNTY,LITHONIA MIDD,431,826.12,7.0,79.4,13.7,93.0,432,827.23,10.9,70.8,18.3,89.1,431,804.07,44.3,46.6,9.0,55.7,429,805.77,41.0,51.3,7.7,59.0,429,800.13,50.3,44.5,5.1,49.7
6440205,DEKALB COUNTY,REDAN MIDDLE,313,827.51,6.7,78.0,15.3,93.3,312,825.52,9.6,76.6,13.8,90.4,313,798.04,47.9,47.9,4.2,52.1,312,789.50,70.2,29.5,0.3,29.8,312,792.17,59.0,38.8,2.2,41.0
6440290,DEKALB COUNTY,SEQUOYAH MIDD,271,822.81,14.0,72.3,13.7,86.0,270,823.47,17.4,66.7,15.9,82.6,277,814.79,31.4,53.8,14.8,68.6,277,796.39,56.7,38.6,4.7,43.3,266,800.27,51.1,37.2,11.7,48.9
6440291,DEKALB COUNTY,SALEM MIDDLE,392,823.97,8.4,81.6,9.9,91.6,388,824.28,12.4,74.0,13.7,87.6,392,797.69,49.7,45.9,4.3,50.3,384,799.45,54.2,40.9,4.9,45.8,384,795.55,55.2,39.1,5.7,44.8
6440301,DEKALB COUNTY,COLUMBIA MIDD,342,825.22,10.2,74.3,15.5,89.8,343,827.71,14.0,65.0,21.0,86.0,343,806.74,44.6,42.3,13.1,55.4,340,794.93,60.3,37.4,2.4,39.7,337,793.73,60.2,34.7,5.0,39.8
6440302,DEKALB COUNTY,DEKALB TRANSI,24,805.92,29.2,70.8,0.0,70.8,20,802.00,40.0,60.0,0.0,60.0,25,772.40,96.0,4.0,0.0,4.0,20,778.80,90.0,10.0,0.0,10.0,21,768.52,85.7,14.3,0.0,14.3
6440397,DEKALB COUNTY,STEPHENSON MI,411,833.31,4.1,71.8,24.1,95.9,410,836.10,7.1,59.8,33.2,92.9,411,824.66,19.7,55.2,25.1,80.3,408,804.24,47.1,45.8,7.1,52.9,410,800.14,49.5,44.9,5.6,50.5
6440401,DEKALB COUNTY,MARY MCLEOD B,289,821.28,11.1,78.2,10.7,88.9,289,823.40,15.9,70.6,13.5,84.1,289,803.97,39.4,50.5,10.0,60.6,288,792.59,66.0,30.9,3.1,34.0,283,796.86,59.7,30.7,9.5,40.3
6440406,DEKALB COUNTY,CHAMBLEE MIDD,375,847.74,2.9,46.1,50.9,97.1,375,859.62,4.5,36.3,59.2,95.5,376,840.03,12.0,48.9,39.1,88.0,375,830.58,24.0,43.7,32.3,76.0,372,833.38,20.4,40.3,39.2,79.6
6440410,DEKALB COUNTY,DEKALB SCHOOL,49,857.00,0.0,32.7,67.3,100.0,49,864.71,0.0,26.5,73.5,100.0,49,839.94,6.1,63.3,30.6,93.9,49,836.14,2.0,67.3,30.6,98.0,49,848.88,0.0,49.0,51.0,100.0
6440500,DEKALB COUNTY,DEKALB ALT SC,107,804.22,40.2,57.0,2.8,59.8,93,797.83,47.3,49.5,3.2,52.7,102,772.17,87.3,12.7,0.0,12.7,84,775.82,88.1,10.7,1.2,11.9,83,763.71,92.8,7.2,0.0,7.2
6440501,DEKALB COUNTY,DEKALB TRUANC,13,807.23,38.5,61.5,0.0,61.5,12,797.75,41.7,58.3,0.0,58.3,12,769.75,100.0,0.0,0.0,0.0,14,770.29,85.7,14.3,0.0,14.3,11,768.73,100.0,0.0,0.0,0.0
6440506,DEKALB COUNTY,STONE MOUNTAI,332,829.64,4.2,78.6,17.2,95.8,331,832.77,8.2,66.5,25.4,91.8,331,812.86,31.1,54.1,14.8,68.9,330,797.83,56.1,38.5,5.5,43.9,329,793.11,57.8,38.6,3.6,42.2
6440507,DEKALB COUNTY,THE CHAMPION,239,838.97,0.4,70.3,29.3,99.6,239,847.56,1.3,54.0,44.8,98.7,239,823.57,19.2,59.0,21.8,80.8,239,812.70,31.8,58.6,9.6,68.2,239,808.67,35.6,56.1,8.4,64.4
6440597,DEKALB COUNTY,MILLER GROVE,349,830.22,6.3,74.8,18.9,93.7,349,830.45,10.0,63.3,26.6,90.0,349,815.50,30.1,51.0,18.9,69.9,349,796.86,56.2,41.0,2.9,43.8,349,803.48,45.8,43.6,10.6,54.2
6440605,DEKALB COUNTY,TUCKER MIDDLE,451,829.96,7.1,71.2,21.7,92.9,451,832.70,7.1,66.5,26.4,92.9,453,812.98,31.3,54.3,14.3,68.7,453,801.10,54.5,36.6,8.8,45.5,451,808.14,44.6,37.3,18.2,55.4
6440705,DEKALB COUNTY,DEKALB PATH A,65,835.62,0.0,80.0,20.0,100.0,65,846.88,0.0,60.0,40.0,100.0,65,817.00,23.1,67.7,9.2,76.9,65,837.32,4.6,69.2,26.2,95.4,65,829.49,10.8,66.2,23.1,89.2
6440707,DEKALB COUNTY,UHS OF LAUREL,3,--,--,--,--,--,3,--,--,--,--,--,1,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6440797,DEKALB COUNTY,HENDERSON MID,379,847.13,2.4,47.5,50.1,97.6,378,852.29,3.7,41.5,54.8,96.3,383,840.82,15.4,41.5,43.1,84.6,381,826.57,26.0,46.2,27.8,74.0,380,825.96,22.9,46.8,30.3,77.1
6440897,DEKALB COUNTY,SHAMROCK MIDD,306,835.75,11.1,57.5,31.4,88.9,306,836.75,11.1,55.2,33.7,88.9,306,816.34,34.0,46.1,19.9,66.0,304,816.49,35.2,46.1,18.8,64.8,303,809.48,38.9,46.5,14.5,61.1
6441010,DEKALB COUNTY,DEKALB ACADEM,48,840.85,0.0,66.7,33.3,100.0,48,849.06,0.0,45.8,54.2,100.0,48,813.85,25.0,66.7,8.3,75.0,48,804.46,43.8,54.2,2.1,56.3,48,815.02,27.1,62.5,10.4,72.9
6441057,DEKALB COUNTY,MCNAIR MIDDLE,250,820.72,9.2,80.4,10.4,90.8,250,821.98,14.8,72.8,12.4,85.2,250,798.33,51.6,44.4,4.0,48.4,248,787.24,76.2,23.0,0.8,23.8,248,785.22,71.0,28.6,0.4,29.0
6441100,DEKALB COUNTY,INTERNATIONAL,75,780.68,97.3,2.7,0.0,2.7,73,772.97,97.3,2.7,0.0,2.7,74,776.15,83.8,14.9,1.4,16.2,74,767.31,100.0,0.0,0.0,0.0,74,756.32,100.0,0.0,0.0,0.0
6445066,DEKALB COUNTY,DEKALB ROCKDA,17,796.59,52.9,47.1,0.0,47.1,19,775.53,78.9,21.1,0.0,21.1,19,762.84,94.7,5.3,0.0,5.3,20,762.35,100.0,0.0,0.0,0.0,19,757.37,100.0,0.0,0.0,0.0
6450180,DODGE COUNTY,DODGE CO MIDD,245,836.45,5.3,64.5,30.2,94.7,245,843.73,6.5,51.0,42.4,93.5,244,814.75,29.5,54.5,16.0,70.5,244,818.43,27.0,57.4,15.6,73.0,244,817.54,27.9,49.6,22.5,72.1
6460204,DOOLY COUNTY,DOOLY CO MIDD,105,826.97,5.7,81.9,12.4,94.3,105,832.38,5.7,65.7,28.6,94.3,105,795.51,52.4,46.7,1.0,47.6,105,808.64,40.0,53.3,6.7,60.0,105,813.87,26.7,62.9,10.5,73.3
6470101,DOUGHERTY COUNTY,ALBANY MIDDLE,172,815.84,13.4,80.8,5.8,86.6,171,817.47,17.5,74.3,8.2,82.5,172,796.04,54.1,41.3,4.7,45.9,171,792.20,63.7,35.1,1.2,36.3,171,793.37,57.9,39.8,2.3,42.1
6470103,DOUGHERTY COUNTY,ROBERT A CRO,169,844.43,1.2,52.1,46.7,98.8,169,857.89,0.0,35.5,64.5,100.0,169,825.36,8.3,74.0,17.8,91.7,169,826.83,10.1,74.0,16.0,89.9,169,848.85,5.9,39.6,54.4,94.1
6470106,DOUGHERTY COUNTY,RADIUM SPR MI,218,824.33,7.3,79.4,13.3,92.7,218,827.98,10.6,69.7,19.7,89.4,218,803.28,43.1,49.1,7.8,56.9,218,795.89,59.2,37.6,3.2,40.8,216,800.78,49.5,45.8,4.6,50.5
6473052,DOUGHERTY COUNTY,DOUGHERTY MID,200,816.03,15.0,80.0,5.0,85.0,200,819.05,20.5,67.0,12.5,79.5,200,795.50,50.5,45.0,4.5,49.5,198,797.90,53.5,43.9,2.5,46.5,198,802.20,46.5,44.4,9.1,53.5
6474056,DOUGHERTY COUNTY,MERRY ACRES M,265,827.95,9.1,70.2,20.8,90.9,267,832.58,12.0,59.9,28.1,88.0,266,811.70,40.6,40.6,18.8,59.4,255,806.94,49.0,37.6,13.3,51.0,251,804.92,50.2,33.9,15.9,49.8
6475060,DOUGHERTY COUNTY,SOUTHSIDE MID,190,820.99,12.1,80.0,7.9,87.9,192,822.37,12.5,72.9,14.6,87.5,192,788.02,66.7,32.8,0.5,33.3,191,799.45,52.9,44.0,3.1,47.1,190,800.21,52.6,38.4,8.9,47.4
6480103,DOUGLAS COUNTY,YEAGER MIDDLE,211,834.12,5.7,64.0,30.3,94.3,211,833.23,7.1,67.8,25.1,92.9,208,802.14,45.2,46.2,8.7,54.8,208,809.36,39.4,51.0,9.6,60.6,208,804.75,41.3,55.3,3.4,58.7
6480108,DOUGLAS COUNTY,FACTORY SHOAL,291,830.51,5.5,73.2,21.3,94.5,291,833.05,8.2,64.9,26.8,91.8,290,804.76,42.1,51.0,6.9,57.9,290,804.04,46.6,47.9,5.5,53.4,290,802.62,41.0,54.8,4.1,59.0
6480113,DOUGLAS COUNTY,MASON CREEK M,244,834.86,4.5,67.2,28.3,95.5,242,836.30,11.2,53.3,35.5,88.8,244,806.71,42.2,43.0,14.8,57.8,242,811.61,41.3,45.0,13.6,58.7,240,809.63,34.6,54.2,11.3,65.4
6480180,DOUGLAS COUNTY,FAIRPLAY MIDD,180,845.42,1.1,51.7,47.2,98.9,180,846.83,2.2,51.7,46.1,97.8,180,827.11,13.3,64.4,22.2,86.7,180,821.71,19.4,62.8,17.8,80.6,180,823.18,22.8,52.2,25.0,77.2
6480188,DOUGLAS COUNTY,CHESTNUT LOG,261,830.92,8.0,65.1,26.8,92.0,261,831.55,14.2,55.9,29.9,85.8,261,809.93,39.5,46.4,14.2,60.5,260,803.40,50.0,41.9,8.1,50.0,260,799.05,47.7,46.2,6.2,52.3
6480407,DOUGLAS COUNTY,BRIGHTEN ACAD,51,846.90,0.0,56.9,43.1,100.0,51,850.25,2.0,47.1,51.0,98.0,51,841.25,13.7,47.1,39.2,86.3,51,818.69,31.4,49.0,19.6,68.6,51,810.65,25.5,70.6,3.9,74.5
6480507,DOUGLAS COUNTY,INNER HARBOUR,14,796.14,57.1,42.9,0.0,42.9,14,790.93,64.3,21.4,14.3,35.7,15,770.40,73.3,20.0,6.7,26.7,15,776.60,86.7,13.3,0.0,13.3,17,762.41,94.1,5.9,0.0,5.9
6482054,DOUGLAS COUNTY,TURNER MIDDLE,247,827.54,7.7,72.9,19.4,92.3,247,829.81,15.4,61.5,23.1,84.6,245,803.13,45.3,43.7,11.0,54.7,245,803.09,46.5,49.0,4.5,53.5,244,817.63,29.5,48.0,22.5,70.5
6483550,DOUGLAS COUNTY,CHAPEL HILL M,367,843.02,0.8,58.9,40.3,99.2,367,849.18,3.3,48.5,48.2,96.7,368,829.68,16.0,55.7,28.3,84.0,368,821.98,24.5,57.6,17.9,75.5,366,816.31,29.8,53.3,16.9,70.2
6485050,DOUGLAS COUNTY,STEWART MIDDL,105,826.70,9.5,75.2,15.2,90.5,105,827.05,13.3,65.7,21.0,86.7,105,810.64,30.5,59.0,10.5,69.5,105,799.34,50.5,47.6,1.9,49.5,105,794.24,51.4,44.8,3.8,48.6
6490197,EARLY COUNTY,EARLY CO MIDD,179,830.21,4.5,76.5,19.0,95.5,179,833.32,5.6,68.7,25.7,94.4,179,820.94,22.9,59.2,17.9,77.1,177,798.50,58.2,37.3,4.5,41.8,178,809.21,30.3,61.2,8.4,69.7
