Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6310114,CLAYTON COUNTY,ELITE SCHOLAR,66,841.97,1.5,50.0,48.5,98.5,66,835.82,1.5,81.8,16.7,98.5,66,818.92,18.2,71.2,10.6,81.8,66,818.27,19.7,69.7,10.6,80.3,66,824.83,22.7,57.6,19.7,77.3
6310174,CLAYTON COUNTY,MUNDY S MIDDL,260,824.78,13.8,66.9,19.2,86.2,258,825.51,10.9,74.8,14.3,89.1,262,810.55,29.8,63.4,6.9,70.2,256,801.05,52.0,46.5,1.6,48.0,259,799.63,50.2,42.9,6.9,49.8
6310177,CLAYTON COUNTY,ADAMSON MIDDL,213,826.01,11.7,64.8,23.5,88.3,213,824.91,11.7,77.0,11.3,88.3,212,809.18,34.0,59.4,6.6,66.0,213,797.24,57.3,41.3,1.4,42.7,213,794.13,58.7,38.5,2.8,41.3
6310191,CLAYTON COUNTY,LOVEJOY MIDDL,362,823.69,13.8,68.2,18.0,86.2,361,821.81,13.0,77.8,9.1,87.0,363,809.19,38.3,52.1,9.6,61.7,360,798.26,59.4,37.2,3.3,40.6,359,788.10,68.8,25.3,5.8,31.2
6310197,CLAYTON COUNTY,KENDRICK MIDD,277,825.59,15.5,63.2,21.3,84.5,276,822.95,14.9,74.3,10.9,85.1,275,815.04,29.1,58.9,12.0,70.9,275,798.96,53.5,44.7,1.8,46.5,275,787.93,69.1,28.4,2.5,30.9
6310207,CLAYTON COUNTY,REX MILL MIDD,368,834.18,5.2,62.2,32.6,94.8,368,835.70,4.1,69.3,26.6,95.9,368,827.93,15.8,58.7,25.5,84.2,367,814.01,33.2,55.6,11.2,66.8,363,803.27,49.3,40.5,10.2,50.7
6310277,CLAYTON COUNTY,POINTE SOUTH,287,824.44,16.0,63.4,20.6,84.0,288,821.50,16.3,73.6,10.1,83.7,291,809.90,37.1,54.3,8.6,62.9,289,797.98,54.0,44.3,1.7,46.0,288,791.18,64.2,31.9,3.8,35.8
6312054,CLAYTON COUNTY,FOREST PARK M,251,825.41,11.2,70.9,17.9,88.8,251,827.90,8.4,79.7,12.0,91.6,256,813.43,27.7,64.5,7.8,72.3,255,797.63,56.5,42.0,1.6,43.5,250,787.86,71.2,26.8,2.0,28.8
6313050,CLAYTON COUNTY,BABB MIDDLE S,278,827.28,12.2,65.1,22.7,87.8,279,825.19,11.5,74.9,13.6,88.5,278,819.46,26.3,57.2,16.5,73.7,278,801.46,51.1,44.6,4.3,48.9,277,790.95,63.2,30.7,6.1,36.8
6313052,CLAYTON COUNTY,NORTH CLAYTON,327,822.03,16.2,67.0,16.8,83.8,326,822.21,13.5,76.7,9.8,86.5,328,807.15,41.8,52.1,6.1,58.2,329,799.85,52.3,45.9,1.8,47.7,326,787.38,68.4,29.8,1.8,31.6
6313058,CLAYTON COUNTY,MORROW MIDDLE,226,827.46,11.9,62.8,25.2,88.1,226,827.98,11.9,67.7,20.4,88.1,226,821.34,23.0,59.3,17.7,77.0,227,801.39,54.6,40.5,4.8,45.4,227,795.17,60.4,31.7,7.9,39.6
6313060,CLAYTON COUNTY,RIVERDALE MID,247,828.05,12.6,60.7,26.7,87.4,247,826.14,10.9,74.1,15.0,89.1,246,813.21,37.4,51.2,11.4,62.6,246,802.64,45.1,50.4,4.5,54.9,246,791.87,66.7,24.4,8.9,33.3
6320201,CLINCH COUNTY,CLINCH CO ELE,97,826.24,13.4,64.9,21.6,86.6,97,823.76,13.4,72.2,14.4,86.6,98,811.69,25.5,65.3,9.2,74.5,97,807.27,42.3,50.5,7.2,57.7,96,792.90,64.6,29.2,6.3,35.4
6330110,COBB COUNTY,IMAGINE INTER,58,841.28,3.4,48.3,48.3,96.6,58,830.24,5.2,82.8,12.1,94.8,58,817.50,25.9,62.1,12.1,74.1,58,802.69,41.4,56.9,1.7,58.6,58,809.66,39.7,53.4,6.9,60.3
6330111,COBB COUNTY,IMAGINE INT A,48,827.69,12.5,60.4,27.1,87.5,48,818.25,20.8,70.8,8.3,79.2,48,803.40,50.0,45.8,4.2,50.0,48,792.50,68.8,29.2,2.1,31.3,48,779.83,79.2,18.8,2.1,20.8
6330178,COBB COUNTY,MABRY MIDDLE,260,851.48,1.5,35.8,62.7,98.5,260,850.97,1.2,48.1,50.8,98.8,260,843.39,5.4,49.2,45.4,94.6,258,838.62,6.6,58.1,35.3,93.4,258,859.19,10.1,32.6,57.4,89.9
6330184,COBB COUNTY,MCCLESKEY MID,234,842.02,5.1,47.9,47.0,94.9,234,843.50,5.6,53.4,41.0,94.4,234,837.06,14.1,50.9,35.0,85.9,234,828.35,18.4,52.6,29.1,81.6,234,840.95,23.5,33.8,42.7,76.5
6330275,COBB COUNTY,DODGEN MIDDLE,377,855.05,2.1,26.5,71.4,97.9,377,855.63,1.1,40.1,58.9,98.9,377,850.77,6.6,37.4,56.0,93.4,377,839.46,5.8,60.2,34.0,94.2,377,861.83,6.6,32.4,61.0,93.4
6330280,COBB COUNTY,PINE MOUNTAIN,278,837.82,5.8,55.0,39.2,94.2,278,831.49,4.7,75.2,20.1,95.3,281,826.09,18.9,58.7,22.4,81.1,281,818.77,24.9,61.2,13.9,75.1,278,822.81,33.8,39.2,27.0,66.2
6330281,COBB COUNTY,DICKERSON MID,357,860.24,0.8,21.0,78.2,99.2,357,856.44,0.6,36.1,63.3,99.4,357,856.78,2.5,36.7,60.8,97.5,357,844.78,5.0,51.8,43.1,95.0,357,898.97,1.7,13.7,84.6,98.3
6330290,COBB COUNTY,CAMPBELL MIDD,373,830.42,8.3,64.6,27.1,91.7,373,832.55,6.7,68.6,24.7,93.3,376,814.05,27.4,62.8,9.8,72.6,373,806.82,40.8,52.3,7.0,59.2,371,805.76,49.6,37.5,12.9,50.4
6330294,COBB COUNTY,SMITHA MIDDLE,270,824.88,15.6,64.1,20.4,84.4,270,822.05,16.7,68.5,14.8,83.3,271,809.37,37.3,55.7,7.0,62.7,271,803.03,47.2,47.6,5.2,52.8,268,806.19,53.0,31.7,15.3,47.0
6330299,COBB COUNTY,DURHAM MIDDLE,358,851.69,1.4,36.0,62.6,98.6,358,847.76,1.7,52.2,46.1,98.3,358,839.74,6.1,57.0,36.9,93.9,358,831.05,13.1,63.4,23.5,86.9,358,853.39,14.2,36.3,49.4,85.8
6330309,COBB COUNTY,LINDLEY ADADE,461,826.69,12.4,66.2,21.5,87.6,462,825.30,11.0,74.2,14.7,89.0,462,810.19,36.6,55.0,8.4,63.4,461,803.55,46.9,47.7,5.4,53.1,461,790.80,67.5,27.1,5.4,32.5
6330389,COBB COUNTY,SIMPSON MIDDL,283,851.92,1.8,32.9,65.4,98.2,283,850.03,2.5,44.9,52.7,97.5,285,844.86,7.7,46.3,46.0,92.3,285,837.94,8.1,61.1,30.9,91.9,283,865.47,7.8,29.3,62.9,92.2
6330394,COBB COUNTY,HIGHTOWER TRA,319,855.05,0.6,30.1,69.3,99.4,317,856.57,0.0,38.2,61.8,100.0,319,849.75,3.4,45.1,51.4,96.6,317,853.01,4.4,40.7,54.9,95.6,317,894.74,1.9,19.2,78.9,98.1
6330407,COBB COUNTY,BARBER MIDDLE,303,839.98,4.6,52.1,43.2,95.4,303,831.12,7.6,70.0,22.4,92.4,303,819.06,27.7,52.5,19.8,72.3,302,821.45,20.2,62.3,17.5,79.8,302,832.29,26.2,37.7,36.1,73.8
6330475,COBB COUNTY,TAPP MIDDLE S,257,832.74,7.0,61.1,31.9,93.0,257,827.82,9.3,73.2,17.5,90.7,257,813.16,30.7,59.5,9.7,69.3,257,814.86,31.9,58.8,9.3,68.1,257,822.29,36.6,37.7,25.7,63.4
6330499,COBB COUNTY,LOST MOUNTAIN,398,848.13,1.0,42.0,57.0,99.0,398,844.78,1.0,61.1,37.9,99.0,398,838.28,7.3,56.5,36.2,92.7,398,827.37,11.1,69.1,19.8,88.9,398,837.71,14.8,46.5,38.7,85.2
6330502,COBB COUNTY,COOPER MIDDLE,281,832.57,8.2,60.9,31.0,91.8,280,828.67,7.9,73.6,18.6,92.1,280,815.45,26.8,61.8,11.4,73.2,279,808.84,40.5,51.6,7.9,59.5,279,800.27,53.4,36.6,10.0,46.6
6330507,COBB COUNTY,MCCLURE MIDDL,381,844.82,2.6,45.9,51.4,97.4,381,839.01,4.2,61.2,34.6,95.8,380,833.73,13.9,53.7,32.4,86.1,379,828.13,12.7,64.9,22.4,87.3,379,840.50,18.7,40.1,41.2,81.3
6330602,COBB COUNTY,PALMER MIDDLE,353,838.16,6.8,53.0,40.2,93.2,353,835.35,6.5,63.7,29.7,93.5,352,825.11,19.3,57.7,23.0,80.7,353,820.69,22.9,63.2,13.9,77.1,353,837.75,25.8,36.0,38.2,74.2
6330607,COBB COUNTY,LOVINGGOOD MI,376,846.84,2.7,42.0,55.3,97.3,377,841.18,4.0,59.2,36.9,96.0,377,833.12,12.2,56.8,31.0,87.8,376,822.51,14.1,72.9,13.0,85.9,376,852.30,12.5,36.7,50.8,87.5
6330807,COBB COUNTY,DEVEREUX ACKE,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--
6331056,COBB COUNTY,EAST COBB MID,437,834.42,10.5,52.6,36.8,89.5,437,829.43,8.7,71.6,19.7,91.3,442,820.67,24.2,56.3,19.5,75.8,442,811.71,36.0,52.0,12.0,64.0,435,821.40,30.3,44.1,25.5,69.7
6331060,COBB COUNTY,GARRETT MIDDL,306,828.84,8.5,66.3,25.2,91.5,306,828.86,10.1,72.5,17.3,89.9,309,813.66,32.0,56.6,11.3,68.0,309,796.06,57.0,43.0,0.0,43.0,306,794.19,67.6,23.2,9.2,32.4
6332560,COBB COUNTY,GRIFFIN MIDDL,325,829.65,13.2,59.1,27.7,86.8,325,828.07,11.1,72.3,16.6,88.9,327,821.26,22.6,57.8,19.6,77.4,327,807.50,44.0,46.5,9.5,56.0,325,804.82,48.3,37.8,13.8,51.7
6334050,COBB COUNTY,AWTREY MIDDLE,319,840.42,3.1,49.8,47.0,96.9,320,835.97,4.7,68.4,26.9,95.3,324,824.70,22.5,55.6,21.9,77.5,323,822.20,23.2,57.3,19.5,76.8,320,842.36,20.3,37.8,41.9,79.7
6334056,COBB COUNTY,DANIELL MIDDL,320,838.09,6.9,52.8,40.3,93.1,320,836.18,6.3,65.9,27.8,93.8,320,821.84,17.5,68.1,14.4,82.5,320,815.18,28.8,60.6,10.6,71.3,320,834.27,23.8,42.8,33.4,76.3
6335058,COBB COUNTY,FLOYD MIDDLE,303,831.30,6.9,66.7,26.4,93.1,303,830.78,6.3,73.6,20.1,93.7,303,811.59,33.3,57.4,9.2,66.7,303,812.19,38.0,49.5,12.5,62.0,302,817.14,39.1,39.1,21.9,60.9
6340108,COFFEE COUNTY,COFFEE MIDDLE,562,829.95,11.4,62.3,26.3,88.6,562,828.58,9.8,72.6,17.6,90.2,562,809.20,35.8,57.7,6.6,64.2,561,814.50,33.7,52.0,14.3,66.3,561,817.56,36.0,42.4,21.6,64.0
6355052,COLQUITT COUNTY,WILLIE J WIL,638,833.26,8.2,57.8,34.0,91.8,638,832.53,8.9,65.7,25.4,91.1,641,815.58,28.4,58.8,12.8,71.6,633,811.38,34.6,56.4,9.0,65.4,630,814.62,40.0,40.5,19.5,60.0
6360101,COLUMBIA COUNTY,GREENBRIER MI,166,850.87,0.0,34.9,65.1,100.0,166,845.88,0.0,52.4,47.6,100.0,166,839.16,7.8,55.4,36.7,92.2,166,840.20,7.2,54.8,38.0,92.8,166,856.31,11.4,28.9,59.6,88.6
6360103,COLUMBIA COUNTY,GROVETOWN MID,258,833.51,8.5,58.9,32.6,91.5,258,828.55,12.0,67.1,20.9,88.0,257,810.64,34.6,59.1,6.2,65.4,258,810.94,29.5,64.3,6.2,70.5,257,830.76,24.9,44.7,30.4,75.1
6360107,COLUMBIA COUNTY,EVANS MIDD SC,298,846.48,2.3,42.6,55.0,97.7,298,839.04,3.0,63.8,33.2,97.0,298,829.96,15.1,59.1,25.8,84.9,298,829.32,13.4,64.4,22.1,86.6,298,841.87,14.4,42.3,43.3,85.6
6360108,COLUMBIA COUNTY,STALLINGS ISL,178,855.07,1.1,28.7,70.2,98.9,178,852.51,2.2,42.1,55.6,97.8,178,848.25,4.5,49.4,46.1,95.5,178,860.72,2.2,37.6,60.1,97.8,178,877.28,3.9,21.9,74.2,96.1
6360193,COLUMBIA COUNTY,RIVERSIDE MID,244,847.55,1.6,38.9,59.4,98.4,245,843.61,3.7,52.2,44.1,96.3,245,834.92,9.4,55.9,34.7,90.6,245,841.05,9.0,50.2,40.8,91.0,245,861.68,9.4,32.2,58.4,90.6
6360283,COLUMBIA COUNTY,HARLEM MIDDLE,153,834.73,7.2,55.6,37.3,92.8,153,832.17,6.5,68.0,25.5,93.5,153,820.37,27.5,55.6,17.0,72.5,153,826.23,20.3,54.9,24.8,79.7,153,827.81,26.1,41.8,32.0,73.9
6360290,COLUMBIA COUNTY,LAKESIDE MIDD,241,839.57,3.7,55.2,41.1,96.3,242,834.77,4.5,70.7,24.8,95.5,245,826.08,16.3,60.8,22.9,83.7,245,822.07,22.4,59.2,18.4,77.6,242,834.81,21.1,46.3,32.6,78.9
6362050,COLUMBIA COUNTY,COLUMBIA MIDD,247,841.97,2.8,49.0,48.2,97.2,247,837.23,2.4,67.2,30.4,97.6,247,827.70,12.6,65.6,21.9,87.4,247,819.85,22.3,63.2,14.6,77.7,247,838.06,16.6,47.8,35.6,83.4
6370101,COOK COUNTY,COOK COUNTY M,241,829.45,9.5,64.7,25.7,90.5,241,831.35,9.5,63.9,26.6,90.5,241,807.77,32.4,62.7,5.0,67.6,240,813.26,34.6,51.7,13.8,65.4,239,812.21,42.7,38.9,18.4,57.3
6380106,COWETA COUNTY,LEE MIDDLE SC,314,842.53,5.4,47.8,46.8,94.6,314,837.24,7.6,60.2,32.2,92.4,314,823.92,19.1,62.1,18.8,80.9,314,819.75,22.0,63.4,14.6,78.0,314,836.84,22.0,39.8,38.2,78.0
6380289,COWETA COUNTY,EAST COWETA M,257,835.05,7.4,55.6,37.0,92.6,257,832.73,7.8,65.0,27.2,92.2,257,819.54,20.2,67.3,12.5,79.8,257,824.09,18.3,61.9,19.8,81.7,257,836.32,23.3,40.5,36.2,76.7
6380299,COWETA COUNTY,MADRAS MIDDLE,351,842.66,4.3,48.4,47.3,95.7,351,841.59,4.6,59.3,36.2,95.4,351,824.45,18.5,59.5,21.9,81.5,351,828.09,17.9,59.5,22.5,82.1,351,857.03,14.5,31.6,53.8,85.5
6380301,COWETA COUNTY,SMOKEY ROAD M,297,827.00,12.5,62.3,25.3,87.5,297,825.55,13.1,70.4,16.5,86.9,297,812.67,33.7,56.2,10.1,66.3,297,810.58,38.4,54.9,6.7,61.6,297,816.99,42.8,34.3,22.9,57.2
6380395,COWETA COUNTY,ARNALL MIDDLE,300,837.00,7.3,54.0,38.7,92.7,300,835.50,7.0,61.7,31.3,93.0,300,822.39,23.3,56.0,20.7,76.7,301,818.24,22.9,65.1,12.0,77.1,299,830.19,27.4,39.8,32.8,72.6
6381056,COWETA COUNTY,EVANS MIDDLE,239,840.13,2.9,54.4,42.7,97.1,239,841.40,2.9,61.1,36.0,97.1,239,820.10,24.3,59.4,16.3,75.7,239,823.94,18.4,61.5,20.1,81.6,239,835.83,25.9,36.4,37.7,74.1
6390202,CRAWFORD COUNTY,CRAWFORD CO M,138,833.91,4.3,64.5,31.2,95.7,138,839.06,2.2,63.8,34.1,97.8,138,812.30,30.4,63.0,6.5,69.6,138,807.30,41.3,55.8,2.9,58.7,138,793.41,59.4,36.2,4.3,40.6
6400197,CRISP COUNTY,CRISP CO MIDD,283,830.88,11.7,59.4,29.0,88.3,284,829.67,8.8,73.9,17.3,91.2,284,820.05,26.4,56.0,17.6,73.6,284,809.99,35.9,55.3,8.8,64.1,281,831.05,28.5,35.9,35.6,71.5
6410295,DADE COUNTY,DADE MIDDLE S,186,839.01,8.6,48.4,43.0,91.4,186,831.60,9.1,66.1,24.7,90.9,186,818.76,26.3,59.7,14.0,73.7,185,817.44,22.7,68.1,9.2,77.3,185,799.97,51.4,43.8,4.9,48.6
6420106,DAWSON COUNTY,RIVERVIEW MID,125,840.74,1.6,53.6,44.8,98.4,125,838.06,3.2,64.8,32.0,96.8,126,826.10,17.5,57.1,25.4,82.5,126,824.12,12.7,74.6,12.7,87.3,125,862.54,5.6,34.4,60.0,94.4
6420109,DAWSON COUNTY,NEW DAWSON CO,152,834.31,7.2,57.2,35.5,92.8,152,835.14,6.6,67.8,25.7,93.4,152,820.53,18.4,65.1,16.4,81.6,152,820.06,17.8,71.7,10.5,82.2,152,836.78,21.1,42.8,36.2,78.9
6432052,DECATUR COUNTY,HUTTO MIDDLE,437,830.27,10.3,63.6,26.1,89.7,437,831.49,7.8,69.8,22.4,92.2,437,809.57,35.5,56.5,8.0,64.5,437,816.22,30.2,57.7,12.1,69.8,437,809.65,40.3,49.7,10.1,59.7
6440101,DEKALB COUNTY,AVONDALE MIDD,176,815.37,29.0,58.5,12.5,71.0,176,815.91,21.0,72.7,6.3,79.0,179,796.83,54.2,44.1,1.7,45.8,176,789.99,71.0,28.4,0.6,29.0,173,777.32,79.2,20.2,0.6,20.8
6440189,DEKALB COUNTY,PEACHTREE MID,396,844.79,8.8,37.4,53.8,91.2,396,843.69,6.1,47.5,46.5,93.9,397,830.55,20.2,47.1,32.7,79.8,396,825.37,24.0,50.5,25.5,76.0,395,837.73,25.6,33.7,40.8,74.4
6440193,DEKALB COUNTY,CHAPEL HILL M,321,824.02,15.0,64.2,20.9,85.0,321,821.25,13.1,79.1,7.8,86.9,321,802.40,47.4,50.5,2.2,52.6,321,800.43,52.0,46.1,1.9,48.0,320,789.71,59.4,39.4,1.3,40.6
6440200,DEKALB COUNTY,CEDAR GROVE M,325,818.57,21.8,64.9,13.2,78.2,325,818.22,18.8,73.2,8.0,81.2,325,804.86,45.2,49.2,5.5,54.8,325,794.54,63.1,34.8,2.2,36.9,324,779.40,76.5,21.6,1.9,23.5
6440201,DEKALB COUNTY,FREEDOM MIDDL,308,820.56,25.3,52.9,21.8,74.7,308,817.24,25.0,59.7,15.3,75.0,307,806.58,47.2,40.7,12.1,52.8,305,804.86,48.2,43.3,8.5,51.8,307,792.84,62.9,30.9,6.2,37.1
6440203,DEKALB COUNTY,LITHONIA MIDD,426,821.37,18.3,64.3,17.4,81.7,426,819.71,19.2,70.2,10.6,80.8,426,804.12,46.7,47.9,5.4,53.3,422,795.89,62.1,35.5,2.4,37.9,422,791.58,60.4,34.8,4.7,39.6
6440205,DEKALB COUNTY,REDAN MIDDLE,354,827.22,12.1,63.6,24.3,87.9,354,824.08,11.6,76.0,12.4,88.4,354,810.15,42.7,48.6,8.8,57.3,353,802.17,48.7,48.2,3.1,51.3,353,788.20,68.0,28.3,3.7,32.0
6440288,DEKALB COUNTY,KITTREDGE MAG,144,868.65,0.0,7.6,92.4,100.0,144,863.46,0.0,16.0,84.0,100.0,144,862.53,0.0,35.4,64.6,100.0,144,860.33,0.0,32.6,67.4,100.0,144,901.67,0.0,4.9,95.1,100.0
6440290,DEKALB COUNTY,SEQUOYAH MIDD,318,827.72,13.8,60.7,25.5,86.2,319,825.39,10.7,76.5,12.9,89.3,327,815.41,29.1,60.9,10.1,70.9,327,812.80,34.6,56.0,9.5,65.4,317,804.37,45.1,43.5,11.4,54.9
6440291,DEKALB COUNTY,SALEM MIDDLE,378,824.51,15.1,61.1,23.8,84.9,377,821.10,15.1,74.5,10.3,84.9,378,802.71,47.9,47.6,4.5,52.1,375,799.87,53.6,43.7,2.7,46.4,372,788.82,68.3,27.4,4.3,31.7
6440301,DEKALB COUNTY,COLUMBIA MIDD,393,821.08,18.1,64.9,17.0,81.9,392,820.84,17.1,74.5,8.4,82.9,392,800.91,51.5,44.9,3.6,48.5,392,799.67,56.6,39.8,3.6,43.4,391,785.37,71.4,25.1,3.6,28.6
6440302,DEKALB COUNTY,DEKALB TRANSI,3,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,3,--,--,--,--,--
6440309,DEKALB COUNTY,WADSWORTH MAG,71,857.20,0.0,21.1,78.9,100.0,71,861.68,0.0,25.4,74.6,100.0,71,850.77,0.0,49.3,50.7,100.0,71,831.68,5.6,71.8,22.5,94.4,71,865.23,0.0,22.5,77.5,100.0
6440397,DEKALB COUNTY,STEPHENSON MI,362,828.20,12.4,63.0,24.6,87.6,362,827.29,11.9,69.3,18.8,88.1,361,816.95,31.0,52.6,16.3,69.0,360,802.47,45.3,51.4,3.3,54.7,358,792.21,58.9,37.7,3.4,41.1
6440401,DEKALB COUNTY,MARY MCLEOD B,327,823.60,17.1,62.7,20.2,82.9,327,820.09,17.1,71.9,11.0,82.9,327,805.64,45.3,48.6,6.1,54.7,326,798.83,54.0,43.3,2.8,46.0,323,782.69,75.5,23.2,1.2,24.5
6440406,DEKALB COUNTY,CHAMBLEE MIDD,150,839.23,6.0,55.3,38.7,94.0,150,834.01,6.0,65.3,28.7,94.0,154,819.43,23.4,59.1,17.5,76.6,154,817.78,30.5,53.2,16.2,69.5,150,807.17,46.0,38.0,16.0,54.0
6440500,DEKALB COUNTY,DEKALB ALT SC,41,798.15,61.0,34.1,4.9,39.0,34,797.76,55.9,41.2,2.9,44.1,39,782.56,84.6,12.8,2.6,15.4,26,778.69,88.5,11.5,0.0,11.5,32,761.31,87.5,9.4,3.1,12.5
6440506,DEKALB COUNTY,STONE MOUNTAI,375,823.65,17.6,61.9,20.5,82.4,375,821.33,16.8,72.8,10.4,83.2,375,804.85,42.9,50.9,6.1,57.1,373,805.01,44.2,50.9,4.8,55.8,365,790.87,61.1,34.8,4.1,38.9
6440507,DEKALB COUNTY,THE CHAMPION,182,837.18,4.9,61.0,34.1,95.1,182,833.53,2.7,73.6,23.6,97.3,182,820.96,18.7,64.8,16.5,81.3,182,809.04,35.7,59.3,4.9,64.3,182,806.45,43.4,47.3,9.3,56.6
6440597,DEKALB COUNTY,MILLER GROVE,344,826.05,13.1,63.7,23.3,86.9,344,822.44,13.7,77.6,8.7,86.3,344,808.76,38.1,53.5,8.4,61.9,343,802.29,48.7,46.4,5.0,51.3,342,786.82,71.3,25.4,3.2,28.7
6440605,DEKALB COUNTY,TUCKER MIDDLE,361,835.74,10.5,48.5,41.0,89.5,356,834.81,9.0,62.9,28.1,91.0,360,816.84,28.6,56.1,15.3,71.4,361,812.03,36.8,51.8,11.4,63.2,356,807.53,47.2,36.5,16.3,52.8
6440705,DEKALB COUNTY,DEKALB PATH A,82,832.82,7.3,57.3,35.4,92.7,82,834.54,0.0,76.8,23.2,100.0,82,823.21,19.5,61.0,19.5,80.5,82,809.56,34.1,62.2,3.7,65.9,82,856.91,4.9,37.8,57.3,95.1
6440707,DEKALB COUNTY,UHS OF LAUREL,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6440797,DEKALB COUNTY,HENDERSON MID,432,843.25,6.5,46.5,47.0,93.5,432,841.23,6.9,54.2,38.9,93.1,434,830.04,20.0,51.2,28.8,80.0,432,825.22,22.7,54.9,22.5,77.3,430,828.12,29.8,36.5,33.7,70.2
6440805,DEKALB COUNTY,INTL COMM SCH,49,822.06,24.5,49.0,26.5,75.5,49,823.08,22.4,59.2,18.4,77.6,49,808.73,40.8,40.8,18.4,59.2,49,806.80,38.8,46.9,14.3,61.2,49,833.67,24.5,36.7,38.8,75.5
6440897,DEKALB COUNTY,SHAMROCK MIDD,353,832.10,14.7,47.6,37.7,85.3,353,828.55,14.2,63.5,22.4,85.8,353,817.29,32.0,49.3,18.7,68.0,353,815.17,37.4,45.9,16.7,62.6,352,808.70,45.7,34.1,20.2,54.3
6441010,DEKALB COUNTY,DEKALB ACADEM,51,833.43,9.8,60.8,29.4,90.2,51,830.14,9.8,68.6,21.6,90.2,51,811.39,29.4,66.7,3.9,70.6,51,806.04,33.3,64.7,2.0,66.7,50,815.32,36.0,52.0,12.0,64.0
6441050,DEKALB COUNTY,DEKALB ELEMEN,70,846.33,0.0,47.1,52.9,100.0,70,838.50,1.4,71.4,27.1,98.6,70,835.20,5.7,68.6,25.7,94.3,70,806.59,32.9,67.1,0.0,67.1,70,792.76,61.4,37.1,1.4,38.6
6441057,DEKALB COUNTY,MCNAIR MIDDLE,276,818.19,19.2,69.9,10.9,80.8,276,818.74,15.2,77.5,7.2,84.8,277,797.87,56.3,41.5,2.2,43.7,277,786.24,78.7,20.9,0.4,21.3,276,777.02,84.8,13.4,1.8,15.2
6445066,DEKALB COUNTY,DEKALB ROCKDA,14,787.14,78.6,21.4,0.0,21.4,14,791.86,78.6,21.4,0.0,21.4,14,773.43,85.7,14.3,0.0,14.3,14,776.00,92.9,7.1,0.0,7.1,14,746.36,100.0,0.0,0.0,0.0
6450180,DODGE COUNTY,DODGE CO MIDD,235,832.26,10.2,55.3,34.5,89.8,235,829.64,12.3,63.8,23.8,87.7,235,811.47,29.8,63.0,7.2,70.2,235,812.10,33.6,57.9,8.5,66.4,233,822.44,30.9,40.8,28.3,69.1
6460204,DOOLY COUNTY,DOOLY CO MIDD,99,823.03,16.2,66.7,17.2,83.8,99,823.39,10.1,80.8,9.1,89.9,99,806.01,38.4,57.6,4.0,61.6,99,799.83,51.5,48.5,0.0,48.5,99,803.34,52.5,36.4,11.1,47.5
6470101,DOUGHERTY COUNTY,ALBANY MIDDLE,180,815.73,26.7,62.2,11.1,73.3,181,816.85,14.9,78.5,6.6,85.1,180,801.99,45.6,52.8,1.7,54.4,178,792.68,70.8,26.4,2.8,29.2,177,797.16,59.3,29.9,10.7,40.7
6470103,DOUGHERTY COUNTY,ROBERT A CRO,210,851.31,0.0,37.1,62.9,100.0,210,852.74,0.0,37.6,62.4,100.0,210,829.77,5.2,73.8,21.0,94.8,210,827.29,7.1,76.7,16.2,92.9,210,863.27,2.4,31.4,66.2,97.6
6470106,DOUGHERTY COUNTY,RADIUM SPR MI,251,820.82,17.9,68.1,13.9,82.1,251,822.07,13.1,77.7,9.2,86.9,250,807.16,38.0,58.8,3.2,62.0,248,793.56,66.9,31.9,1.2,33.1,249,785.21,74.3,22.9,2.8,25.7
6473052,DOUGHERTY COUNTY,DOUGHERTY MID,178,817.29,19.7,72.5,7.9,80.3,178,817.84,18.0,75.8,6.2,82.0,177,801.11,44.6,53.7,1.7,55.4,176,794.64,59.7,39.8,0.6,40.3,177,792.08,59.9,36.7,3.4,40.1
6474056,DOUGHERTY COUNTY,MERRY ACRES M,241,833.45,8.3,56.0,35.7,91.7,241,835.33,6.2,64.3,29.5,93.8,241,823.44,19.1,61.4,19.5,80.9,239,817.08,27.6,58.6,13.8,72.4,239,822.56,38.9,37.2,23.8,61.1
6475060,DOUGHERTY COUNTY,SOUTHSIDE MID,181,818.41,16.6,74.0,9.4,83.4,181,816.64,18.2,76.8,5.0,81.8,181,798.96,51.4,47.5,1.1,48.6,181,800.19,52.5,44.2,3.3,47.5,181,800.95,54.1,38.1,7.7,45.9
