Key,System Name,School Name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
6330204,COBB COUNTY,PITNER ELEMEN,136,833.72,11.8,51.5,36.8,88.2,137,827.07,16.1,63.5,20.4,83.9,138,825.54,27.5,39.9,32.6,72.5,143,826.71,26.6,43.4,30.1,73.4,141,819.37,26.2,57.4,16.3,73.8,7,11th
6330273,COBB COUNTY,KINCAID ELEME,106,850.96,2.8,34.9,62.3,97.2,106,851.22,3.8,45.3,50.9,96.2,104,846.46,11.5,33.7,54.8,88.5,107,856.77,6.5,32.7,60.7,93.5,107,840.21,7.5,56.1,36.4,92.5,7,6th
6330278,COBB COUNTY,MOUNT BETHEL,175,859.70,0.6,27.4,72.0,99.4,175,860.53,2.9,33.7,63.4,97.1,175,856.89,5.7,27.4,66.9,94.3,175,871.71,2.3,22.3,75.4,97.7,175,851.38,2.9,46.9,50.3,97.1,7,6th
6330287,COBB COUNTY,LEWIS ELEMENT,143,842.39,4.9,53.8,41.3,95.1,143,838.02,5.6,62.9,31.5,94.4,143,844.00,7.7,42.7,49.7,92.3,145,843.16,9.7,44.8,45.5,90.3,145,827.28,11.7,66.9,21.4,88.3,7,11th
6330288,COBB COUNTY,MOUNTAIN VIEW,133,851.06,3.0,42.1,54.9,97.0,133,853.99,3.0,45.9,51.1,97.0,130,853.36,6.2,41.5,52.3,93.8,133,874.18,2.3,19.5,78.2,97.7,133,851.59,3.0,43.6,53.4,97.0,7,6th
6330289,COBB COUNTY,ADDISON ELEME,83,857.57,6.0,33.7,60.2,94.0,84,847.49,4.8,44.0,51.2,95.2,82,851.96,4.9,41.5,53.7,95.1,86,855.62,9.3,36.0,54.7,90.7,85,840.08,8.2,52.9,38.8,91.8,7,6th
6330291,COBB COUNTY,SHALLOWFORD F,115,858.38,1.7,23.5,74.8,98.3,114,860.04,1.8,28.9,69.3,98.2,115,861.83,2.6,27.0,70.4,97.4,115,878.28,0.9,15.7,83.5,99.1,115,846.86,1.7,51.3,47.0,98.3,7,6th
6330292,COBB COUNTY,FORD ELEMENTA,168,857.73,0.0,31.0,69.0,100.0,167,851.77,0.0,51.5,48.5,100.0,166,860.78,0.6,34.3,65.1,99.4,169,866.36,3.6,30.8,65.7,96.4,169,842.88,4.1,52.7,43.2,95.9,7,11th
6330297,COBB COUNTY,FREY ELEMENTA,98,844.94,6.1,48.0,45.9,93.9,96,841.82,5.2,56.3,38.5,94.8,95,841.69,6.3,51.6,42.1,93.7,98,852.08,6.1,40.8,53.1,93.9,98,834.12,7.1,65.3,27.6,92.9,7,11th
6330298,COBB COUNTY,CHEATHAM HILL,194,843.91,4.1,49.0,46.9,95.9,191,845.15,4.7,52.4,42.9,95.3,191,848.72,7.9,39.3,52.9,92.1,194,850.03,11.3,39.7,49.0,88.7,194,836.40,11.3,51.0,37.6,88.7,7,11th
6330302,COBB COUNTY,ACWORTH INTER,204,835.52,12.3,50.0,37.7,87.7,203,833.13,11.8,56.7,31.5,88.2,195,837.24,15.9,43.1,41.0,84.1,206,841.21,16.5,41.7,41.7,83.5,206,816.90,23.8,65.5,10.7,76.2,7,11th
6330304,COBB COUNTY,KENNESAW CHAR,70,850.33,2.9,38.6,58.6,97.1,70,844.94,2.9,45.7,51.4,97.1,70,836.91,12.9,47.1,40.0,87.1,70,865.86,2.9,28.6,68.6,97.1,70,853.53,2.9,35.7,61.4,97.1,7,11th
6330375,COBB COUNTY,MURDOCK ELEME,144,861.04,2.1,25.0,72.9,97.9,144,861.29,1.4,31.9,66.7,98.6,144,866.81,3.5,23.6,72.9,96.5,144,880.40,2.1,15.3,82.6,97.9,144,855.43,3.5,36.1,60.4,96.5,7,6th
6330378,COBB COUNTY,ROCKY MOUNT E,103,853.70,2.9,31.1,66.0,97.1,103,849.36,0.0,41.7,58.3,100.0,103,853.50,3.9,37.9,58.3,96.1,103,861.91,2.9,35.9,61.2,97.1,103,843.45,7.8,50.5,41.7,92.2,7,6th
6330388,COBB COUNTY,DAVIS ELEMENT,94,850.80,2.1,38.3,59.6,97.9,93,847.88,3.2,48.4,48.4,96.8,93,846.46,6.5,40.9,52.7,93.5,94,868.03,0.0,28.7,71.3,100.0,94,849.34,3.2,46.8,50.0,96.8,7,6th
6330391,COBB COUNTY,NICHOLSON ELE,72,850.44,2.8,33.3,63.9,97.2,72,846.88,2.8,51.4,45.8,97.2,72,855.85,5.6,40.3,54.2,94.4,73,861.56,6.8,34.2,58.9,93.2,72,834.85,9.7,62.5,27.8,90.3,7,6th
6330397,COBB COUNTY,GREEN ACRES E,90,821.69,17.8,63.3,18.9,82.2,89,828.49,13.5,62.9,23.6,86.5,89,819.73,21.3,59.6,19.1,78.7,91,813.53,28.6,58.2,13.2,71.4,90,798.14,48.9,51.1,0.0,51.1,7,13th
6330398,COBB COUNTY,SANDERS ELEME,142,819.27,21.8,61.3,16.9,78.2,143,819.24,22.4,67.1,10.5,77.6,142,821.95,23.2,52.8,23.9,76.8,144,816.10,33.3,49.3,17.4,66.7,141,805.00,38.3,58.2,3.5,61.7,7,11th
6330399,COBB COUNTY,BLACKWELL ELE,127,839.54,7.1,51.2,41.7,92.9,126,838.26,7.9,54.8,37.3,92.1,125,845.53,10.4,40.8,48.8,89.6,127,840.19,14.2,43.3,42.5,85.8,127,824.50,15.7,67.7,16.5,84.3,7,11th
6330402,COBB COUNTY,AUSTELL INTER,138,837.30,7.2,53.6,39.1,92.8,138,838.50,13.0,47.1,39.9,87.0,136,852.80,6.6,35.3,58.1,93.4,138,818.80,23.9,63.0,13.0,76.1,138,804.76,38.4,59.4,2.2,61.6,7,13th
6330478,COBB COUNTY,SOPE CREEK EL,157,857.78,3.8,23.6,72.6,96.2,157,855.15,3.8,29.9,66.2,96.2,161,864.89,5.6,25.5,68.9,94.4,160,875.65,5.6,17.5,76.9,94.4,157,859.21,3.2,31.2,65.6,96.8,7,6th
6330489,COBB COUNTY,POWDER SPRING,156,830.17,15.4,55.8,28.8,84.6,155,829.70,13.5,61.3,25.2,86.5,154,831.62,18.8,47.4,33.8,81.2,156,826.17,21.8,53.8,24.4,78.2,156,807.85,33.3,64.7,1.9,66.7,7,13th
6330491,COBB COUNTY,TIMBER RIDGE,105,862.60,0.0,17.1,82.9,100.0,105,863.23,0.0,27.6,72.4,100.0,105,871.00,4.8,20.0,75.2,95.2,105,880.89,1.0,16.2,82.9,99.0,105,866.11,1.9,22.9,75.2,98.1,7,6th
6330504,COBB COUNTY,BIG SHANTY EL,262,845.17,4.6,43.5,51.9,95.4,263,841.53,5.3,57.4,37.3,94.7,256,839.74,12.1,44.9,43.0,87.9,263,846.71,11.4,43.7,44.9,88.6,263,831.56,8.0,66.9,25.1,92.0,7,11th
6330592,COBB COUNTY,BRYANT ELEMEN,112,824.37,17.9,58.0,24.1,82.1,109,830.87,16.5,56.9,26.6,83.5,111,830.54,19.8,46.8,33.3,80.2,113,820.96,31.9,43.4,24.8,68.1,113,802.13,44.2,53.1,2.7,55.8,7,13th
6330807,COBB COUNTY,DEVEREUX ACKE,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,7,11th
6331052,COBB COUNTY,BELMONT HILLS,87,815.01,26.4,64.4,9.2,73.6,87,811.84,34.5,59.8,5.7,65.5,88,801.92,46.6,46.6,6.8,53.4,90,810.23,33.3,55.6,11.1,66.7,89,810.99,32.6,61.8,5.6,67.4,7,13th
6331058,COBB COUNTY,EAST SIDE ELE,174,859.05,5.7,20.7,73.6,94.3,174,862.86,4.6,22.4,73.0,95.4,175,871.95,6.3,18.9,74.9,93.7,176,878.01,3.4,15.9,80.7,96.6,173,851.32,4.6,39.3,56.1,95.4,7,6th
6331066,COBB COUNTY,NORTON PARK E,118,820.42,23.7,56.8,19.5,76.3,118,823.28,19.5,61.0,19.5,80.5,117,820.41,25.6,47.0,27.4,74.4,120,808.28,39.2,52.5,8.3,60.8,120,798.38,51.7,48.3,0.0,48.3,7,13th
6331067,COBB COUNTY,POWERS FERRY,73,827.82,13.7,57.5,28.8,86.3,73,822.92,24.7,56.2,19.2,75.3,71,817.31,29.6,45.1,25.4,70.4,74,816.01,45.9,29.7,24.3,54.1,74,803.85,47.3,45.9,6.8,52.7,7,6th
6331068,COBB COUNTY,SKY VIEW ELEM,71,823.38,16.9,62.0,21.1,83.1,71,825.92,18.3,63.4,18.3,81.7,71,818.87,31.0,42.3,26.8,69.0,71,826.97,18.3,54.9,26.8,81.7,70,816.83,27.1,58.6,14.3,72.9,7,13th
6332050,COBB COUNTY,ARGYLE ELEMEN,109,827.40,14.7,57.8,27.5,85.3,108,823.92,12.0,70.4,17.6,88.0,109,809.72,32.1,57.8,10.1,67.9,121,809.36,33.1,56.2,10.7,66.9,118,799.72,38.1,61.9,0.0,61.9,7,13th
6332054,COBB COUNTY,CLARKDALE ELE,70,825.53,20.0,52.9,27.1,80.0,69,823.94,23.2,58.0,18.8,76.8,68,824.88,29.4,36.8,33.8,70.6,70,824.67,34.3,31.4,34.3,65.7,70,813.59,35.7,51.4,12.9,64.3,7,11th
6332062,COBB COUNTY,KING SPRINGS,103,843.44,7.8,47.6,44.7,92.2,103,847.56,6.8,42.7,50.5,93.2,104,851.71,9.6,31.7,58.7,90.4,105,853.82,11.4,33.3,55.2,88.6,105,841.30,7.6,46.7,45.7,92.4,7,13th
6333054,COBB COUNTY,CLAY ELEMENTA,92,823.40,14.1,68.5,17.4,85.9,90,825.13,20.0,60.0,20.0,80.0,94,818.44,30.9,45.7,23.4,69.1,96,812.86,36.5,42.7,20.8,63.5,94,802.07,44.7,53.2,2.1,55.3,7,13th
6333058,COBB COUNTY,FAIR OAKS ELE,124,815.63,25.8,64.5,9.7,74.2,124,821.70,14.5,75.0,10.5,85.5,124,824.05,22.6,54.0,23.4,77.4,124,809.06,37.1,52.4,10.5,62.9,124,797.15,54.0,45.2,0.8,46.0,7,13th
6333060,COBB COUNTY,HARMONY LELAN,90,836.22,13.3,52.2,34.4,86.7,90,837.57,12.2,45.6,42.2,87.8,90,828.12,20.0,46.7,33.3,80.0,91,827.54,24.2,45.1,30.8,75.8,90,812.52,34.4,55.6,10.0,65.6,7,13th
6333062,COBB COUNTY,LABELLE ELEME,64,828.09,20.3,53.1,26.6,79.7,62,829.00,16.1,59.7,24.2,83.9,60,826.13,20.0,46.7,33.3,80.0,64,821.86,21.9,56.3,21.9,78.1,64,811.34,29.7,59.4,10.9,70.3,7,13th
6333064,COBB COUNTY,MILFORD ELEME,101,824.81,21.8,55.4,22.8,78.2,103,826.75,15.5,63.1,21.4,84.5,101,827.34,21.8,47.5,30.7,78.2,103,813.45,37.9,42.7,19.4,62.1,103,805.14,38.8,59.2,1.9,61.2,7,13th
6333067,COBB COUNTY,RUSSELL ELEME,94,834.03,12.8,54.3,33.0,87.2,95,826.92,17.9,63.2,18.9,82.1,91,820.96,26.4,50.5,23.1,73.6,95,821.85,30.5,43.2,26.3,69.5,95,804.68,41.1,56.8,2.1,58.9,7,13th
6333556,COBB COUNTY,COMPTON ELEME,80,820.89,22.5,65.0,12.5,77.5,79,817.48,25.3,62.0,12.7,74.7,76,814.61,30.3,51.3,18.4,69.7,82,797.61,56.1,35.4,8.5,43.9,81,794.12,58.0,42.0,0.0,42.0,7,13th
6334052,COBB COUNTY,BROWN ELEMENT,34,823.47,17.6,58.8,23.5,82.4,34,818.85,23.5,67.6,8.8,76.5,33,823.70,27.3,45.5,27.3,72.7,34,822.79,26.5,50.0,23.5,73.5,33,815.61,36.4,51.5,12.1,63.6,7,13th
6334068,COBB COUNTY,TEASLEY ELEME,98,843.95,5.1,46.9,48.0,94.9,98,842.61,4.1,62.2,33.7,95.9,98,834.88,9.2,52.0,38.8,90.8,98,835.47,17.3,42.9,39.8,82.7,98,819.82,21.4,66.3,12.2,78.6,7,13th
6334560,COBB COUNTY,HOLLYDALE ELE,112,827.14,19.6,55.4,25.0,80.4,111,826.38,20.7,56.8,22.5,79.3,111,818.41,32.4,45.0,22.5,67.6,115,813.19,34.8,50.4,14.8,65.2,114,807.04,36.0,59.6,4.4,64.0,7,13th
6335050,COBB COUNTY,BELLS FERRY E,105,855.43,3.8,30.5,65.7,96.2,104,853.50,1.9,46.2,51.9,98.1,104,863.49,1.0,30.8,68.3,99.0,106,867.30,6.6,22.6,70.8,93.4,105,856.99,2.9,37.1,60.0,97.1,7,11th
6335052,COBB COUNTY,BRUMBY ELEMEN,173,825.96,17.9,57.8,24.3,82.1,168,826.18,19.6,54.8,25.6,80.4,171,821.10,30.4,42.7,26.9,69.6,173,815.32,35.3,46.2,18.5,64.7,172,807.63,34.9,59.3,5.8,65.1,7,11th
6335056,COBB COUNTY,DUE WEST ELEM,71,857.85,1.4,32.4,66.2,98.6,71,856.65,1.4,36.6,62.0,98.6,70,864.81,7.1,22.9,70.0,92.9,71,877.52,2.8,25.4,71.8,97.2,71,849.14,2.8,46.5,50.7,97.2,7,11th
6335062,COBB COUNTY,MABLETON ELEM,51,830.63,9.8,62.7,27.5,90.2,51,827.37,7.8,74.5,17.6,92.2,50,825.46,16.0,56.0,28.0,84.0,52,826.79,17.3,59.6,23.1,82.7,52,810.33,26.9,67.3,5.8,73.1,7,13th
6335067,COBB COUNTY,SEDALIA PARK,120,836.53,9.2,53.3,37.5,90.8,119,845.03,5.0,50.4,44.5,95.0,119,829.76,20.2,46.2,33.6,79.8,120,846.38,12.5,38.3,49.2,87.5,120,826.63,19.2,57.5,23.3,80.8,7,6th
6335068,COBB COUNTY,EASTVALLEY EL,91,841.47,9.9,45.1,45.1,90.1,91,838.71,13.2,44.0,42.9,86.8,90,840.76,16.7,34.4,48.9,83.3,91,842.38,16.5,39.6,44.0,83.5,90,827.43,17.8,57.8,24.4,82.2,7,6th
6340100,COFFEE COUNTY,INDIAN CREEK,105,833.51,13.3,51.4,35.2,86.7,104,834.37,10.6,56.7,32.7,89.4,104,830.14,13.5,54.8,31.7,86.5,103,845.38,14.6,37.9,47.6,85.4,103,832.91,14.6,50.5,35.0,85.4,13,1st
6340102,COFFEE COUNTY,AMBROSE ELEME,64,838.58,1.6,64.1,34.4,98.4,64,834.88,4.7,60.9,34.4,95.3,64,828.13,10.9,65.6,23.4,89.1,64,864.13,3.1,29.7,67.2,96.9,64,860.16,3.1,37.5,59.4,96.9,13,1st
6340182,COFFEE COUNTY,SATILLA ELEME,98,831.00,7.1,68.4,24.5,92.9,98,831.98,9.2,63.3,27.6,90.8,97,825.54,18.6,53.6,27.8,81.4,99,831.29,14.1,58.6,27.3,85.9,99,815.67,22.2,69.7,8.1,77.8,13,1st
6340191,COFFEE COUNTY,BROXTON MARY,26,840.19,3.8,53.8,42.3,96.2,26,832.50,7.7,61.5,30.8,92.3,25,840.60,8.0,44.0,48.0,92.0,26,849.62,7.7,38.5,53.8,92.3,26,838.04,15.4,42.3,42.3,84.6,13,1st
6340282,COFFEE COUNTY,EASTSIDE ELEM,101,835.68,6.9,63.4,29.7,93.1,102,839.33,5.9,54.9,39.2,94.1,100,843.02,9.0,47.0,44.0,91.0,102,847.06,13.7,36.3,50.0,86.3,102,829.84,16.7,57.8,25.5,83.3,13,1st
6340291,COFFEE COUNTY,NICHOLLS ELEM,53,831.87,13.2,54.7,32.1,86.8,52,830.96,9.6,69.2,21.2,90.4,51,837.67,19.6,43.1,37.3,80.4,53,839.83,18.9,34.0,47.2,81.1,53,821.53,26.4,54.7,18.9,73.6,13,1st
6343052,COFFEE COUNTY,WEST GREEN EL,56,827.43,12.5,64.3,23.2,87.5,56,828.13,8.9,75.0,16.1,91.1,56,833.48,21.4,46.4,32.1,78.6,56,831.43,17.9,55.4,26.8,82.1,56,825.55,16.1,69.6,14.3,83.9,13,1st
6345050,COFFEE COUNTY,WESTSIDE ELEM,69,845.97,1.4,49.3,49.3,98.6,69,847.30,1.4,55.1,43.5,98.6,69,844.67,5.8,49.3,44.9,94.2,69,853.75,2.9,43.5,53.6,97.1,69,845.68,5.8,47.8,46.4,94.2,13,1st
6350178,COLQUITT COUNTY,DOERUN ELEMEN,47,839.68,8.5,48.9,42.6,91.5,46,840.09,8.7,50.0,41.3,91.3,46,844.91,10.9,34.8,54.3,89.1,47,841.02,17.0,38.3,44.7,83.0,47,825.89,14.9,70.2,14.9,85.1,15,8th
6350187,COLQUITT COUNTY,ODOM ELEMENTA,112,835.29,9.8,54.5,35.7,90.2,113,836.77,9.7,54.9,35.4,90.3,113,831.29,17.7,46.9,35.4,82.3,114,833.36,17.5,45.6,36.8,82.5,113,811.10,27.4,69.9,2.7,72.6,15,8th
6350278,COLQUITT COUNTY,NORMAN PARK E,83,832.63,7.2,68.7,24.1,92.8,83,832.42,9.6,65.1,25.3,90.4,83,836.89,14.5,42.2,43.4,85.5,83,837.36,13.3,44.6,42.2,86.7,83,819.22,18.1,72.3,9.6,81.9,15,8th
6352052,COLQUITT COUNTY,FUNSTON ELEME,56,831.86,7.1,66.1,26.8,92.9,56,836.16,5.4,67.9,26.8,94.6,56,846.54,7.1,42.9,50.0,92.9,56,841.77,10.7,48.2,41.1,89.3,56,828.45,21.4,53.6,25.0,78.6,15,8th
6352056,COLQUITT COUNTY,WRIGHT ELEMEN,93,837.54,12.9,49.5,37.6,87.1,93,832.62,10.8,60.2,29.0,89.2,92,847.65,12.0,34.8,53.3,88.0,93,843.26,12.9,38.7,48.4,87.1,93,832.25,12.9,50.5,36.6,87.1,15,8th
6353050,COLQUITT COUNTY,STRINGFELLOW,53,813.38,26.4,60.4,13.2,73.6,53,812.30,32.1,56.6,11.3,67.9,53,808.19,39.6,45.3,15.1,60.4,55,790.29,67.3,29.1,3.6,32.7,55,790.78,65.5,34.5,0.0,34.5,15,8th
6353054,COLQUITT COUNTY,OKAPILCO ELEM,72,821.60,26.4,56.9,16.7,73.6,72,826.61,15.3,61.1,23.6,84.7,73,821.29,19.2,60.3,20.5,80.8,74,820.59,32.4,48.6,18.9,67.6,74,816.66,17.6,78.4,4.1,82.4,15,8th
6354050,COLQUITT COUNTY,COX ELEMENTAR,68,815.32,23.5,63.2,13.2,76.5,68,812.41,32.4,60.3,7.4,67.6,67,812.15,32.8,53.7,13.4,67.2,71,807.75,38.0,53.5,8.5,62.0,71,805.15,31.0,67.6,1.4,69.0,15,8th
6354052,COLQUITT COUNTY,HAMILTON ELEM,31,840.00,9.7,54.8,35.5,90.3,31,833.52,16.1,51.6,32.3,83.9,30,826.77,16.7,56.7,26.7,83.3,31,846.58,9.7,48.4,41.9,90.3,31,830.26,9.7,74.2,16.1,90.3,15,8th
6355054,COLQUITT COUNTY,SUNSET ELEMEN,106,825.95,20.8,51.9,27.4,79.2,106,827.57,16.0,62.3,21.7,84.0,107,825.12,22.4,48.6,29.0,77.6,108,808.15,38.0,49.1,13.0,62.0,107,806.24,41.1,54.2,4.7,58.9,15,8th
6360102,COLUMBIA COUNTY,LEWISTON ELEM,165,844.04,4.8,50.9,44.2,95.2,165,844.42,5.5,53.3,41.2,94.5,165,842.25,9.7,43.6,46.7,90.3,166,861.72,7.2,30.7,62.0,92.8,166,835.81,9.6,57.8,32.5,90.4,1,10th
6360106,COLUMBIA COUNTY,RIVER RIDGE E,152,853.63,1.3,35.5,63.2,98.7,152,856.03,2.0,33.6,64.5,98.0,152,851.13,9.2,32.2,58.6,90.8,152,873.80,3.3,21.1,75.7,96.7,152,840.97,5.9,52.0,42.1,94.1,1,10th
6360173,COLUMBIA COUNTY,WESTMONT ELEM,86,837.87,3.5,59.3,37.2,96.5,86,838.86,5.8,55.8,38.4,94.2,86,842.05,11.6,41.9,46.5,88.4,87,850.78,10.3,40.2,49.4,89.7,87,830.55,11.5,63.2,25.3,88.5,1,10th
6360186,COLUMBIA COUNTY,EVANS ELEMENT,83,841.34,3.6,47.0,49.4,96.4,83,841.83,7.2,53.0,39.8,92.8,83,839.24,13.3,42.2,44.6,86.7,83,858.33,7.2,33.7,59.0,92.8,83,838.04,8.4,49.4,42.2,91.6,1,10th
6360188,COLUMBIA COUNTY,BLUE RIDGE EL,102,853.38,2.0,44.1,53.9,98.0,102,848.80,2.0,50.0,48.0,98.0,102,840.87,7.8,49.0,43.1,92.2,102,866.00,1.0,33.3,65.7,99.0,102,849.08,2.9,46.1,51.0,97.1,1,10th
6360190,COLUMBIA COUNTY,BROOKWOOD ELE,89,836.84,9.0,51.7,39.3,91.0,89,836.26,12.4,51.7,36.0,87.6,89,839.28,15.7,40.4,43.8,84.3,89,843.84,14.6,41.6,43.8,85.4,89,825.20,19.1,61.8,19.1,80.9,1,10th
6360192,COLUMBIA COUNTY,STEVENS CREEK,160,857.41,0.6,33.1,66.3,99.4,160,853.70,0.6,46.9,52.5,99.4,163,855.82,2.5,44.2,53.4,97.5,163,867.90,0.6,32.5,66.9,99.4,160,844.46,1.9,55.0,43.1,98.1,1,10th
6360194,COLUMBIA COUNTY,RIVERSIDE ELE,134,853.25,3.7,35.1,61.2,96.3,135,843.12,7.4,49.6,43.0,92.6,134,847.41,9.0,35.1,56.0,91.0,136,869.99,4.4,20.6,75.0,95.6,136,855.43,4.4,38.2,57.4,95.6,1,10th
6360208,COLUMBIA COUNTY,CEDAR RIDGE E,145,844.57,3.4,53.1,43.4,96.6,145,842.78,3.4,53.1,43.4,96.6,145,839.05,5.5,51.7,42.8,94.5,146,856.79,6.2,31.5,62.3,93.8,146,828.00,6.8,73.3,19.9,93.2,1,10th
6360297,COLUMBIA COUNTY,GREENBRIER EL,135,849.84,0.7,39.3,60.0,99.3,135,851.97,1.5,46.7,51.9,98.5,135,851.57,2.2,43.0,54.8,97.8,136,867.15,2.9,25.7,71.3,97.1,136,837.49,3.7,68.4,27.9,96.3,1,10th
6360397,COLUMBIA COUNTY,EUCHEE CREEK,53,838.81,9.4,47.2,43.4,90.6,53,833.94,7.5,64.2,28.3,92.5,53,836.04,15.1,37.7,47.2,84.9,53,840.32,13.2,41.5,45.3,86.8,53,820.53,18.9,66.0,15.1,81.1,1,10th
6361050,COLUMBIA COUNTY,BEL AIR ELEME,73,836.11,2.7,63.0,34.2,97.3,73,836.52,4.1,60.3,35.6,95.9,73,839.49,12.3,46.6,41.1,87.7,73,845.55,11.0,45.2,43.8,89.0,73,823.97,6.8,80.8,12.3,93.2,1,10th
6362052,COLUMBIA COUNTY,MARTINEZ ELEM,90,840.87,5.6,54.4,40.0,94.4,89,839.69,10.1,47.2,42.7,89.9,89,832.27,14.6,50.6,34.8,85.4,91,848.34,12.1,33.0,54.9,87.9,91,821.10,15.4,70.3,14.3,84.6,1,10th
6363052,COLUMBIA COUNTY,NORTH COLUMBI,63,847.00,3.2,49.2,47.6,96.8,63,842.57,3.2,55.6,41.3,96.8,63,838.33,7.9,54.0,38.1,92.1,63,864.21,0.0,36.5,63.5,100.0,63,840.89,6.3,52.4,41.3,93.7,1,10th
6364052,COLUMBIA COUNTY,NORTH HARLEM,96,845.49,7.3,39.6,53.1,92.7,96,837.92,9.4,55.2,35.4,90.6,97,841.87,10.3,48.5,41.2,89.7,97,847.94,11.3,43.3,45.4,88.7,97,821.27,13.4,73.2,13.4,86.6,1,10th
6365050,COLUMBIA COUNTY,GROVETOWN ELE,117,841.75,5.1,53.0,41.9,94.9,117,842.65,6.8,51.3,41.9,93.2,117,839.64,13.7,47.9,38.5,86.3,117,842.97,15.4,35.0,49.6,84.6,117,836.31,10.3,55.6,34.2,89.7,1,10th
6365052,COLUMBIA COUNTY,SOUTH COLUMBI,95,836.91,9.5,50.5,40.0,90.5,96,835.80,10.4,53.1,36.5,89.6,95,822.82,21.1,57.9,21.1,78.9,96,849.70,12.5,26.0,61.5,87.5,96,823.30,20.8,65.6,13.5,79.2,1,10th
6370104,COOK COUNTY,COOK ELEMENTA,234,826.74,14.5,62.4,23.1,85.5,233,826.69,16.3,61.8,21.9,83.7,233,819.91,25.8,53.2,21.0,74.2,234,834.69,20.1,42.3,37.6,79.9,234,822.05,23.9,56.0,20.1,76.1,3,1st
6380101,COWETA COUNTY,ARBOR SPRINGS,77,852.57,5.2,31.2,63.6,94.8,77,856.78,1.3,42.9,55.8,98.7,77,844.26,6.5,48.1,45.5,93.5,77,857.88,2.6,41.6,55.8,97.4,77,838.25,7.8,55.8,36.4,92.2,16,3rd
6380103,COWETA COUNTY,WILLIS ROAD E,122,850.81,4.1,44.3,51.6,95.9,122,844.42,4.9,51.6,43.4,95.1,123,843.59,7.3,44.7,48.0,92.7,123,852.45,5.7,34.1,60.2,94.3,122,844.38,5.7,48.4,45.9,94.3,16,3rd
6380115,COWETA COUNTY,BROOKS ELEMEN,109,848.36,3.7,39.4,56.9,96.3,108,848.81,3.7,45.4,50.9,96.3,108,850.29,4.6,44.4,50.9,95.4,109,860.20,6.4,28.4,65.1,93.6,109,846.08,5.5,46.8,47.7,94.5,16,3rd
6380189,COWETA COUNTY,WHITE OAK ELE,111,835.10,8.1,55.9,36.0,91.9,110,832.80,8.2,64.5,27.3,91.8,110,831.17,15.5,56.4,28.2,84.5,112,838.71,15.2,45.5,39.3,84.8,112,824.99,19.6,58.0,22.3,80.4,16,3rd
6380191,COWETA COUNTY,CANNONGATE EL,110,847.29,3.6,40.9,55.5,96.4,110,847.75,5.5,50.0,44.5,94.5,109,853.08,7.3,33.9,58.7,92.7,112,852.11,5.4,40.2,54.5,94.6,112,836.84,5.4,58.9,35.7,94.6,16,3rd
6380192,COWETA COUNTY,NEWNAN CROSSI,126,837.18,8.7,52.4,38.9,91.3,126,840.40,11.9,45.2,42.9,88.1,124,832.74,20.2,37.1,42.7,79.8,126,842.84,14.3,42.9,42.9,85.7,126,822.79,17.5,64.3,18.3,82.5,16,3rd
6380195,COWETA COUNTY,JEFFERSON PAR,59,828.07,10.2,72.9,16.9,89.8,59,827.53,15.3,64.4,20.3,84.7,59,822.12,23.7,57.6,18.6,76.3,59,829.08,20.3,49.2,30.5,79.7,59,819.97,20.3,64.4,15.3,79.7,16,3rd
6380199,COWETA COUNTY,POPLAR ROAD E,112,837.72,10.7,51.8,37.5,89.3,112,834.13,13.4,52.7,33.9,86.6,112,828.32,17.9,50.9,31.3,82.1,113,831.42,18.6,49.6,31.9,81.4,113,820.25,18.6,67.3,14.2,81.4,16,3rd
6380201,COWETA COUNTY,WELCH ELEMENT,128,837.22,7.0,53.1,39.8,93.0,126,836.58,11.9,54.8,33.3,88.1,126,834.90,19.0,44.4,36.5,81.0,128,834.95,21.9,39.8,38.3,78.1,128,820.63,16.4,67.2,16.4,83.6,16,3rd
6380203,COWETA COUNTY,GRANT ELEMENT,55,823.02,16.4,67.3,16.4,83.6,55,827.53,18.2,60.0,21.8,81.8,55,820.56,16.4,65.5,18.2,83.6,57,825.44,22.8,54.4,22.8,77.2,57,820.02,17.5,66.7,15.8,82.5,16,3rd
