Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6365050,COLUMBIA COUNTY,GROVETOWN ELE,135,844.24,5.9,46.7,47.4,94.1,134,842.97,6.7,48.5,44.8,93.3,135,851.81,10.4,34.1,55.6,89.6,136,838.97,10.3,53.7,36.0,89.7,134,836.98,7.5,61.2,31.3,92.5
6365052,COLUMBIA COUNTY,SOUTH COLUMBI,105,843.11,3.8,57.1,39.0,96.2,103,841.94,6.8,51.5,41.7,93.2,103,828.33,14.6,59.2,26.2,85.4,103,839.92,10.7,42.7,46.6,89.3,103,826.42,11.7,71.8,16.5,88.3
6370104,COOK COUNTY,COOK ELEMENTA,224,840.33,3.6,59.8,36.6,96.4,224,833.99,6.7,64.3,29.0,93.3,224,838.37,11.6,50.9,37.5,88.4,224,832.83,8.9,65.6,25.4,91.1,224,825.92,12.1,68.3,19.6,87.9
6380101,COWETA COUNTY,ARBOR SPRINGS,72,850.14,2.8,43.1,54.2,97.2,72,851.71,4.2,47.2,48.6,95.8,72,862.40,1.4,33.3,65.3,98.6,72,846.42,5.6,44.4,50.0,94.4,72,845.65,8.3,43.1,48.6,91.7
6380103,COWETA COUNTY,WILLIS ROAD E,118,842.99,2.5,50.0,47.5,97.5,118,837.72,5.9,56.8,37.3,94.1,118,849.73,9.3,34.7,55.9,90.7,118,833.36,11.9,56.8,31.4,88.1,118,829.92,14.4,56.8,28.8,85.6
6380115,COWETA COUNTY,BROOKS ELEMEN,110,843.56,2.7,54.5,42.7,97.3,110,847.95,3.6,48.2,48.2,96.4,110,851.38,9.1,41.8,49.1,90.9,110,847.44,7.3,41.8,50.9,92.7,110,841.94,4.5,60.9,34.5,95.5
6380189,COWETA COUNTY,WHITE OAK ELE,118,836.81,7.6,55.1,37.3,92.4,118,831.64,11.0,58.5,30.5,89.0,118,828.15,20.3,46.6,33.1,79.7,118,822.90,21.2,61.0,17.8,78.8,118,822.51,16.1,68.6,15.3,83.9
6380191,COWETA COUNTY,CANNONGATE EL,112,847.21,4.5,43.8,51.8,95.5,112,835.78,9.8,50.9,39.3,90.2,112,841.19,14.3,35.7,50.0,85.7,112,843.97,11.6,42.9,45.5,88.4,112,839.42,9.8,48.2,42.0,90.2
6380192,COWETA COUNTY,NEWNAN CROSSI,118,839.57,5.9,55.1,39.0,94.1,118,838.62,9.3,51.7,39.0,90.7,120,841.97,14.2,40.8,45.0,85.8,120,833.93,11.7,57.5,30.8,88.3,119,831.17,9.2,64.7,26.1,90.8
6380195,COWETA COUNTY,JEFFERSON PAR,61,832.30,8.2,70.5,21.3,91.8,61,830.67,8.2,68.9,23.0,91.8,61,833.33,19.7,44.3,36.1,80.3,61,828.36,14.8,62.3,23.0,85.2,61,825.59,8.2,80.3,11.5,91.8
6380199,COWETA COUNTY,POPLAR ROAD E,123,834.97,7.3,58.5,34.1,92.7,123,830.81,13.0,59.3,27.6,87.0,123,825.82,23.6,44.7,31.7,76.4,123,827.94,17.1,56.1,26.8,82.9,123,824.80,14.6,68.3,17.1,85.4
6380201,COWETA COUNTY,WELCH ELEMENT,146,835.93,8.9,54.8,36.3,91.1,145,829.92,13.1,58.6,28.3,86.9,146,836.95,16.4,45.9,37.7,83.6,146,828.25,18.5,54.8,26.7,81.5,146,823.43,16.4,69.9,13.7,83.6
6380203,COWETA COUNTY,GRANT ELEMENT,66,822.80,15.2,69.7,15.2,84.8,66,817.88,19.7,71.2,9.1,80.3,66,812.65,28.8,56.1,15.2,71.2,66,816.05,30.3,53.0,16.7,69.7,66,806.88,34.8,59.1,6.1,65.2
6380295,COWETA COUNTY,THOMAS CROSSR,76,846.89,5.3,36.8,57.9,94.7,76,848.55,7.9,39.5,52.6,92.1,76,855.59,7.9,35.5,56.6,92.1,76,849.87,7.9,36.8,55.3,92.1,76,845.41,5.3,47.4,47.4,94.7
6381050,COWETA COUNTY,ARNCO SARGENT,83,826.27,14.5,55.4,30.1,85.5,83,824.00,26.5,50.6,22.9,73.5,84,818.69,36.9,41.7,21.4,63.1,84,818.70,29.8,47.6,22.6,70.2,83,813.40,33.7,59.0,7.2,66.3
6381054,COWETA COUNTY,RUTH HILL ELE,73,831.25,11.0,56.2,32.9,89.0,73,829.85,8.2,67.1,24.7,91.8,73,827.36,21.9,53.4,24.7,78.1,73,821.42,24.7,56.2,19.2,75.3,73,816.30,21.9,72.6,5.5,78.1
6382050,COWETA COUNTY,ATKINSON ELEM,85,832.86,8.2,58.8,32.9,91.8,85,828.01,11.8,64.7,23.5,88.2,85,833.84,21.2,42.4,36.5,78.8,85,825.56,22.4,58.8,18.8,77.6,85,819.72,20.0,72.9,7.1,80.0
6382052,COWETA COUNTY,EASTSIDE ELEM,84,837.71,7.1,53.6,39.3,92.9,84,833.54,3.6,69.0,27.4,96.4,84,828.02,19.0,52.4,28.6,81.0,84,843.07,6.0,54.8,39.3,94.0,84,817.33,13.1,78.6,8.3,86.9
6382056,COWETA COUNTY,NORTHSIDE ELE,58,841.78,6.9,48.3,44.8,93.1,58,833.12,15.5,46.6,37.9,84.5,58,845.76,13.8,34.5,51.7,86.2,58,834.88,20.7,41.4,37.9,79.3,58,830.97,13.8,53.4,32.8,86.2
6383052,COWETA COUNTY,ELM STREET EL,74,824.23,14.9,62.2,23.0,85.1,74,822.31,13.5,64.9,21.6,86.5,74,822.09,23.0,55.4,21.6,77.0,74,818.27,31.1,51.4,17.6,68.9,74,810.95,35.1,55.4,9.5,64.9
6383054,COWETA COUNTY,MORELAND ELEM,76,836.30,9.2,50.0,40.8,90.8,76,836.39,7.9,57.9,34.2,92.1,76,831.45,27.6,36.8,35.5,72.4,76,818.95,26.3,60.5,13.2,73.7,75,816.88,28.0,60.0,12.0,72.0
6385056,COWETA COUNTY,WESTERN ELEME,61,830.69,11.5,55.7,32.8,88.5,61,831.05,11.5,62.3,26.2,88.5,61,825.25,16.4,62.3,21.3,83.6,60,824.22,20.0,58.3,21.7,80.0,61,823.84,11.5,70.5,18.0,88.5
6390192,CRAWFORD COUNTY,CRAWFORD CO E,128,834.22,5.5,68.0,26.6,94.5,128,831.70,10.9,62.5,26.6,89.1,128,829.82,19.5,49.2,31.3,80.5,128,825.69,17.2,60.2,22.7,82.8,128,814.18,21.1,70.3,8.6,78.9
6400297,CRISP COUNTY,A S CLARK ELE,144,828.82,11.8,63.2,25.0,88.2,144,827.86,13.9,62.5,23.6,86.1,145,841.43,13.8,43.4,42.8,86.2,140,823.92,21.4,55.0,23.6,78.6,140,814.94,29.3,58.6,12.1,70.7
6402052,CRISP COUNTY,SOUTHWESTERN,183,838.29,5.5,58.5,36.1,94.5,183,839.31,4.9,57.9,37.2,95.1,184,840.28,15.8,46.7,37.5,84.2,184,831.68,16.3,54.3,29.3,83.7,183,817.49,17.5,71.6,10.9,82.5
6410101,DADE COUNTY,DADE ELEMENTA,122,839.10,4.9,57.4,37.7,95.1,122,831.77,9.8,59.0,31.1,90.2,122,831.99,17.2,48.4,34.4,82.8,122,828.81,14.8,59.0,26.2,85.2,122,816.40,18.0,75.4,6.6,82.0
6410275,DADE COUNTY,DAVIS ELEMENT,54,824.61,16.7,59.3,24.1,83.3,54,817.30,29.6,61.1,9.3,70.4,54,805.09,40.7,46.3,13.0,59.3,54,812.76,33.3,50.0,16.7,66.7,54,805.61,40.7,57.4,1.9,59.3
6420103,DAWSON COUNTY,KILOUGH ELEME,87,838.15,6.9,59.8,33.3,93.1,87,835.11,8.0,62.1,29.9,92.0,87,822.46,24.1,50.6,25.3,75.9,87,839.29,8.0,48.3,43.7,92.0,87,822.91,14.9,69.0,16.1,85.1
6420189,DAWSON COUNTY,ROBINSON ELEM,119,841.29,5.0,47.9,47.1,95.0,119,835.50,9.2,58.8,31.9,90.8,119,838.22,10.9,50.4,38.7,89.1,118,843.24,7.6,50.0,42.4,92.4,119,829.05,10.1,72.3,17.6,89.9
6420199,DAWSON COUNTY,BLACK S MILL,81,842.26,6.2,58.0,35.8,93.8,81,839.37,4.9,60.5,34.6,95.1,81,830.22,19.8,42.0,38.3,80.2,81,839.46,8.6,50.6,40.7,91.4,80,832.76,6.3,68.8,25.0,93.8
6430105,DECATUR COUNTY,W BAINBRID EL,108,831.23,8.3,64.8,26.9,91.7,108,824.67,12.0,66.7,21.3,88.0,108,835.81,9.3,56.5,34.3,90.7,108,825.22,17.6,62.0,20.4,82.4,108,818.76,21.3,68.5,10.2,78.7
6430191,DECATUR COUNTY,POTTER STREET,59,837.10,13.6,47.5,39.0,86.4,59,829.95,18.6,52.5,28.8,81.4,59,847.41,15.3,30.5,54.2,84.7,59,856.08,8.5,30.5,61.0,91.5,59,822.32,15.3,71.2,13.6,84.7
6431052,DECATUR COUNTY,ELCAN KING EL,104,827.03,10.6,67.3,22.1,89.4,104,819.15,17.3,71.2,11.5,82.7,104,823.41,23.1,51.0,26.0,76.9,104,816.97,23.1,60.6,16.3,76.9,104,808.37,28.8,67.3,3.8,71.2
6433052,DECATUR COUNTY,JOHN JOHNSON,96,837.78,5.2,57.3,37.5,94.8,96,824.94,14.6,64.6,20.8,85.4,96,840.92,9.4,49.0,41.7,90.6,96,833.07,13.5,59.4,27.1,86.5,96,826.80,12.5,67.7,19.8,87.5
6434052,DECATUR COUNTY,JONES WHEAT E,80,835.93,5.0,62.5,32.5,95.0,80,829.24,7.5,68.8,23.8,92.5,80,836.81,5.0,58.8,36.3,95.0,80,836.81,6.3,57.5,36.3,93.8,80,828.53,8.8,66.3,25.0,91.3
6440100,DEKALB COUNTY,NARVIE HARRIS,155,837.63,3.9,60.6,35.5,96.1,155,844.34,4.5,45.8,49.7,95.5,155,823.17,16.8,63.2,20.0,83.2,155,826.70,11.0,73.5,15.5,89.0,155,823.20,13.5,72.9,13.5,86.5
6440102,DEKALB COUNTY,WYNBROOKE ELE,156,847.04,4.5,45.5,50.0,95.5,156,843.39,3.2,54.5,42.3,96.8,156,848.51,7.1,46.8,46.2,92.9,156,839.77,7.1,58.3,34.6,92.9,156,837.05,7.1,60.9,32.1,92.9
6440107,DEKALB COUNTY,FLAT ROCK ELE,233,821.25,20.6,58.8,20.6,79.4,234,818.09,28.2,55.6,16.2,71.8,234,811.22,38.5,43.6,17.9,61.5,232,810.03,38.8,49.6,11.6,61.2,232,801.72,43.5,52.2,4.3,56.5
6440108,DEKALB COUNTY,PRINCETON ELE,178,823.87,19.7,58.4,21.9,80.3,178,822.04,20.2,60.7,19.1,79.8,178,815.27,36.5,46.1,17.4,63.5,177,806.60,41.2,50.3,8.5,58.8,175,802.07,45.7,50.3,4.0,54.3
6440173,DEKALB COUNTY,VANDERLYN ELE,164,866.09,1.2,19.5,79.3,98.8,164,863.91,2.4,25.0,72.6,97.6,165,877.59,4.8,18.8,76.4,95.2,165,873.22,3.0,18.8,78.2,97.0,164,857.69,4.3,28.7,67.1,95.7
6440175,DEKALB COUNTY,AUSTIN ELEMEN,140,865.91,2.1,21.4,76.4,97.9,139,861.05,2.2,23.0,74.8,97.8,142,870.75,3.5,25.4,71.1,96.5,142,864.13,2.1,25.4,72.5,97.9,139,862.46,2.9,30.2,66.9,97.1
6440181,DEKALB COUNTY,ELDRIDGE L M,88,826.66,14.8,55.7,29.5,85.2,87,827.20,19.5,46.0,34.5,80.5,88,821.38,27.3,46.6,26.1,72.7,88,811.93,39.8,51.1,9.1,60.2,88,804.58,38.6,60.2,1.1,61.4
6440188,DEKALB COUNTY,PANOLA WAY EL,175,817.66,24.6,60.0,15.4,75.4,175,813.41,28.6,58.9,12.6,71.4,174,799.98,47.1,44.3,8.6,52.9,174,799.98,49.4,43.7,6.9,50.6,174,797.86,47.1,50.6,2.3,52.9
6440190,DEKALB COUNTY,PINE RIDGE EL,124,821.97,12.1,72.6,15.3,87.9,124,821.27,17.7,71.0,11.3,82.3,122,818.68,23.8,57.4,18.9,76.2,122,818.48,25.4,59.8,14.8,74.6,121,811.67,27.3,67.8,5.0,72.7
6440191,DEKALB COUNTY,BROWNS MILL E,156,829.68,14.7,57.1,28.2,85.3,156,827.88,17.3,55.1,27.6,82.7,156,823.05,27.6,50.0,22.4,72.4,156,816.50,23.7,64.7,11.5,76.3,155,813.05,26.5,66.5,7.1,73.5
6440197,DEKALB COUNTY,MARBUT ELEMEN,152,839.95,7.9,51.3,40.8,92.1,152,835.14,7.2,59.2,33.6,92.8,152,834.76,19.1,48.7,32.2,80.9,152,831.47,11.2,61.2,27.6,88.8,152,828.53,11.8,71.1,17.1,88.2
6440272,DEKALB COUNTY,ROCKBRIDGE EL,80,824.99,20.0,55.0,25.0,80.0,80,823.95,20.0,58.8,21.3,80.0,81,816.22,29.6,51.9,18.5,70.4,81,820.99,28.4,49.4,22.2,71.6,80,809.35,28.8,66.3,5.0,71.3
6440275,DEKALB COUNTY,CEDAR GROVE E,103,822.26,20.4,60.2,19.4,79.6,103,822.63,22.3,60.2,17.5,77.7,103,816.70,30.1,48.5,21.4,69.9,103,806.10,35.0,60.2,4.9,65.0,103,804.36,37.9,59.2,2.9,62.1
6440293,DEKALB COUNTY,SHADOW ROCK E,120,828.52,14.2,60.8,25.0,85.8,120,823.48,21.7,55.0,23.3,78.3,120,816.80,31.7,46.7,21.7,68.3,119,817.13,28.6,52.9,18.5,71.4,119,808.87,34.5,59.7,5.9,65.5
6440297,DEKALB COUNTY,EDWARD L BOU,158,841.29,4.4,58.2,37.3,95.6,158,842.13,5.1,48.1,46.8,94.9,158,839.66,12.0,46.8,41.1,88.0,158,833.44,11.4,57.0,31.6,88.6,158,823.90,12.7,75.9,11.4,87.3
6440305,DEKALB COUNTY,OAKVIEW ELEME,138,816.35,23.2,64.5,12.3,76.8,138,815.70,28.3,58.0,13.8,71.7,138,798.04,53.6,35.5,10.9,46.4,138,803.07,39.9,55.1,5.1,60.1,138,798.30,44.2,55.8,0.0,55.8
6440375,DEKALB COUNTY,FAIRINGTON EL,106,815.70,26.4,63.2,10.4,73.6,106,814.41,27.4,59.4,13.2,72.6,106,793.10,54.7,41.5,3.8,45.3,105,806.98,39.0,53.3,7.6,61.0,106,797.39,50.0,50.0,0.0,50.0
6440399,DEKALB COUNTY,ROBERT SHAW T,86,846.30,0.0,48.8,51.2,100.0,86,844.99,2.3,57.0,40.7,97.7,86,829.67,16.3,57.0,26.7,83.7,86,829.15,8.1,73.3,18.6,91.9,86,821.09,15.1,77.9,7.0,84.9
6440409,DEKALB COUNTY,RONALD E MCNA,170,817.09,26.5,55.9,17.6,73.5,170,812.29,32.9,56.5,10.6,67.1,170,796.92,53.5,37.6,8.8,46.5,170,800.19,50.0,43.5,6.5,50.0,170,798.84,47.1,51.8,1.2,52.9
6440475,DEKALB COUNTY,BOB MATHIS EL,53,830.94,13.2,58.5,28.3,86.8,53,836.68,13.2,49.1,37.7,86.8,53,826.38,24.5,43.4,32.1,75.5,53,826.47,18.9,52.8,28.3,81.1,53,821.68,17.0,66.0,17.0,83.0
6440575,DEKALB COUNTY,STONE MILL EL,108,816.96,25.9,59.3,14.8,74.1,108,813.27,31.5,51.9,16.7,68.5,123,784.92,62.6,31.7,5.7,37.4,123,798.15,48.0,46.3,5.7,52.0,108,796.40,51.9,47.2,0.9,48.1
6440675,DEKALB COUNTY,WOODRIDGE ELE,108,823.84,21.3,56.5,22.2,78.7,108,823.63,15.7,62.0,22.2,84.3,108,815.39,29.6,50.0,20.4,70.4,108,816.48,24.1,59.3,16.7,75.9,108,812.12,30.6,64.8,4.6,69.4
6440707,DEKALB COUNTY,UHS OF LAUREL,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,2,--,--,--,--,--
6440805,DEKALB COUNTY,INTL COMM SCH,60,836.50,1.7,61.7,36.7,98.3,60,828.32,16.7,53.3,30.0,83.3,60,818.67,33.3,45.0,21.7,66.7,60,823.60,23.3,51.7,25.0,76.7,60,819.63,25.0,61.7,13.3,75.0
6441010,DEKALB COUNTY,DEKALB ACADEM,66,842.91,1.5,53.0,45.5,98.5,66,842.35,4.5,50.0,45.5,95.5,66,840.79,6.1,53.0,40.9,93.9,66,834.50,9.1,60.6,30.3,90.9,66,819.44,15.2,78.8,6.1,84.8
6441050,DEKALB COUNTY,DEKALB ELEMEN,63,843.13,4.8,54.0,41.3,95.2,63,833.92,7.9,58.7,33.3,92.1,63,820.22,23.8,57.1,19.0,76.2,63,826.94,14.3,65.1,20.6,85.7,63,820.62,12.7,77.8,9.5,87.3
6441052,DEKALB COUNTY,BROCKETT ELEM,78,843.14,6.4,48.7,44.9,93.6,78,836.31,10.3,53.8,35.9,89.7,78,827.77,23.1,56.4,20.5,76.9,78,839.72,15.4,44.9,39.7,84.6,78,826.08,16.7,67.9,15.4,83.3
6441053,DEKALB COUNTY,CHAPEL HILL E,138,825.55,13.0,67.4,19.6,87.0,138,825.41,18.8,55.8,25.4,81.2,138,819.92,31.2,44.9,23.9,68.8,138,812.86,29.7,58.0,12.3,70.3,138,811.30,29.7,60.9,9.4,70.3
6441054,DEKALB COUNTY,COLUMBIA ELEM,102,814.74,25.5,64.7,9.8,74.5,102,813.75,29.4,63.7,6.9,70.6,103,802.67,42.7,50.5,6.8,57.3,103,793.87,55.3,43.7,1.0,44.7,102,795.62,58.8,39.2,2.0,41.2
6441055,DEKALB COUNTY,DRESDEN ELEME,125,831.79,7.2,68.8,24.0,92.8,125,824.24,12.0,70.4,17.6,88.0,126,816.98,23.0,63.5,13.5,77.0,127,813.56,26.0,66.9,7.1,74.0,125,793.49,58.4,41.6,0.0,41.6
6441056,DEKALB COUNTY,EVANSDALE ELE,91,858.57,1.1,35.2,63.7,98.9,91,851.56,4.4,41.8,53.8,95.6,91,858.11,8.8,31.9,59.3,91.2,91,856.43,4.4,31.9,63.7,95.6,90,850.19,2.2,43.3,54.4,97.8
6441059,DEKALB COUNTY,IDLEWOOD ELEM,130,826.56,20.8,50.8,28.5,79.2,130,821.18,26.2,49.2,24.6,73.8,138,814.08,34.8,45.7,19.6,65.2,138,809.26,33.3,56.5,10.1,66.7,131,801.66,43.5,53.4,3.1,56.5
6441061,DEKALB COUNTY,LIVSEY ELEMEN,64,855.75,1.6,37.5,60.9,98.4,64,853.08,4.7,32.8,62.5,95.3,44,837.05,25.0,36.4,38.6,75.0,64,856.16,9.4,29.7,60.9,90.6,64,829.31,20.3,51.6,28.1,79.7
6441062,DEKALB COUNTY,MEDLOCK ELEME,54,838.19,14.8,46.3,38.9,85.2,54,831.44,20.4,46.3,33.3,79.6,57,820.28,35.1,36.8,28.1,64.9,57,820.04,33.3,38.6,28.1,66.7,54,805.57,37.0,57.4,5.6,63.0
6441064,DEKALB COUNTY,PEACHCREST EL,47,815.83,23.4,68.1,8.5,76.6,47,815.26,25.5,63.8,10.6,74.5,47,811.79,29.8,53.2,17.0,70.2,47,799.55,53.2,44.7,2.1,46.8,45,799.38,48.9,48.9,2.2,51.1
6441067,DEKALB COUNTY,SKY HAVEN ELE,46,811.48,34.8,54.3,10.9,65.2,46,803.57,47.8,41.3,10.9,52.2,46,803.39,52.2,34.8,13.0,47.8,46,791.54,58.7,37.0,4.3,41.3,46,796.61,50.0,45.7,4.3,50.0
6441071,DEKALB COUNTY,WOODWARD ELEM,110,822.83,12.7,70.9,16.4,87.3,110,811.74,33.6,50.9,15.5,66.4,110,816.05,40.0,40.0,20.0,60.0,109,803.18,45.9,48.6,5.5,54.1,110,801.97,54.5,37.3,8.2,45.5
6442050,DEKALB COUNTY,ALLGOOD ELEME,74,834.28,10.8,48.6,40.5,89.2,74,831.11,12.2,56.8,31.1,87.8,74,832.53,18.9,48.6,32.4,81.1,74,828.46,16.2,50.0,33.8,83.8,74,813.64,24.3,66.2,9.5,75.7
6442056,DEKALB COUNTY,FERNBANK ELEM,98,863.41,3.1,22.4,74.5,96.9,98,862.93,4.1,24.5,71.4,95.9,98,880.53,6.1,21.4,72.4,93.9,98,875.64,2.0,19.4,78.6,98.0,98,869.55,4.1,16.3,79.6,95.9
6442057,DEKALB COUNTY,GRESHAM PARK,48,813.67,27.1,64.6,8.3,72.9,48,815.77,29.2,58.3,12.5,70.8,47,802.49,51.1,36.2,12.8,48.9,47,793.74,63.8,34.0,2.1,36.2,48,791.40,66.7,33.3,0.0,33.3
6442058,DEKALB COUNTY,HENDERSON MIL,100,845.37,6.0,46.0,48.0,94.0,100,843.32,8.0,45.0,47.0,92.0,102,841.45,12.7,48.0,39.2,87.3,102,835.56,20.6,46.1,33.3,79.4,100,829.34,14.0,62.0,24.0,86.0
6442059,DEKALB COUNTY,INDIAN CREEK,146,816.06,24.7,59.6,15.8,75.3,143,817.57,28.7,51.0,20.3,71.3,167,810.07,38.9,39.5,21.6,61.1,165,803.70,44.2,46.1,9.7,55.8,142,804.35,40.8,53.5,5.6,59.2
6442060,DEKALB COUNTY,KNOLLWOOD ELE,53,815.26,28.3,56.6,15.1,71.7,52,812.50,32.7,50.0,17.3,67.3,52,798.08,48.1,42.3,9.6,51.9,52,800.23,48.1,44.2,7.7,51.9,52,805.04,40.4,53.8,5.8,59.6
6442061,DEKALB COUNTY,MCLENDON ELEM,96,813.54,28.1,58.3,13.5,71.9,95,814.31,32.6,52.6,14.7,67.4,115,803.92,47.0,32.2,20.9,53.0,115,795.43,53.9,37.4,8.7,46.1,94,801.54,47.9,46.8,5.3,52.1
6442062,DEKALB COUNTY,MIDVALE ELEME,70,831.66,15.7,47.1,37.1,84.3,70,831.84,20.0,41.4,38.6,80.0,70,830.60,28.6,42.9,28.6,71.4,70,822.49,27.1,47.1,25.7,72.9,70,818.73,24.3,62.9,12.9,75.7
6442065,DEKALB COUNTY,CARY REYNOLDS,122,825.66,15.6,61.5,23.0,84.4,122,820.07,20.5,61.5,18.0,79.5,122,819.69,24.6,57.4,18.0,75.4,121,811.65,34.7,55.4,9.9,65.3,121,803.90,39.7,55.4,5.0,60.3
6442068,DEKALB COUNTY,STONE MOUNT E,82,817.84,22.0,59.8,18.3,78.0,82,815.02,26.8,61.0,12.2,73.2,82,808.63,42.7,43.9,13.4,57.3,82,798.73,48.8,46.3,4.9,51.2,82,798.02,45.1,54.9,0.0,54.9
6443050,DEKALB COUNTY,ASHFORD PARK,62,842.69,9.7,41.9,48.4,90.3,62,840.32,8.1,53.2,38.7,91.9,63,844.30,15.9,42.9,41.3,84.1,63,836.83,11.1,50.8,38.1,88.9,62,828.47,12.9,62.9,24.2,87.1
6443051,DEKALB COUNTY,BRIARLAKE ELE,64,853.84,6.3,32.8,60.9,93.8,64,850.22,4.7,32.8,62.5,95.3,64,840.95,17.2,39.1,43.8,82.8,64,852.55,10.9,25.0,64.1,89.1,64,840.92,9.4,53.1,37.5,90.6
6443052,DEKALB COUNTY,CANBY LANE EL,94,826.89,13.8,59.6,26.6,86.2,94,829.64,12.8,60.6,26.6,87.2,94,827.19,16.0,58.5,25.5,84.0,94,818.38,23.4,59.6,17.0,76.6,93,813.26,29.0,59.1,11.8,71.0
6443053,DEKALB COUNTY,CHESNUT ELEME,105,845.84,6.7,40.0,53.3,93.3,105,838.38,9.5,54.3,36.2,90.5,106,842.44,11.3,44.3,44.3,88.7,106,843.56,12.3,40.6,47.2,87.7,105,832.43,12.4,60.0,27.6,87.6
6443055,DEKALB COUNTY,DUNAIRE ELEME,93,817.66,25.8,59.1,15.1,74.2,93,817.67,34.4,50.5,15.1,65.6,93,802.92,47.3,44.1,8.6,52.7,92,807.29,44.6,45.7,9.8,55.4,92,805.38,41.3,48.9,9.8,58.7
6443056,DEKALB COUNTY,FLAT SHOALS,66,814.30,25.8,60.6,13.6,74.2,66,817.33,25.8,56.1,18.2,74.2,66,800.77,51.5,37.9,10.6,48.5,66,803.45,48.5,47.0,4.5,51.5,66,801.68,45.5,53.0,1.5,54.5
6443057,DEKALB COUNTY,HAMBRICK ELEM,119,820.61,22.7,58.0,19.3,77.3,119,819.89,30.3,47.1,22.7,69.7,120,806.53,45.0,37.5,17.5,55.0,120,805.33,40.0,50.8,9.2,60.0,118,803.67,38.1,57.6,4.2,61.9
6443059,DEKALB COUNTY,JOLLY ELEMENT,83,817.87,30.1,51.8,18.1,69.9,83,814.54,37.3,44.6,18.1,62.7,92,802.91,48.9,33.7,17.4,51.1,92,791.11,64.1,29.3,6.5,35.9,83,797.81,56.6,38.6,4.8,43.4
6443061,DEKALB COUNTY,MEADOWVIEW EL,61,810.74,32.8,57.4,9.8,67.2,61,809.44,34.4,59.0,6.6,65.6,62,793.58,54.8,40.3,4.8,45.2,61,809.54,34.4,55.7,9.8,65.6,61,794.62,54.1,44.3,1.6,45.9
6443062,DEKALB COUNTY,MIDWAY ELEMEN,99,815.60,31.3,50.5,18.2,68.7,99,814.36,31.3,52.5,16.2,68.7,99,809.84,37.4,49.5,13.1,62.6,98,798.29,50.0,40.8,9.2,50.0,99,799.76,48.5,46.5,5.1,51.5
6443063,DEKALB COUNTY,OAK GROVE ELE,114,860.57,2.6,21.9,75.4,97.4,114,855.23,3.5,28.9,67.5,96.5,114,864.82,5.3,29.8,64.9,94.7,114,864.06,3.5,21.9,74.6,96.5,114,849.78,4.4,40.4,55.3,95.6
6443064,DEKALB COUNTY,PLEASANTDALE,140,825.14,16.4,63.6,20.0,83.6,140,819.20,22.1,60.7,17.1,77.9,143,811.86,32.2,51.0,16.8,67.8,142,815.30,34.5,49.3,16.2,65.5,139,810.58,31.7,59.0,9.4,68.3
6443065,DEKALB COUNTY,ROCK CHAPEL E,71,822.35,18.3,64.8,16.9,81.7,71,823.63,21.1,59.2,19.7,78.9,71,820.59,21.1,57.7,21.1,78.9,71,803.17,47.9,43.7,8.5,52.1,70,802.47,42.9,54.3,2.9,57.1
6443067,DEKALB COUNTY,SMOKE RISE EL,85,841.99,7.1,51.8,41.2,92.9,85,839.34,8.2,54.1,37.6,91.8,86,834.66,16.3,46.5,37.2,83.7,86,839.10,11.6,50.0,38.4,88.4,82,834.94,11.0,52.4,36.6,89.0
6443069,DEKALB COUNTY,TONEY ELEMENT,79,808.51,36.7,53.2,10.1,63.3,79,808.01,39.2,51.9,8.9,60.8,79,797.10,53.2,35.4,11.4,46.8,78,789.51,60.3,39.7,0.0,39.7,79,785.96,72.2,27.8,0.0,27.8
6444050,DEKALB COUNTY,ATHERTON ELEM,70,814.34,31.4,55.7,12.9,68.6,70,807.71,42.9,44.3,12.9,57.1,70,792.89,54.3,32.9,12.9,45.7,70,796.43,55.7,38.6,5.7,44.3,70,796.01,51.4,44.3,4.3,48.6
6444051,DEKALB COUNTY,BRIAR VISTA E,65,842.09,4.6,46.2,49.2,95.4,65,833.72,15.4,46.2,38.5,84.6,67,832.90,23.9,38.8,37.3,76.1,67,833.43,20.9,46.3,32.8,79.1,65,818.08,24.6,63.1,12.3,75.4
6444052,DEKALB COUNTY,MURPHY CANDLE,91,821.25,19.8,57.1,23.1,80.2,91,819.96,24.2,57.1,18.7,75.8,92,810.60,38.0,45.7,16.3,62.0,92,813.49,34.8,44.6,20.7,65.2,90,811.24,35.6,52.2,12.2,64.4
